data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_partida
2018-10-20,América (MG),Grêmio,1.0,1.0,Empate,2.0
2018-10-20,Botafogo RJ,Bahia,0.0,1.0,Vitória Visitante,1.0
2018-10-20,São Paulo,Atletico-PR,0.0,0.0,Empate,0.0
2018-10-20,Sport Recife,Vasco,2.0,1.0,Vitória Mandante,3.0
2018-10-16,Ceará,Botafogo RJ,0.0,0.0,Empate,0.0
2018-10-14,Atletico-PR,Sport Recife,4.0,0.0,Vitória Mandante,4.0
2018-10-14,Atlético Mineiro,América (MG),0.0,0.0,Empate,0.0
2018-10-14,Vasco,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2018-10-14,Palmeiras,Grêmio,2.0,0.0,Vitória Mandante,2.0
2018-10-14,Internacional,São Paulo,3.0,1.0,Vitória Mandante,4.0
2018-10-14,Chapecoense,Vitoria,0.0,1.0,Vitória Visitante,1.0
2018-10-14,Bahia,Parana,2.0,0.0,Vitória Mandante,2.0
2018-10-13,Flamengo,Fluminense,3.0,0.0,Vitória Mandante,3.0
2018-10-13,Santos,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-10-10,Botafogo RJ,Vasco,1.0,1.0,Empate,2.0
2018-10-09,Fluminense,Parana,4.0,0.0,Vitória Mandante,4.0
2018-10-07,Grêmio,Bahia,2.0,2.0,Empate,4.0
2018-10-06,São Paulo,Palmeiras,0.0,2.0,Vitória Visitante,2.0
2018-10-06,Chapecoense,Atlético Mineiro,1.0,0.0,Vitória Mandante,1.0
2018-10-06,Atletico-PR,América (MG),4.0,0.0,Vitória Mandante,4.0
2018-10-06,Vitoria,Santos,0.0,1.0,Vitória Visitante,1.0
2018-10-06,Corinthians,Flamengo,0.0,3.0,Vitória Visitante,3.0
2018-10-05,Sport Recife,Internacional,2.0,1.0,Vitória Mandante,3.0
2018-10-02,Parana,Vasco,1.0,1.0,Empate,2.0
2018-09-30,Botafogo RJ,São Paulo,2.0,2.0,Empate,4.0
2018-09-30,Bahia,Flamengo,0.0,0.0,Empate,0.0
2018-09-30,Palmeiras,Cruzeiro,3.0,1.0,Vitória Mandante,4.0
2018-09-30,Atlético Mineiro,Sport Recife,5.0,2.0,Vitória Mandante,7.0
2018-09-30,Internacional,Vitoria,2.0,1.0,Vitória Mandante,3.0
2018-09-30,Santos,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2018-09-30,Ceará,Chapecoense,3.0,1.0,Vitória Mandante,4.0
2018-09-29,América (MG),Corinthians,0.0,0.0,Empate,0.0
2018-09-29,Fluminense,Grêmio,0.0,1.0,Vitória Visitante,1.0
2018-09-28,Santos,Vasco,1.0,1.0,Empate,2.0
2018-09-25,Vasco,Bahia,2.0,1.0,Vitória Mandante,3.0
2018-09-25,Chapecoense,Fluminense,1.0,2.0,Vitória Visitante,3.0
2018-09-23,Flamengo,Atlético Mineiro,2.0,1.0,Vitória Mandante,3.0
2018-09-23,Grêmio,Ceará,3.0,2.0,Vitória Mandante,5.0
2018-09-23,Atletico-PR,Parana,3.0,0.0,Vitória Mandante,3.0
2018-09-23,Corinthians,Internacional,1.0,1.0,Empate,2.0
2018-09-23,Sport Recife,Palmeiras,0.0,1.0,Vitória Visitante,1.0
2018-09-23,Vitoria,Botafogo RJ,3.0,4.0,Vitória Visitante,7.0
2018-09-23,Cruzeiro,Santos,2.0,1.0,Vitória Mandante,3.0
2018-09-22,São Paulo,América (MG),1.0,1.0,Empate,2.0
2018-09-18,Chapecoense,Internacional,2.0,1.0,Vitória Mandante,3.0
2018-09-16,Corinthians,Sport Recife,2.0,1.0,Vitória Mandante,3.0
2018-09-16,Santos,São Paulo,0.0,0.0,Empate,0.0
2018-09-16,Cruzeiro,Atlético Mineiro,0.0,0.0,Empate,0.0
2018-09-16,Bahia,Palmeiras,1.0,1.0,Empate,2.0
2018-09-16,Atletico-PR,Fluminense,3.0,1.0,Vitória Mandante,4.0
2018-09-16,Botafogo RJ,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-09-15,Ceará,Vitoria,2.0,0.0,Vitória Mandante,2.0
2018-09-15,Grêmio,Parana,2.0,0.0,Vitória Mandante,2.0
2018-09-15,Vasco,Flamengo,1.0,1.0,Empate,2.0
2018-09-14,Chapecoense,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2018-09-11,Atlético Mineiro,Atletico-PR,3.0,1.0,Vitória Mandante,4.0
2018-09-09,Vitoria,Vasco,1.0,0.0,Vitória Mandante,1.0
2018-09-09,Parana,Santos,0.0,2.0,Vitória Visitante,2.0
2018-09-09,Palmeiras,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-09-09,Internacional,Grêmio,1.0,0.0,Vitória Mandante,1.0
2018-09-09,Fluminense,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2018-09-09,América (MG),Ceará,0.0,0.0,Empate,0.0
2018-09-09,Flamengo,Chapecoense,2.0,0.0,Vitória Mandante,2.0
2018-09-08,São Paulo,Bahia,1.0,0.0,Vitória Mandante,1.0
2018-09-08,Sport Recife,Cruzeiro,0.0,0.0,Empate,0.0
2018-09-07,América (MG),Vasco,2.0,1.0,Vitória Mandante,3.0
2018-09-06,Palmeiras,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2018-09-06,Atlético Mineiro,São Paulo,1.0,0.0,Vitória Mandante,1.0
2018-09-06,Ceará,Corinthians,2.0,1.0,Vitória Mandante,3.0
2018-09-06,Parana,Chapecoense,1.0,1.0,Empate,2.0
2018-09-06,Fluminense,Vitoria,0.0,0.0,Empate,0.0
2018-09-06,Internacional,Flamengo,2.0,1.0,Vitória Mandante,3.0
2018-09-06,Santos,Grêmio,0.0,0.0,Empate,0.0
2018-09-05,Botafogo RJ,Cruzeiro,1.0,1.0,Empate,2.0
2018-09-05,Bahia,Sport Recife,2.0,0.0,Vitória Mandante,2.0
2018-09-02,Cruzeiro,Internacional,0.0,0.0,Empate,0.0
2018-09-02,Chapecoense,Palmeiras,1.0,2.0,Vitória Visitante,3.0
2018-09-02,Sport Recife,Parana,1.0,0.0,Vitória Mandante,1.0
2018-09-02,São Paulo,Fluminense,1.0,1.0,Empate,2.0
2018-09-02,Atletico-PR,Bahia,2.0,0.0,Vitória Mandante,2.0
2018-09-02,Flamengo,Ceará,0.0,1.0,Vitória Visitante,1.0
2018-09-02,Corinthians,Atlético Mineiro,1.0,1.0,Empate,2.0
2018-09-01,Vitoria,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-09-01,Grêmio,Botafogo RJ,4.0,0.0,Vitória Mandante,4.0
2018-09-01,Vasco,Santos,0.0,3.0,Vitória Visitante,3.0
2018-08-29,Ceará,Bahia,0.0,2.0,Vitória Visitante,2.0
2018-08-29,Atletico-PR,Vasco,1.0,0.0,Vitória Mandante,1.0
2018-08-26,Vasco,Chapecoense,3.0,1.0,Vitória Mandante,4.0
2018-08-26,Vitoria,Atlético Mineiro,1.0,0.0,Vitória Mandante,1.0
2018-08-26,Internacional,Palmeiras,0.0,0.0,Empate,0.0
2018-08-26,América (MG),Flamengo,2.0,2.0,Empate,4.0
2018-08-26,São Paulo,Ceará,1.0,0.0,Vitória Mandante,1.0
2018-08-26,Cruzeiro,Fluminense,2.0,1.0,Vitória Mandante,3.0
2018-08-26,Botafogo RJ,Sport Recife,2.0,0.0,Vitória Mandante,2.0
2018-08-25,Atletico-PR,Grêmio,2.0,1.0,Vitória Mandante,3.0
2018-08-25,Santos,Bahia,2.0,0.0,Vitória Mandante,2.0
2018-08-25,Corinthians,Parana,1.0,0.0,Vitória Mandante,1.0
2018-08-24,Atlético Mineiro,Vasco,0.0,0.0,Empate,0.0
2018-08-23,Flamengo,Vitoria,1.0,0.0,Vitória Mandante,1.0
2018-08-23,Grêmio,Cruzeiro,1.0,1.0,Empate,2.0
2018-08-23,Fluminense,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-08-23,Sport Recife,América (MG),0.0,2.0,Vitória Visitante,2.0
2018-08-23,Palmeiras,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2018-08-22,Parana,São Paulo,1.0,1.0,Empate,2.0
2018-08-22,Bahia,Internacional,0.0,1.0,Vitória Visitante,1.0
2018-08-21,Vasco,Ceará,1.0,1.0,Empate,2.0
2018-08-19,América (MG),Fluminense,0.0,0.0,Empate,0.0
2018-08-19,Botafogo RJ,Atlético Mineiro,0.0,3.0,Vitória Visitante,3.0
2018-08-19,Atletico-PR,Flamengo,3.0,0.0,Vitória Mandante,3.0
2018-08-19,Internacional,Parana,1.0,0.0,Vitória Mandante,1.0
2018-08-19,São Paulo,Chapecoense,2.0,0.0,Vitória Mandante,2.0
2018-08-19,Cruzeiro,Bahia,1.0,1.0,Empate,2.0
2018-08-19,Vitoria,Palmeiras,0.0,3.0,Vitória Visitante,3.0
2018-08-18,Corinthians,Grêmio,0.0,1.0,Vitória Visitante,1.0
2018-08-18,Santos,Sport Recife,3.0,0.0,Vitória Mandante,3.0
2018-08-14,Fluminense,Internacional,0.0,3.0,Vitória Visitante,3.0
2018-08-12,Parana,Botafogo RJ,1.0,1.0,Empate,2.0
2018-08-12,Flamengo,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2018-08-12,Chapecoense,Corinthians,2.0,1.0,Vitória Mandante,3.0
2018-08-12,Atlético Mineiro,Santos,3.0,1.0,Vitória Mandante,4.0
2018-08-12,Sport Recife,São Paulo,1.0,3.0,Vitória Visitante,4.0
2018-08-12,Palmeiras,Vasco,1.0,0.0,Vitória Mandante,1.0
2018-08-12,Grêmio,Vitoria,4.0,0.0,Vitória Mandante,4.0
2018-08-11,Bahia,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-08-11,Ceará,Atletico-PR,0.0,0.0,Empate,0.0
2018-08-08,Ceará,Santos,1.0,1.0,Empate,2.0
2018-08-07,Atlético Mineiro,Internacional,0.0,1.0,Vitória Visitante,1.0
2018-08-05,Sport Recife,Chapecoense,1.0,1.0,Empate,2.0
2018-08-05,Fluminense,Bahia,1.0,1.0,Empate,2.0
2018-08-05,Vitoria,Cruzeiro,1.0,1.0,Empate,2.0
2018-08-05,São Paulo,Vasco,2.0,1.0,Vitória Mandante,3.0
2018-08-05,Parana,Ceará,0.0,1.0,Vitória Visitante,1.0
2018-08-05,América (MG),Palmeiras,0.0,0.0,Empate,0.0
2018-08-05,Corinthians,Atletico-PR,0.0,0.0,Empate,0.0
2018-08-04,Botafogo RJ,Santos,0.0,0.0,Empate,0.0
2018-08-04,Grêmio,Flamengo,2.0,0.0,Vitória Mandante,2.0
2018-07-31,Bahia,Atlético Mineiro,2.0,2.0,Empate,4.0
2018-07-29,Santos,América (MG),0.0,1.0,Vitória Visitante,1.0
2018-07-29,Chapecoense,Grêmio,1.0,1.0,Empate,2.0
2018-07-29,Internacional,Botafogo RJ,3.0,0.0,Vitória Mandante,3.0
2018-07-29,Flamengo,Sport Recife,4.0,1.0,Vitória Mandante,5.0
2018-07-29,Cruzeiro,São Paulo,0.0,2.0,Vitória Visitante,2.0
2018-07-29,Atletico-PR,Vitoria,4.0,0.0,Vitória Mandante,4.0
2018-07-29,Vasco,Corinthians,1.0,4.0,Vitória Visitante,5.0
2018-07-29,Palmeiras,Parana,3.0,0.0,Vitória Mandante,3.0
2018-07-28,Ceará,Fluminense,1.0,0.0,Vitória Mandante,1.0
2018-07-27,América (MG),Internacional,2.0,1.0,Vitória Mandante,3.0
2018-07-26,Santos,Flamengo,1.0,1.0,Empate,2.0
2018-07-26,Atlético Mineiro,Parana,2.0,0.0,Vitória Mandante,2.0
2018-07-26,Corinthians,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2018-07-26,Vitoria,Sport Recife,1.0,0.0,Vitória Mandante,1.0
2018-07-26,Botafogo RJ,Chapecoense,1.0,0.0,Vitória Mandante,1.0
2018-07-26,Grêmio,São Paulo,2.0,1.0,Vitória Mandante,3.0
2018-07-25,Fluminense,Palmeiras,1.0,0.0,Vitória Mandante,1.0
2018-07-24,Internacional,Ceará,1.0,0.0,Vitória Mandante,1.0
2018-07-22,Sport Recife,Fluminense,1.0,2.0,Vitória Visitante,3.0
2018-07-22,Bahia,Vitoria,4.0,1.0,Vitória Mandante,5.0
2018-07-22,Palmeiras,Atlético Mineiro,3.0,2.0,Vitória Mandante,5.0
2018-07-22,Parana,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-07-22,São Paulo,Corinthians,3.0,1.0,Vitória Mandante,4.0
2018-07-22,Vasco,Grêmio,1.0,0.0,Vitória Mandante,1.0
2018-07-22,Chapecoense,Santos,0.0,0.0,Empate,0.0
2018-07-22,Cruzeiro,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2018-07-21,Flamengo,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2018-07-20,Atletico-PR,Internacional,2.0,2.0,Empate,4.0
2018-07-20,Vasco,Fluminense,1.0,1.0,Empate,2.0
2018-07-20,Santos,Palmeiras,1.0,1.0,Empate,2.0
2018-07-19,Cruzeiro,América (MG),3.0,1.0,Vitória Mandante,4.0
2018-07-19,Chapecoense,Bahia,1.0,1.0,Empate,2.0
2018-07-19,Grêmio,Atlético Mineiro,2.0,0.0,Vitória Mandante,2.0
2018-07-19,Flamengo,São Paulo,0.0,1.0,Vitória Visitante,1.0
2018-07-19,Corinthians,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2018-07-19,Vitoria,Parana,1.0,0.0,Vitória Mandante,1.0
2018-07-18,Ceará,Sport Recife,1.0,0.0,Vitória Mandante,1.0
2018-06-14,Atlético Mineiro,Ceará,2.0,1.0,Vitória Mandante,3.0
2018-06-14,Palmeiras,Flamengo,1.0,1.0,Empate,2.0
2018-06-14,Botafogo RJ,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2018-06-14,Bahia,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-06-14,Internacional,Vasco,3.0,1.0,Vitória Mandante,4.0
2018-06-13,Sport Recife,Grêmio,0.0,0.0,Empate,0.0
2018-06-13,Parana,Cruzeiro,1.0,1.0,Empate,2.0
2018-06-13,Fluminense,Santos,0.0,1.0,Vitória Visitante,1.0
2018-06-13,América (MG),Chapecoense,0.0,0.0,Empate,0.0
2018-06-13,São Paulo,Vitoria,3.0,0.0,Vitória Mandante,3.0
2018-06-10,Atlético Mineiro,Fluminense,5.0,2.0,Vitória Mandante,7.0
2018-06-10,Santos,Internacional,1.0,2.0,Vitória Visitante,3.0
2018-06-10,Flamengo,Parana,2.0,0.0,Vitória Mandante,2.0
2018-06-10,Grêmio,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-06-10,Ceará,Palmeiras,2.0,2.0,Empate,4.0
2018-06-10,Bahia,Botafogo RJ,3.0,3.0,Empate,6.0
2018-06-10,Corinthians,Vitoria,0.0,0.0,Empate,0.0
2018-06-09,Atletico-PR,São Paulo,0.0,1.0,Vitória Visitante,1.0
2018-06-09,Chapecoense,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2018-06-09,Vasco,Sport Recife,3.0,2.0,Vitória Mandante,5.0
2018-06-08,América (MG),Atlético Mineiro,1.0,3.0,Vitória Visitante,4.0
2018-06-08,Parana,Bahia,1.0,0.0,Vitória Mandante,1.0
2018-06-08,Fluminense,Flamengo,0.0,2.0,Vitória Visitante,2.0
2018-06-07,Grêmio,Palmeiras,0.0,2.0,Vitória Visitante,2.0
2018-06-07,Cruzeiro,Vasco,1.0,1.0,Empate,2.0
2018-06-07,Sport Recife,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2018-06-07,Corinthians,Santos,1.0,1.0,Empate,2.0
2018-06-06,São Paulo,Internacional,0.0,0.0,Empate,0.0
2018-06-06,Botafogo RJ,Ceará,0.0,0.0,Empate,0.0
2018-06-06,Vitoria,Chapecoense,1.0,0.0,Vitória Mandante,1.0
2018-06-05,Parana,Fluminense,2.0,1.0,Vitória Mandante,3.0
2018-06-03,Palmeiras,São Paulo,3.0,1.0,Vitória Mandante,4.0
2018-06-03,Bahia,Grêmio,0.0,2.0,Vitória Visitante,2.0
2018-06-03,América (MG),Atletico-PR,3.0,1.0,Vitória Mandante,4.0
2018-06-03,Ceará,Cruzeiro,0.0,1.0,Vitória Visitante,1.0
2018-06-03,Flamengo,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-06-03,Santos,Vitoria,5.0,2.0,Vitória Mandante,7.0
2018-06-02,Vasco,Botafogo RJ,1.0,2.0,Vitória Visitante,3.0
2018-06-02,Internacional,Sport Recife,0.0,0.0,Empate,0.0
2018-06-02,Atlético Mineiro,Chapecoense,3.0,3.0,Empate,6.0
2018-06-01,Atletico-PR,Santos,2.0,0.0,Vitória Mandante,2.0
2018-05-31,Chapecoense,Ceará,2.0,0.0,Vitória Mandante,2.0
2018-05-31,São Paulo,Botafogo RJ,3.0,2.0,Vitória Mandante,5.0
2018-05-31,Cruzeiro,Palmeiras,1.0,0.0,Vitória Mandante,1.0
2018-05-31,Grêmio,Fluminense,0.0,0.0,Empate,0.0
2018-05-31,Flamengo,Bahia,2.0,0.0,Vitória Mandante,2.0
2018-05-31,Corinthians,América (MG),1.0,0.0,Vitória Mandante,1.0
2018-05-30,Vitoria,Internacional,2.0,3.0,Vitória Visitante,5.0
2018-05-30,Vasco,Parana,1.0,0.0,Vitória Mandante,1.0
2018-05-30,Sport Recife,Atlético Mineiro,3.0,2.0,Vitória Mandante,5.0
2018-05-27,Internacional,Corinthians,2.0,1.0,Vitória Mandante,3.0
2018-05-27,Parana,Atletico-PR,0.0,0.0,Empate,0.0
2018-05-27,Bahia,Vasco,3.0,0.0,Vitória Mandante,3.0
2018-05-27,Botafogo RJ,Vitoria,1.0,1.0,Empate,2.0
2018-05-27,Atlético Mineiro,Flamengo,0.0,1.0,Vitória Visitante,1.0
2018-05-27,Santos,Cruzeiro,0.0,1.0,Vitória Visitante,1.0
2018-05-27,América (MG),São Paulo,1.0,3.0,Vitória Visitante,4.0
2018-05-27,Ceará,Grêmio,0.0,1.0,Vitória Visitante,1.0
2018-05-26,Fluminense,Chapecoense,3.0,1.0,Vitória Mandante,4.0
2018-05-26,Palmeiras,Sport Recife,2.0,3.0,Vitória Visitante,5.0
2018-05-22,Internacional,Chapecoense,3.0,0.0,Vitória Mandante,3.0
2018-05-20,Fluminense,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2018-05-20,Sport Recife,Corinthians,1.0,1.0,Empate,2.0
2018-05-20,São Paulo,Santos,1.0,0.0,Vitória Mandante,1.0
2018-05-20,Parana,Grêmio,0.0,0.0,Empate,0.0
2018-05-20,América (MG),Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2018-05-20,Vitoria,Ceará,2.0,1.0,Vitória Mandante,3.0
2018-05-20,Palmeiras,Bahia,3.0,0.0,Vitória Mandante,3.0
2018-05-19,Flamengo,Vasco,1.0,1.0,Empate,2.0
2018-05-19,Atlético Mineiro,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2018-05-15,Ceará,América (MG),2.0,2.0,Empate,4.0
2018-05-15,Botafogo RJ,Fluminense,2.0,1.0,Vitória Mandante,3.0
2018-05-13,Santos,Parana,3.0,1.0,Vitória Mandante,4.0
2018-05-13,Vasco,Vitoria,2.0,3.0,Vitória Visitante,5.0
2018-05-13,Corinthians,Palmeiras,1.0,0.0,Vitória Mandante,1.0
2018-05-13,Chapecoense,Flamengo,3.0,2.0,Vitória Mandante,5.0
2018-05-13,Bahia,São Paulo,2.0,2.0,Empate,4.0
2018-05-13,Atletico-PR,Atlético Mineiro,1.0,2.0,Vitória Visitante,3.0
2018-05-13,Cruzeiro,Sport Recife,2.0,0.0,Vitória Mandante,2.0
2018-05-12,Grêmio,Internacional,0.0,0.0,Empate,0.0
2018-05-08,Chapecoense,Parana,1.0,1.0,Empate,2.0
2018-05-06,Flamengo,Internacional,2.0,0.0,Vitória Mandante,2.0
2018-05-06,Corinthians,Ceará,1.0,1.0,Empate,2.0
2018-05-06,Atletico-PR,Palmeiras,1.0,3.0,Vitória Visitante,4.0
2018-05-06,Cruzeiro,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2018-05-06,Vitoria,Fluminense,1.0,2.0,Vitória Visitante,3.0
2018-05-06,Grêmio,Santos,5.0,1.0,Vitória Mandante,6.0
2018-05-06,Sport Recife,Bahia,2.0,0.0,Vitória Mandante,2.0
2018-05-05,Vasco,América (MG),4.0,1.0,Vitória Mandante,5.0
2018-05-05,São Paulo,Atlético Mineiro,2.0,2.0,Empate,4.0
2018-05-01,América (MG),Vitoria,2.0,1.0,Vitória Mandante,3.0
2018-04-29,Fluminense,São Paulo,1.0,1.0,Empate,2.0
2018-04-29,Bahia,Atletico-PR,0.0,0.0,Empate,0.0
2018-04-29,Ceará,Flamengo,0.0,3.0,Vitória Visitante,3.0
2018-04-29,Atlético Mineiro,Corinthians,1.0,0.0,Vitória Mandante,1.0
2018-04-29,Palmeiras,Chapecoense,0.0,0.0,Empate,0.0
2018-04-29,Internacional,Cruzeiro,0.0,0.0,Empate,0.0
2018-04-29,Parana,Sport Recife,1.0,2.0,Vitória Visitante,3.0
2018-04-28,Botafogo RJ,Grêmio,2.0,1.0,Vitória Mandante,3.0
2018-04-24,Sport Recife,Botafogo RJ,1.0,1.0,Empate,2.0
2018-04-22,Chapecoense,Vasco,1.0,1.0,Empate,2.0
2018-04-22,Parana,Corinthians,0.0,4.0,Vitória Visitante,4.0
2018-04-22,Atlético Mineiro,Vitoria,2.0,1.0,Vitória Mandante,3.0
2018-04-22,Ceará,São Paulo,0.0,0.0,Empate,0.0
2018-04-22,Fluminense,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2018-04-22,Palmeiras,Internacional,1.0,0.0,Vitória Mandante,1.0
2018-04-22,Grêmio,Atletico-PR,0.0,0.0,Empate,0.0
2018-04-21,Flamengo,América (MG),2.0,0.0,Vitória Mandante,2.0
2018-04-21,Bahia,Santos,1.0,0.0,Vitória Mandante,1.0
2018-04-17,São Paulo,Parana,1.0,0.0,Vitória Mandante,1.0
2018-04-17,Botafogo RJ,Palmeiras,1.0,1.0,Empate,2.0
2018-04-15,América (MG),Sport Recife,3.0,0.0,Vitória Mandante,3.0
2018-04-15,Corinthians,Fluminense,2.0,1.0,Vitória Mandante,3.0
2018-04-15,Santos,Ceará,2.0,0.0,Vitória Mandante,2.0
2018-04-15,Vasco,Atlético Mineiro,2.0,1.0,Vitória Mandante,3.0
2018-04-15,Internacional,Bahia,2.0,0.0,Vitória Mandante,2.0
2018-04-15,Atletico-PR,Chapecoense,5.0,1.0,Vitória Mandante,6.0
2018-04-14,Vitoria,Flamengo,2.0,2.0,Empate,4.0
2018-04-14,Cruzeiro,Grêmio,0.0,1.0,Vitória Visitante,1.0
2017-12-03,Santos,Avai,1.0,1.0,Empate,2.0
2017-12-03,Atl Goianiense,Fluminense,1.0,1.0,Empate,2.0
2017-12-03,Atlético Mineiro,Grêmio,4.0,3.0,Vitória Mandante,7.0
2017-12-03,Botafogo RJ,Cruzeiro,2.0,2.0,Empate,4.0
2017-12-03,Chapecoense,Coritiba,2.0,1.0,Vitória Mandante,3.0
2017-12-03,Atletico-PR,Palmeiras,3.0,0.0,Vitória Mandante,3.0
2017-12-03,São Paulo,Bahia,1.0,1.0,Empate,2.0
2017-12-03,Sport Recife,Corinthians,1.0,0.0,Vitória Mandante,1.0
2017-12-03,Vasco,Ponte Preta,2.0,1.0,Vitória Mandante,3.0
2017-12-03,Vitoria,Flamengo,1.0,2.0,Vitória Visitante,3.0
2017-11-27,Palmeiras,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2017-11-26,Flamengo,Santos,1.0,2.0,Vitória Visitante,3.0
2017-11-26,Bahia,Chapecoense,0.0,1.0,Vitória Visitante,1.0
2017-11-26,Ponte Preta,Vitoria,2.0,3.0,Vitória Visitante,5.0
2017-11-26,Grêmio,Atl Goianiense,1.0,1.0,Empate,2.0
2017-11-26,Cruzeiro,Vasco,0.0,1.0,Vitória Visitante,1.0
2017-11-26,Coritiba,São Paulo,1.0,2.0,Vitória Visitante,3.0
2017-11-26,Corinthians,Atlético Mineiro,2.0,2.0,Empate,4.0
2017-11-26,Avai,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2017-11-25,Fluminense,Sport Recife,1.0,2.0,Vitória Visitante,3.0
2017-11-20,Avai,Palmeiras,2.0,1.0,Vitória Mandante,3.0
2017-11-20,Fluminense,Ponte Preta,2.0,0.0,Vitória Mandante,2.0
2017-11-19,Atletico-PR,Vasco,3.0,1.0,Vitória Mandante,4.0
2017-11-19,Atlético Mineiro,Coritiba,3.0,0.0,Vitória Mandante,3.0
2017-11-19,Vitoria,Cruzeiro,1.0,1.0,Empate,2.0
2017-11-19,Sport Recife,Bahia,1.0,0.0,Vitória Mandante,1.0
2017-11-19,São Paulo,Botafogo RJ,0.0,0.0,Empate,0.0
2017-11-19,Flamengo,Corinthians,3.0,0.0,Vitória Mandante,3.0
2017-11-19,Atl Goianiense,Chapecoense,1.0,1.0,Empate,2.0
2017-11-19,Santos,Grêmio,1.0,0.0,Vitória Mandante,1.0
2017-11-16,Botafogo RJ,Atl Goianiense,1.0,2.0,Vitória Visitante,3.0
2017-11-16,Chapecoense,Vitoria,2.0,1.0,Vitória Mandante,3.0
2017-11-16,Palmeiras,Sport Recife,5.0,1.0,Vitória Mandante,6.0
2017-11-16,Bahia,Santos,3.0,1.0,Vitória Mandante,4.0
2017-11-16,Coritiba,Flamengo,1.0,0.0,Vitória Mandante,1.0
2017-11-15,Vasco,Atlético Mineiro,1.0,1.0,Empate,2.0
2017-11-15,Corinthians,Fluminense,3.0,1.0,Vitória Mandante,4.0
2017-11-15,Grêmio,São Paulo,1.0,0.0,Vitória Mandante,1.0
2017-11-15,Cruzeiro,Avai,2.0,2.0,Empate,4.0
2017-11-15,Ponte Preta,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2017-11-13,Chapecoense,Santos,2.0,0.0,Vitória Mandante,2.0
2017-11-12,Vasco,São Paulo,1.0,1.0,Empate,2.0
2017-11-12,Grêmio,Vitoria,1.0,1.0,Empate,2.0
2017-11-12,Palmeiras,Flamengo,2.0,0.0,Vitória Mandante,2.0
2017-11-12,Atl Goianiense,Sport Recife,2.0,0.0,Vitória Mandante,2.0
2017-11-12,Bahia,Atlético Mineiro,2.0,2.0,Empate,4.0
2017-11-12,Coritiba,Ponte Preta,1.0,1.0,Empate,2.0
2017-11-12,Cruzeiro,Fluminense,3.0,1.0,Vitória Mandante,4.0
2017-11-11,Corinthians,Avai,1.0,0.0,Vitória Mandante,1.0
2017-11-11,Botafogo RJ,Atletico-PR,0.0,1.0,Vitória Visitante,1.0
2017-11-09,Fluminense,Coritiba,2.0,2.0,Empate,4.0
2017-11-09,São Paulo,Chapecoense,2.0,2.0,Empate,4.0
2017-11-09,Atlético Mineiro,Atl Goianiense,3.0,2.0,Vitória Mandante,5.0
2017-11-08,Vitoria,Palmeiras,3.0,1.0,Vitória Mandante,4.0
2017-11-08,Santos,Vasco,1.0,2.0,Vitória Visitante,3.0
2017-11-08,Flamengo,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2017-11-08,Sport Recife,Botafogo RJ,1.0,2.0,Vitória Visitante,3.0
2017-11-08,Atletico-PR,Corinthians,0.0,1.0,Vitória Visitante,1.0
2017-11-08,Ponte Preta,Grêmio,0.0,1.0,Vitória Visitante,1.0
2017-11-08,Avai,Bahia,1.0,2.0,Vitória Visitante,3.0
2017-11-05,Grêmio,Flamengo,3.0,1.0,Vitória Mandante,4.0
2017-11-05,Corinthians,Palmeiras,3.0,2.0,Vitória Mandante,5.0
2017-11-05,Cruzeiro,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
