data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_partida
2016-08-28,Sport Recife,Internacional,1.0,1.0,Empate,2.0
2016-08-28,Vitoria,América (MG),2.0,1.0,Vitória Mandante,3.0
2016-08-27,Ponte Preta,Corinthians,2.0,0.0,Vitória Mandante,2.0
2016-08-23,Corinthians,Vitoria,2.0,1.0,Vitória Mandante,3.0
2016-08-21,Figueirense,Cruzeiro,1.0,2.0,Vitória Visitante,3.0
2016-08-21,Coritiba,Santos,2.0,1.0,Vitória Mandante,3.0
2016-08-21,Santa Cruz,Fluminense,0.0,1.0,Vitória Visitante,1.0
2016-08-21,Palmeiras,Ponte Preta,2.0,2.0,Empate,4.0
2016-08-21,Internacional,São Paulo,1.0,1.0,Empate,2.0
2016-08-21,Flamengo,Grêmio,2.0,1.0,Vitória Mandante,3.0
2016-08-21,Atlético Mineiro,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2016-08-21,Botafogo RJ,Sport Recife,3.0,0.0,Vitória Mandante,3.0
2016-08-20,América (MG),Chapecoense,1.0,2.0,Vitória Visitante,3.0
2016-08-16,Chapecoense,Internacional,1.0,0.0,Vitória Mandante,1.0
2016-08-14,São Paulo,Botafogo RJ,0.0,1.0,Vitória Visitante,1.0
2016-08-14,Vitoria,Santa Cruz,2.0,2.0,Empate,4.0
2016-08-14,Santos,Atlético Mineiro,3.0,0.0,Vitória Mandante,3.0
2016-08-14,Cruzeiro,Coritiba,2.0,2.0,Empate,4.0
2016-08-14,Grêmio,Corinthians,3.0,0.0,Vitória Mandante,3.0
2016-08-14,Fluminense,América (MG),1.0,0.0,Vitória Mandante,1.0
2016-08-14,Atletico-PR,Palmeiras,0.0,1.0,Vitória Visitante,1.0
2016-08-13,Ponte Preta,Figueirense,2.0,0.0,Vitória Mandante,2.0
2016-08-13,Sport Recife,Flamengo,1.0,0.0,Vitória Mandante,1.0
2016-08-09,Atlético Mineiro,Chapecoense,3.0,1.0,Vitória Mandante,4.0
2016-08-09,Corinthians,Cruzeiro,1.0,1.0,Empate,2.0
2016-08-07,Palmeiras,Vitoria,2.0,1.0,Vitória Mandante,3.0
2016-08-07,América (MG),Santos,1.0,0.0,Vitória Mandante,1.0
2016-08-07,Coritiba,Ponte Preta,3.0,1.0,Vitória Mandante,4.0
2016-08-07,Santa Cruz,São Paulo,1.0,2.0,Vitória Visitante,3.0
2016-08-07,Internacional,Fluminense,2.0,2.0,Empate,4.0
2016-08-07,Figueirense,Sport Recife,1.0,1.0,Empate,2.0
2016-08-06,Flamengo,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2016-08-05,Chapecoense,Palmeiras,1.0,1.0,Empate,2.0
2016-08-05,Cruzeiro,Internacional,4.0,2.0,Vitória Mandante,6.0
2016-08-04,Ponte Preta,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2016-08-04,Santos,Flamengo,0.0,0.0,Empate,0.0
2016-08-04,Atletico-PR,Corinthians,2.0,0.0,Vitória Mandante,2.0
2016-08-04,Grêmio,Santa Cruz,0.0,0.0,Empate,0.0
2016-08-04,São Paulo,Atlético Mineiro,1.0,2.0,Vitória Visitante,3.0
2016-08-03,Vitoria,Coritiba,3.0,1.0,Vitória Mandante,4.0
2016-08-03,Sport Recife,América (MG),1.0,1.0,Empate,2.0
2016-07-31,Botafogo RJ,Palmeiras,3.0,1.0,Vitória Mandante,4.0
2016-07-31,América (MG),Grêmio,0.0,0.0,Empate,0.0
2016-07-31,Santos,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2016-07-31,Internacional,Corinthians,0.0,1.0,Vitória Visitante,1.0
2016-07-31,Coritiba,Flamengo,0.0,2.0,Vitória Visitante,2.0
2016-07-31,São Paulo,Chapecoense,2.0,2.0,Empate,4.0
2016-07-31,Fluminense,Ponte Preta,3.0,0.0,Vitória Mandante,3.0
2016-07-31,Atlético Mineiro,Santa Cruz,3.0,0.0,Vitória Mandante,3.0
2016-07-30,Sport Recife,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2016-07-30,Figueirense,Vitoria,1.0,0.0,Vitória Mandante,1.0
2016-07-26,Flamengo,América (MG),2.0,1.0,Vitória Mandante,3.0
2016-07-24,Chapecoense,Botafogo RJ,2.0,1.0,Vitória Mandante,3.0
2016-07-24,Palmeiras,Atlético Mineiro,0.0,1.0,Vitória Visitante,1.0
2016-07-24,Ponte Preta,Internacional,2.0,2.0,Empate,4.0
2016-07-24,Atletico-PR,Fluminense,1.0,0.0,Vitória Mandante,1.0
2016-07-24,Vitoria,Santos,2.0,3.0,Vitória Visitante,5.0
2016-07-24,Cruzeiro,Sport Recife,1.0,2.0,Vitória Visitante,3.0
2016-07-24,Grêmio,São Paulo,1.0,0.0,Vitória Mandante,1.0
2016-07-23,Santa Cruz,Coritiba,0.0,1.0,Vitória Visitante,1.0
2016-07-23,Corinthians,Figueirense,1.0,1.0,Empate,2.0
2016-07-19,Atlético Mineiro,Coritiba,2.0,1.0,Vitória Mandante,3.0
2016-07-17,Figueirense,Chapecoense,1.0,1.0,Empate,2.0
2016-07-17,América (MG),Santa Cruz,0.0,3.0,Vitória Visitante,3.0
2016-07-17,Atletico-PR,Vitoria,1.0,1.0,Empate,2.0
2016-07-17,Corinthians,São Paulo,1.0,1.0,Empate,2.0
2016-07-17,Fluminense,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2016-07-17,Internacional,Palmeiras,0.0,1.0,Vitória Visitante,1.0
2016-07-17,Sport Recife,Grêmio,4.0,2.0,Vitória Mandante,6.0
2016-07-16,Santos,Ponte Preta,3.0,1.0,Vitória Mandante,4.0
2016-07-16,Botafogo RJ,Flamengo,3.0,3.0,Empate,6.0
2016-07-13,Palmeiras,Santos,1.0,1.0,Empate,2.0
2016-07-12,Cruzeiro,Atletico-PR,0.0,3.0,Vitória Visitante,3.0
2016-07-10,Santa Cruz,Internacional,1.0,0.0,Vitória Mandante,1.0
2016-07-10,Flamengo,Atlético Mineiro,2.0,0.0,Vitória Mandante,2.0
2016-07-10,Grêmio,Figueirense,2.0,1.0,Vitória Mandante,3.0
2016-07-10,Ponte Preta,Sport Recife,2.0,1.0,Vitória Mandante,3.0
2016-07-10,São Paulo,América (MG),3.0,0.0,Vitória Mandante,3.0
2016-07-10,Vitoria,Fluminense,0.0,0.0,Empate,0.0
2016-07-09,Coritiba,Botafogo RJ,0.0,0.0,Empate,0.0
2016-07-09,Chapecoense,Corinthians,0.0,2.0,Vitória Visitante,2.0
2016-07-05,Sport Recife,Palmeiras,1.0,3.0,Vitória Visitante,4.0
2016-07-03,Figueirense,Atlético Mineiro,1.0,1.0,Empate,2.0
2016-07-03,Santos,Chapecoense,3.0,0.0,Vitória Mandante,3.0
2016-07-03,Ponte Preta,São Paulo,1.0,0.0,Vitória Mandante,1.0
2016-07-03,Corinthians,Flamengo,4.0,0.0,Vitória Mandante,4.0
2016-07-03,Botafogo RJ,Santa Cruz,2.0,1.0,Vitória Mandante,3.0
2016-07-03,Internacional,Grêmio,0.0,1.0,Vitória Visitante,1.0
2016-07-03,Cruzeiro,Vitoria,2.0,2.0,Empate,4.0
2016-07-02,Atletico-PR,América (MG),1.0,0.0,Vitória Mandante,1.0
2016-07-02,Fluminense,Coritiba,0.0,0.0,Empate,0.0
2016-07-01,Atlético Mineiro,Botafogo RJ,5.0,3.0,Vitória Mandante,8.0
2016-06-30,Chapecoense,Cruzeiro,3.0,2.0,Vitória Mandante,5.0
2016-06-30,São Paulo,Fluminense,2.0,1.0,Vitória Mandante,3.0
2016-06-30,Coritiba,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2016-06-30,América (MG),Corinthians,0.0,2.0,Vitória Visitante,2.0
2016-06-30,Santa Cruz,Ponte Preta,0.0,3.0,Vitória Visitante,3.0
2016-06-30,Palmeiras,Figueirense,4.0,0.0,Vitória Mandante,4.0
2016-06-29,Vitoria,Sport Recife,3.0,2.0,Vitória Mandante,5.0
2016-06-29,Grêmio,Santos,3.0,2.0,Vitória Mandante,5.0
2016-06-29,Flamengo,Internacional,1.0,0.0,Vitória Mandante,1.0
2016-06-26,América (MG),Atlético Mineiro,0.0,1.0,Vitória Visitante,1.0
2016-06-26,Corinthians,Santa Cruz,2.0,1.0,Vitória Mandante,3.0
2016-06-26,Sport Recife,Chapecoense,5.0,1.0,Vitória Mandante,6.0
2016-06-26,Figueirense,Coritiba,0.0,0.0,Empate,0.0
2016-06-26,Vitoria,Ponte Preta,1.0,1.0,Empate,2.0
2016-06-26,Santos,São Paulo,3.0,0.0,Vitória Mandante,3.0
2016-06-26,Internacional,Botafogo RJ,2.0,3.0,Vitória Visitante,5.0
2016-06-26,Flamengo,Fluminense,1.0,2.0,Vitória Visitante,3.0
2016-06-26,Atletico-PR,Grêmio,2.0,0.0,Vitória Mandante,2.0
2016-06-25,Cruzeiro,Palmeiras,2.0,1.0,Vitória Mandante,3.0
2016-06-24,Coritiba,Internacional,1.0,1.0,Empate,2.0
2016-06-24,São Paulo,Sport Recife,0.0,0.0,Empate,0.0
2016-06-23,Grêmio,Vitoria,1.0,2.0,Vitória Visitante,3.0
2016-06-23,Chapecoense,Atletico-PR,0.0,0.0,Empate,0.0
2016-06-23,Fluminense,Santos,2.0,4.0,Vitória Visitante,6.0
2016-06-23,Atlético Mineiro,Corinthians,2.0,1.0,Vitória Mandante,3.0
2016-06-23,Santa Cruz,Flamengo,0.0,1.0,Vitória Visitante,1.0
2016-06-23,Botafogo RJ,Figueirense,0.0,0.0,Empate,0.0
2016-06-22,Ponte Preta,Cruzeiro,0.0,4.0,Vitória Visitante,4.0
2016-06-22,Palmeiras,América (MG),2.0,0.0,Vitória Mandante,2.0
2016-06-19,Atlético Mineiro,Ponte Preta,3.0,0.0,Vitória Mandante,3.0
2016-06-19,Sport Recife,Fluminense,2.0,1.0,Vitória Mandante,3.0
2016-06-19,América (MG),Coritiba,2.0,1.0,Vitória Mandante,3.0
2016-06-19,Corinthians,Botafogo RJ,3.0,1.0,Vitória Mandante,4.0
2016-06-19,Vitoria,Chapecoense,1.0,2.0,Vitória Visitante,3.0
2016-06-19,Grêmio,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2016-06-19,Figueirense,Internacional,3.0,2.0,Vitória Mandante,5.0
2016-06-19,Flamengo,São Paulo,2.0,2.0,Empate,4.0
2016-06-18,Atletico-PR,Santos,1.0,0.0,Vitória Mandante,1.0
2016-06-18,Palmeiras,Santa Cruz,3.0,1.0,Vitória Mandante,4.0
2016-06-17,Fluminense,Corinthians,1.0,0.0,Vitória Mandante,1.0
2016-06-16,Coritiba,Palmeiras,2.0,2.0,Empate,4.0
2016-06-16,Botafogo RJ,América (MG),3.0,1.0,Vitória Mandante,4.0
2016-06-16,Santos,Sport Recife,2.0,0.0,Vitória Mandante,2.0
2016-06-16,Santa Cruz,Figueirense,1.0,0.0,Vitória Mandante,1.0
2016-06-16,Cruzeiro,Flamengo,0.0,1.0,Vitória Visitante,1.0
2016-06-16,Internacional,Atlético Mineiro,2.0,0.0,Vitória Mandante,2.0
2016-06-15,São Paulo,Vitoria,2.0,0.0,Vitória Mandante,2.0
2016-06-15,Ponte Preta,Atletico-PR,3.0,2.0,Vitória Mandante,5.0
2016-06-15,Chapecoense,Grêmio,3.0,3.0,Empate,6.0
2016-06-12,São Paulo,Atletico-PR,1.0,2.0,Vitória Visitante,3.0
2016-06-12,Santa Cruz,Santos,0.0,2.0,Vitória Visitante,2.0
2016-06-12,Palmeiras,Corinthians,1.0,0.0,Vitória Mandante,1.0
2016-06-12,Figueirense,Flamengo,1.0,0.0,Vitória Mandante,1.0
2016-06-12,Atlético Mineiro,Cruzeiro,2.0,3.0,Vitória Visitante,5.0
2016-06-12,Coritiba,Sport Recife,3.0,2.0,Vitória Mandante,5.0
2016-06-12,Botafogo RJ,Vitoria,1.0,1.0,Empate,2.0
2016-06-11,Ponte Preta,Chapecoense,2.0,1.0,Vitória Mandante,3.0
2016-06-11,Internacional,América (MG),3.0,1.0,Vitória Mandante,4.0
2016-06-11,Fluminense,Grêmio,1.0,1.0,Empate,2.0
2016-06-05,Vitoria,Internacional,1.0,0.0,Vitória Mandante,1.0
2016-06-05,Sport Recife,Atlético Mineiro,4.0,4.0,Empate,8.0
2016-06-05,Grêmio,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2016-06-05,Flamengo,Palmeiras,1.0,2.0,Vitória Visitante,3.0
2016-06-05,Santos,Botafogo RJ,3.0,0.0,Vitória Mandante,3.0
2016-06-05,América (MG),Figueirense,1.0,0.0,Vitória Mandante,1.0
2016-06-05,Corinthians,Coritiba,2.0,1.0,Vitória Mandante,3.0
2016-06-05,Chapecoense,Fluminense,0.0,0.0,Empate,0.0
2016-06-05,Cruzeiro,São Paulo,0.0,1.0,Vitória Visitante,1.0
2016-06-04,Atletico-PR,Santa Cruz,1.0,0.0,Vitória Mandante,1.0
2016-06-03,Palmeiras,Grêmio,4.0,3.0,Vitória Mandante,7.0
2016-06-03,Flamengo,Vitoria,1.0,0.0,Vitória Mandante,1.0
2016-06-02,América (MG),Ponte Preta,1.0,2.0,Vitória Visitante,3.0
2016-06-02,Figueirense,São Paulo,1.0,0.0,Vitória Mandante,1.0
2016-06-02,Botafogo RJ,Cruzeiro,0.0,1.0,Vitória Visitante,1.0
2016-06-02,Atlético Mineiro,Fluminense,1.0,1.0,Empate,2.0
2016-06-02,Santa Cruz,Sport Recife,0.0,1.0,Vitória Visitante,1.0
2016-06-02,Coritiba,Chapecoense,3.0,4.0,Vitória Visitante,7.0
2016-06-02,Corinthians,Santos,1.0,0.0,Vitória Mandante,1.0
2016-06-01,Internacional,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2016-05-29,Ponte Preta,Flamengo,1.0,2.0,Vitória Visitante,3.0
2016-05-29,Fluminense,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2016-05-29,Chapecoense,Santa Cruz,1.0,1.0,Empate,2.0
2016-05-29,Sport Recife,Corinthians,0.0,2.0,Vitória Visitante,2.0
2016-05-29,São Paulo,Palmeiras,1.0,0.0,Vitória Mandante,1.0
2016-05-29,Grêmio,Coritiba,2.0,0.0,Vitória Mandante,2.0
2016-05-29,Santos,Internacional,0.0,1.0,Vitória Visitante,1.0
2016-05-29,Vitoria,Atlético Mineiro,1.0,1.0,Empate,2.0
2016-05-28,Atletico-PR,Figueirense,2.0,1.0,Vitória Mandante,3.0
2016-05-28,Cruzeiro,América (MG),1.0,1.0,Empate,2.0
2016-05-27,Atlético Mineiro,Grêmio,0.0,3.0,Vitória Visitante,3.0
2016-05-26,Flamengo,Chapecoense,2.0,2.0,Empate,4.0
2016-05-26,Palmeiras,Fluminense,2.0,0.0,Vitória Mandante,2.0
2016-05-26,América (MG),Vitoria,1.0,1.0,Empate,2.0
2016-05-26,Coritiba,São Paulo,1.0,1.0,Empate,2.0
2016-05-26,Santa Cruz,Cruzeiro,4.0,1.0,Vitória Mandante,5.0
2016-05-26,Corinthians,Ponte Preta,3.0,0.0,Vitória Mandante,3.0
2016-05-26,Internacional,Sport Recife,1.0,0.0,Vitória Mandante,1.0
2016-05-25,Figueirense,Santos,2.0,2.0,Empate,4.0
2016-05-25,Botafogo RJ,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2016-05-22,Grêmio,Flamengo,1.0,0.0,Vitória Mandante,1.0
2016-05-22,Atletico-PR,Atlético Mineiro,1.0,1.0,Empate,2.0
2016-05-22,Santos,Coritiba,2.0,1.0,Vitória Mandante,3.0
2016-05-22,Chapecoense,América (MG),3.0,1.0,Vitória Mandante,4.0
2016-05-22,Cruzeiro,Figueirense,2.0,2.0,Empate,4.0
2016-05-22,São Paulo,Internacional,1.0,2.0,Vitória Visitante,3.0
2016-05-22,Vitoria,Corinthians,3.0,2.0,Vitória Mandante,5.0
2016-05-22,Sport Recife,Botafogo RJ,1.0,1.0,Empate,2.0
2016-05-21,Fluminense,Santa Cruz,2.0,2.0,Empate,4.0
2016-05-21,Ponte Preta,Palmeiras,2.0,1.0,Vitória Mandante,3.0
2016-05-15,Botafogo RJ,São Paulo,0.0,1.0,Vitória Visitante,1.0
2016-05-15,Santa Cruz,Vitoria,4.0,1.0,Vitória Mandante,5.0
2016-05-15,Coritiba,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2016-05-15,Corinthians,Grêmio,0.0,0.0,Empate,0.0
2016-05-15,Internacional,Chapecoense,0.0,0.0,Empate,0.0
2016-05-15,América (MG),Fluminense,0.0,1.0,Vitória Visitante,1.0
2016-05-15,Figueirense,Ponte Preta,0.0,0.0,Empate,0.0
2016-05-14,Atlético Mineiro,Santos,1.0,0.0,Vitória Mandante,1.0
2016-05-14,Palmeiras,Atletico-PR,4.0,0.0,Vitória Mandante,4.0
2016-05-14,Flamengo,Sport Recife,1.0,0.0,Vitória Mandante,1.0
2015-12-06,Goias,São Paulo,0.0,1.0,Vitória Visitante,1.0
2015-12-06,Corinthians,Avai,1.0,1.0,Empate,2.0
2015-12-06,Coritiba,Vasco,0.0,0.0,Empate,0.0
2015-12-06,Figueirense,Fluminense,1.0,0.0,Vitória Mandante,1.0
2015-12-06,Flamengo,Palmeiras,1.0,2.0,Vitória Visitante,3.0
2015-12-06,Atlético Mineiro,Chapecoense,3.0,0.0,Vitória Mandante,3.0
2015-12-06,Internacional,Cruzeiro,2.0,0.0,Vitória Mandante,2.0
2015-12-06,Ponte Preta,Sport Recife,0.0,1.0,Vitória Visitante,1.0
2015-12-06,Santos,Atletico-PR,5.0,1.0,Vitória Mandante,6.0
2015-12-06,Joinville,Grêmio,0.0,2.0,Vitória Visitante,2.0
2015-11-29,Chapecoense,Goias,1.0,3.0,Vitória Visitante,4.0
2015-11-29,Cruzeiro,Joinville,3.0,0.0,Vitória Mandante,3.0
2015-11-29,Grêmio,Atlético Mineiro,2.0,1.0,Vitória Mandante,3.0
2015-11-29,Sport Recife,Corinthians,2.0,0.0,Vitória Mandante,2.0
2015-11-29,Palmeiras,Coritiba,0.0,2.0,Vitória Visitante,2.0
2015-11-29,Vasco,Santos,1.0,0.0,Vitória Mandante,1.0
2015-11-29,Atletico-PR,Flamengo,3.0,0.0,Vitória Mandante,3.0
2015-11-28,Avai,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2015-11-28,Fluminense,Internacional,1.0,1.0,Empate,2.0
2015-11-28,São Paulo,Figueirense,3.0,2.0,Vitória Mandante,5.0
2015-11-22,Joinville,Vasco,1.0,2.0,Vitória Visitante,3.0
2015-11-22,Atlético Mineiro,Goias,2.0,2.0,Empate,4.0
2015-11-22,Corinthians,São Paulo,6.0,1.0,Vitória Mandante,7.0
2015-11-22,Figueirense,Chapecoense,0.0,0.0,Empate,0.0
2015-11-22,Internacional,Grêmio,1.0,0.0,Vitória Mandante,1.0
2015-11-22,Sport Recife,Atletico-PR,0.0,0.0,Empate,0.0
2015-11-22,Flamengo,Ponte Preta,1.0,1.0,Empate,2.0
2015-11-22,Coritiba,Santos,1.0,0.0,Vitória Mandante,1.0
2015-11-22,Fluminense,Avai,3.0,1.0,Vitória Mandante,4.0
2015-11-21,Palmeiras,Cruzeiro,1.0,1.0,Empate,2.0
2015-11-20,Vasco,Corinthians,1.0,1.0,Empate,2.0
2015-11-20,São Paulo,Atlético Mineiro,4.0,2.0,Vitória Mandante,6.0
2015-11-20,Santos,Flamengo,0.0,0.0,Empate,0.0
2015-11-19,Grêmio,Fluminense,1.0,0.0,Vitória Mandante,1.0
2015-11-19,Chapecoense,Internacional,1.0,0.0,Vitória Mandante,1.0
2015-11-18,Goias,Coritiba,1.0,3.0,Vitória Visitante,4.0
2015-11-18,Atletico-PR,Palmeiras,3.0,3.0,Empate,6.0
2015-11-18,Avai,Joinville,2.0,1.0,Vitória Mandante,3.0
2015-11-18,Ponte Preta,Figueirense,0.0,1.0,Vitória Visitante,1.0
2015-11-15,Cruzeiro,Sport Recife,3.0,0.0,Vitória Mandante,3.0
2015-11-08,Sport Recife,Grêmio,1.0,0.0,Vitória Mandante,1.0
2015-11-08,Joinville,Santos,0.0,0.0,Empate,0.0
2015-11-08,Palmeiras,Vasco,0.0,2.0,Vitória Visitante,2.0
2015-11-08,Flamengo,Goias,4.0,1.0,Vitória Mandante,5.0
2015-11-08,Figueirense,Atlético Mineiro,0.0,1.0,Vitória Visitante,1.0
2015-11-08,Cruzeiro,São Paulo,2.0,1.0,Vitória Mandante,3.0
2015-11-07,Atletico-PR,Avai,2.0,1.0,Vitória Mandante,3.0
2015-11-07,Internacional,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2015-11-07,Fluminense,Chapecoense,2.0,3.0,Vitória Visitante,5.0
2015-11-07,Corinthians,Coritiba,2.0,1.0,Vitória Mandante,3.0
2015-11-01,Goias,Internacional,2.0,1.0,Vitória Mandante,3.0
2015-11-01,Vasco,Fluminense,0.0,1.0,Vitória Visitante,1.0
2015-11-01,Santos,Palmeiras,2.0,1.0,Vitória Mandante,3.0
2015-11-01,Grêmio,Flamengo,2.0,0.0,Vitória Mandante,2.0
2015-11-01,Chapecoense,Atletico-PR,0.0,0.0,Empate,0.0
2015-11-01,Atlético Mineiro,Corinthians,0.0,3.0,Vitória Visitante,3.0
2015-10-31,Coritiba,Figueirense,1.0,1.0,Empate,2.0
2015-10-31,Ponte Preta,Joinville,1.0,0.0,Vitória Mandante,1.0
2015-10-31,Avai,Cruzeiro,1.0,1.0,Empate,2.0
2015-10-31,São Paulo,Sport Recife,3.0,0.0,Vitória Mandante,3.0
2015-10-25,Coritiba,São Paulo,1.0,2.0,Vitória Visitante,3.0
2015-10-25,Palmeiras,Sport Recife,0.0,2.0,Vitória Visitante,2.0
2015-10-25,Chapecoense,Avai,0.0,0.0,Empate,0.0
2015-10-25,Corinthians,Flamengo,1.0,0.0,Vitória Mandante,1.0
2015-10-25,Goias,Cruzeiro,0.0,1.0,Vitória Visitante,1.0
2015-10-25,Vasco,Grêmio,0.0,0.0,Empate,0.0
2015-10-25,Atlético Mineiro,Ponte Preta,2.0,1.0,Vitória Mandante,3.0
2015-10-24,Internacional,Joinville,1.0,0.0,Vitória Mandante,1.0
2015-10-24,Figueirense,Santos,0.0,0.0,Empate,0.0
2015-10-24,Fluminense,Atletico-PR,0.0,1.0,Vitória Visitante,1.0
2015-10-18,Flamengo,Internacional,0.0,1.0,Vitória Visitante,1.0
2015-10-18,Joinville,Figueirense,1.0,0.0,Vitória Mandante,1.0
2015-10-18,Cruzeiro,Fluminense,2.0,0.0,Vitória Mandante,2.0
2015-10-18,Ponte Preta,Coritiba,3.0,0.0,Vitória Mandante,3.0
2015-10-18,Atletico-PR,Corinthians,1.0,4.0,Vitória Visitante,5.0
2015-10-18,São Paulo,Vasco,2.0,2.0,Empate,4.0
2015-10-18,Santos,Goias,3.0,1.0,Vitória Mandante,4.0
2015-10-18,Sport Recife,Atlético Mineiro,4.0,1.0,Vitória Mandante,5.0
2015-10-18,Grêmio,Chapecoense,2.0,3.0,Vitória Visitante,5.0
2015-10-17,Avai,Palmeiras,1.0,3.0,Vitória Visitante,4.0
2015-10-16,Grêmio,Santos,1.0,0.0,Vitória Mandante,1.0
2015-10-15,Joinville,Coritiba,3.0,1.0,Vitória Mandante,4.0
2015-10-15,Palmeiras,Ponte Preta,0.0,1.0,Vitória Visitante,1.0
2015-10-15,Figueirense,Flamengo,3.0,0.0,Vitória Mandante,3.0
2015-10-15,Atletico-PR,Cruzeiro,2.0,2.0,Empate,4.0
2015-10-15,Fluminense,São Paulo,2.0,0.0,Vitória Mandante,2.0
2015-10-15,Corinthians,Goias,3.0,0.0,Vitória Mandante,3.0
2015-10-15,Vasco,Chapecoense,1.0,1.0,Empate,2.0
2015-10-14,Sport Recife,Avai,3.0,0.0,Vitória Mandante,3.0
2015-10-14,Atlético Mineiro,Internacional,2.0,1.0,Vitória Mandante,3.0
2015-10-04,Goias,Figueirense,2.0,3.0,Vitória Visitante,5.0
2015-10-04,Avai,Vasco,1.0,1.0,Empate,2.0
2015-10-04,Flamengo,Joinville,2.0,0.0,Vitória Mandante,2.0
2015-10-04,Cruzeiro,Grêmio,0.0,0.0,Empate,0.0
2015-10-04,São Paulo,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2015-10-04,Ponte Preta,Corinthians,2.0,2.0,Empate,4.0
2015-10-04,Santos,Fluminense,3.0,1.0,Vitória Mandante,4.0
2015-10-04,Chapecoense,Palmeiras,5.0,1.0,Vitória Mandante,6.0
2015-10-03,Internacional,Sport Recife,2.0,1.0,Vitória Mandante,3.0
2015-10-03,Coritiba,Atlético Mineiro,0.0,3.0,Vitória Visitante,3.0
2015-09-27,Sport Recife,Chapecoense,3.0,0.0,Vitória Mandante,3.0
2015-09-27,Cruzeiro,Coritiba,2.0,0.0,Vitória Mandante,2.0
2015-09-27,São Paulo,Palmeiras,1.0,1.0,Empate,2.0
2015-09-27,Joinville,Atlético Mineiro,2.0,2.0,Empate,4.0
2015-09-27,Flamengo,Vasco,1.0,2.0,Vitória Visitante,3.0
2015-09-27,Figueirense,Corinthians,1.0,3.0,Vitória Visitante,4.0
2015-09-27,Santos,Internacional,3.0,1.0,Vitória Mandante,4.0
2015-09-27,Atletico-PR,Ponte Preta,1.0,2.0,Vitória Visitante,3.0
2015-09-27,Grêmio,Avai,3.0,1.0,Vitória Mandante,4.0
2015-09-26,Fluminense,Goias,2.0,0.0,Vitória Mandante,2.0
2015-09-20,Atlético Mineiro,Flamengo,4.0,1.0,Vitória Mandante,5.0
2015-09-20,Ponte Preta,Fluminense,3.0,1.0,Vitória Mandante,4.0
2015-09-20,Corinthians,Santos,2.0,0.0,Vitória Mandante,2.0
2015-09-20,Goias,Joinville,3.0,0.0,Vitória Mandante,3.0
2015-09-20,Chapecoense,Cruzeiro,0.0,2.0,Vitória Visitante,2.0
2015-09-20,Avai,São Paulo,2.0,1.0,Vitória Mandante,3.0
2015-09-20,Vasco,Sport Recife,2.0,1.0,Vitória Mandante,3.0
2015-09-20,Coritiba,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2015-09-19,Palmeiras,Grêmio,3.0,2.0,Vitória Mandante,5.0
2015-09-19,Internacional,Figueirense,1.0,1.0,Empate,2.0
2015-09-18,Flamengo,Coritiba,0.0,2.0,Vitória Visitante,2.0
2015-09-17,Internacional,Corinthians,2.0,1.0,Vitória Mandante,3.0
2015-09-17,Figueirense,Avai,0.0,1.0,Vitória Visitante,1.0
2015-09-17,Atletico-PR,Grêmio,1.0,2.0,Vitória Visitante,3.0
2015-09-17,Cruzeiro,Vasco,2.0,2.0,Empate,4.0
2015-09-17,Santos,Atlético Mineiro,4.0,0.0,Vitória Mandante,4.0
2015-09-17,São Paulo,Chapecoense,0.0,0.0,Empate,0.0
2015-09-16,Joinville,Sport Recife,1.0,1.0,Empate,2.0
2015-09-16,Goias,Ponte Preta,1.0,2.0,Vitória Visitante,3.0
2015-09-16,Fluminense,Palmeiras,1.0,4.0,Vitória Visitante,5.0
2015-09-13,Cruzeiro,Atlético Mineiro,1.0,1.0,Empate,2.0
2015-09-13,Palmeiras,Figueirense,2.0,0.0,Vitória Mandante,2.0
2015-09-13,Ponte Preta,Santos,3.0,1.0,Vitória Mandante,4.0
2015-09-13,Chapecoense,Flamengo,1.0,3.0,Vitória Visitante,4.0
2015-09-13,Corinthians,Joinville,3.0,0.0,Vitória Mandante,3.0
2015-09-13,Grêmio,São Paulo,1.0,2.0,Vitória Visitante,3.0
2015-09-13,Vasco,Atletico-PR,2.0,0.0,Vitória Mandante,2.0
2015-09-13,Avai,Goias,2.0,1.0,Vitória Mandante,3.0
2015-09-13,Sport Recife,Fluminense,1.0,0.0,Vitória Mandante,1.0
