,clube,data,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escanteios,passes_certos_%,total_chutes,chutes_a_gol,chutes_ao_gol_%,gols_por_chute_ao_gol_%,escudo
10,Metz,2020-11-08,Em casa,E,1.0,1.0,Dijon,44.0,2.0,5,81.6,14.0,3.0,21.4,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
11,Metz,2020-11-22,Visitante,E,1.0,1.0,Nantes,34.0,2.0,2,71.3,10.0,3.0,30.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
12,Metz,2020-11-29,Em casa,D,0.0,2.0,Brest,45.0,2.0,10,81.5,14.0,6.0,42.9,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
13,Metz,2020-12-06,Em casa,D,1.0,3.0,Lyon,47.0,4.0,5,82.9,11.0,5.0,45.5,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
14,Metz,2020-12-13,Visitante,E,2.0,2.0,Strasbourg,42.0,4.0,4,74.4,4.0,1.0,25.0,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
15,Metz,2020-12-16,Visitante,V,2.0,0.0,Montpellier,42.0,2.0,2,79.1,8.0,5.0,62.5,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
16,Metz,2020-12-19,Em casa,V,2.0,0.0,Lens,39.0,2.0,8,74.1,13.0,4.0,30.8,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
17,Metz,2020-12-23,Visitante,D,0.0,1.0,Rennes,38.0,1.0,5,75.4,10.0,4.0,40.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
18,Metz,2021-01-06,Em casa,E,0.0,0.0,Bordeaux,43.0,0.0,3,81.4,10.0,3.0,30.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
19,Metz,2021-01-09,Em casa,E,1.0,1.0,Nice,44.0,2.0,5,76.9,16.0,5.0,31.3,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
20,Metz,2021-01-17,Visitante,V,1.0,0.0,Lyon,37.0,1.0,2,73.8,18.0,3.0,16.7,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
21,Metz,2021-01-24,Em casa,V,2.0,0.0,Nantes,43.0,2.0,4,79.6,14.0,4.0,28.6,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
22,Metz,2021-01-31,Visitante,V,4.0,2.0,Brest,38.0,6.0,1,80.3,14.0,5.0,35.7,60.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
23,Metz,2021-02-03,Em casa,E,1.0,1.0,Montpellier,45.0,2.0,7,81.6,16.0,6.0,37.5,17.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
24,Metz,2021-02-07,Visitante,D,0.0,1.0,Saint-Étienne,51.0,1.0,2,77.2,,,,,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
25,Metz,2021-02-14,Em casa,D,1.0,2.0,Strasbourg,45.0,3.0,7,75.9,14.0,3.0,21.4,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
26,Metz,2021-02-21,Visitante,V,2.0,1.0,Nice,35.0,3.0,3,72.2,11.0,5.0,45.5,40.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
27,Metz,2021-02-27,Visitante,V,2.0,1.0,Bordeaux,49.0,3.0,10,73.1,13.0,5.0,38.5,40.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
28,Metz,2021-03-03,Em casa,D,0.0,1.0,Angers,64.0,1.0,6,86.1,15.0,1.0,6.7,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/f83960ae.png
1,Lens,2020-08-23,Visitante,D,1.0,2.0,Nice,43.0,3.0,7,79.7,15,3,20.0,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
2,Lens,2020-09-10,Em casa,V,1.0,0.0,Paris S-G,23.0,1.0,4,70.7,7,3,42.9,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
3,Lens,2020-09-13,Visitante,V,3.0,2.0,Lorient,53.0,5.0,2,78.3,11,5,45.5,40,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
4,Lens,2020-09-19,Em casa,V,2.0,1.0,Bordeaux,59.0,3.0,7,84.2,19,5,26.3,20,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
5,Lens,2020-09-27,Visitante,E,1.0,1.0,Nîmes,50.0,2.0,7,74.1,14,5,35.7,20,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
6,Lens,2020-10-03,Em casa,V,2.0,0.0,Saint-Étienne,65.0,2.0,12,84.9,12,4,33.3,25,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
7,Lens,2020-10-18,Visitante,D,0.0,4.0,Lille,43.0,4.0,2,75.2,7,2,28.6,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
8,Lens,2020-11-25,Em casa,E,1.0,1.0,Nantes,49.0,2.0,6,72.0,8,1,12.5,100,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
9,Lens,2021-01-20,Visitante,V,1.0,0.0,Marseille,53.0,1.0,9,84.3,13,4,30.8,25,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
10,Lens,2020-11-08,Em casa,E,4.0,4.0,Reims,63.0,8.0,9,83.7,16,5,31.3,60,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
11,Lens,2020-11-22,Visitante,V,1.0,0.0,Dijon,47.0,1.0,6,77.7,8,4,50.0,25,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
12,Lens,2020-11-29,Em casa,D,1.0,3.0,Angers,64.0,4.0,1,85.7,13,5,38.5,20,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
13,Lens,2020-12-05,Visitante,V,2.0,0.0,Rennes,39.0,2.0,3,66.7,6,4,66.7,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
14,Lens,2020-12-12,Em casa,D,2.0,3.0,Montpellier,60.0,5.0,6,82.9,13,3,23.1,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
15,Lens,2020-12-16,Visitante,V,3.0,0.0,Monaco,67.0,3.0,2,88.6,9,4,44.4,75,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
16,Lens,2020-12-19,Visitante,D,0.0,2.0,Metz,61.0,2.0,4,80.1,17,3,17.6,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
17,Lens,2020-12-23,Em casa,V,2.0,1.0,Brest,47.0,3.0,3,80.3,10,3,30.0,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
18,Lens,2021-01-06,Visitante,D,2.0,3.0,Lyon,50.0,5.0,4,81.1,11,3,27.3,67,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
19,Lens,2021-01-09,Em casa,D,0.0,1.0,Strasbourg,64.0,1.0,4,83.0,11,2,18.2,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
20,Lens,2021-01-17,Visitante,E,1.0,1.0,Nantes,59.0,2.0,4,82.4,9,1,11.1,100,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
21,Lens,2021-01-23,Em casa,D,0.0,1.0,Nice,55.0,1.0,6,83.5,13,3,23.1,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
22,Lens,2021-01-30,Visitante,V,2.0,1.0,Montpellier,44.0,3.0,3,75.1,11,2,18.2,100,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
23,Lens,2021-02-03,Em casa,E,2.0,2.0,Marseille,60.0,4.0,8,81.6,21,4,19.0,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
24,Lens,2021-02-06,Em casa,E,0.0,0.0,Rennes,52.0,0.0,6,83.4,10,3,30.0,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
25,Lens,2021-02-13,Visitante,E,1.0,1.0,Reims,63.0,2.0,6,82.7,16,6,37.5,17,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
26,Lens,2021-02-21,Em casa,V,2.0,1.0,Dijon,54.0,3.0,5,83.0,11,4,36.4,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
27,Lens,2021-02-28,Visitante,E,2.0,2.0,Angers,61.0,4.0,11,81.6,14,4,28.6,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
28,Lens,2021-03-03,Visitante,V,3.0,2.0,Saint-Étienne,35.0,5.0,3,75.0,8,4,50.0,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/fd4e0f7d.png
1,Marseille,2020-09-17,Em casa,D,0.0,2.0,Saint-Étienne,58.0,2.0,7,81.3,13.0,2.0,15.4,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
2,Marseille,2020-08-30,Visitante,V,3.0,2.0,Brest,41.0,5.0,2,75.3,7.0,4.0,57.1,75.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
3,Marseille,2020-09-13,Visitante,V,1.0,0.0,Paris S-G,36.0,1.0,2,71.1,5.0,2.0,40.0,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
4,Marseille,2020-09-20,Em casa,E,1.0,1.0,Lille,56.0,2.0,5,77.2,11.0,2.0,18.2,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
5,Marseille,2020-09-26,Em casa,E,1.0,1.0,Metz,60.0,2.0,5,81.9,16.0,2.0,12.5,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
6,Marseille,2020-10-04,Visitante,E,1.0,1.0,Lyon,33.0,2.0,5,71.5,3.0,1.0,33.3,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
7,Marseille,2020-10-17,Em casa,V,3.0,1.0,Bordeaux,56.0,4.0,6,82.8,5.0,3.0,60.0,67.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
8,Marseille,2020-10-24,Visitante,V,1.0,0.0,Lorient,62.0,1.0,4,82.0,15.0,3.0,20.0,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
9,Marseille,2021-01-20,Em casa,D,0.0,1.0,Lens,47.0,1.0,3,77.6,4.0,1.0,25.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
10,Marseille,2020-11-06,Visitante,V,1.0,0.0,Strasbourg,47.0,1.0,2,78.1,1.0,1.0,100.0,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
11,Marseille,2021-02-17,Em casa,V,3.0,2.0,Nice,45.0,5.0,5,78.7,8.0,4.0,50.0,75.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
12,Marseille,2020-11-28,Em casa,V,3.0,1.0,Nantes,57.0,4.0,3,83.4,14.0,8.0,57.1,25.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
13,Marseille,2020-12-04,Visitante,V,2.0,0.0,Nîmes,68.0,2.0,8,83.8,17.0,5.0,29.4,40.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
14,Marseille,2020-12-12,Em casa,V,2.0,1.0,Monaco,40.0,3.0,1,69.4,5.0,2.0,40.0,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
15,Marseille,2020-12-16,Visitante,D,1.0,2.0,Rennes,32.0,3.0,1,72.7,8.0,1.0,12.5,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
16,Marseille,2020-12-19,Em casa,E,1.0,1.0,Reims,70.0,2.0,7,85.9,12.0,6.0,50.0,17.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
17,Marseille,2020-12-23,Visitante,D,1.0,2.0,Angers,68.0,3.0,8,81.9,7.0,2.0,28.6,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
18,Marseille,2021-01-06,Em casa,V,3.0,1.0,Montpellier,56.0,4.0,5,86.4,18.0,7.0,38.9,43.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
19,Marseille,2021-01-09,Visitante,E,0.0,0.0,Dijon,58.0,0.0,6,78.5,11.0,4.0,36.4,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
20,Marseille,2021-01-16,Em casa,D,1.0,2.0,Nîmes,63.0,3.0,7,85.1,13.0,6.0,46.2,17.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
21,Marseille,2021-01-23,Visitante,D,1.0,3.0,Monaco,46.0,4.0,4,70.9,5.0,1.0,20.0,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
23,Marseille,2021-02-03,Visitante,E,2.0,2.0,Lens,40.0,4.0,4,71.9,11.0,4.0,36.4,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
24,Marseille,2021-02-07,Em casa,D,0.0,2.0,Paris S-G,53.0,2.0,7,82.5,12.0,4.0,33.3,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
25,Marseille,2021-02-14,Visitante,E,0.0,0.0,Bordeaux,44.0,0.0,5,77.5,,,,,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
26,Marseille,2021-02-20,Visitante,E,1.0,1.0,Nantes,65.0,2.0,1,81.3,7.0,4.0,57.1,25.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
27,Marseille,2021-02-28,Em casa,E,1.0,1.0,Lyon,53.0,2.0,7,83.1,12.0,1.0,8.3,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
28,Marseille,2021-03-03,Visitante,D,0.0,2.0,Lille,42.0,2.0,1,71.9,3.0,1.0,33.3,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/5725cc7b.png
1,Montpellier,2020-09-15,Em casa,V,2.0,1.0,Lyon,44.0,3.0,4,79.6,9,2,22.2,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
2,Montpellier,2020-08-29,Visitante,D,1.0,2.0,Rennes,35.0,3.0,1,72.9,10,3,30.0,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
3,Montpellier,2020-09-12,Em casa,V,3.0,1.0,Nice,39.0,4.0,8,74.2,20,13,65.0,23,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
4,Montpellier,2020-09-20,Em casa,V,4.0,1.0,Angers,51.0,5.0,6,83.3,15,9,60.0,44,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
5,Montpellier,2020-09-27,Visitante,E,2.0,2.0,Dijon,61.0,4.0,13,80.5,14,3,21.4,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
6,Montpellier,2020-10-04,Em casa,D,0.0,1.0,Nîmes,52.0,1.0,8,72.8,12,2,16.7,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
7,Montpellier,2020-10-18,Visitante,E,1.0,1.0,Monaco,21.0,2.0,2,51.0,3,2,66.7,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
8,Montpellier,2020-10-25,Em casa,D,0.0,4.0,Reims,34.0,4.0,3,78.1,5,1,20.0,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
9,Montpellier,2020-11-01,Visitante,V,1.0,0.0,Saint-Étienne,46.0,1.0,2,77.4,9,2,22.2,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
10,Montpellier,2020-11-07,Visitante,V,2.0,0.0,Bordeaux,48.0,2.0,5,81.6,9,3,33.3,67,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
11,Montpellier,2020-11-22,Em casa,V,4.0,3.0,Strasbourg,57.0,7.0,11,84.0,21,10,47.6,40,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
12,Montpellier,2020-11-29,Visitante,V,1.0,0.0,Lorient,57.0,1.0,4,80.7,15,3,20.0,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
13,Montpellier,2020-12-05,Em casa,D,1.0,3.0,Paris S-G,36.0,4.0,3,77.7,17,2,11.8,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
14,Montpellier,2020-12-12,Visitante,V,3.0,2.0,Lens,40.0,5.0,4,73.6,13,8,61.5,38,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
15,Montpellier,2020-12-16,Em casa,D,0.0,2.0,Metz,58.0,2.0,10,81.4,14,3,21.4,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
16,Montpellier,2020-12-20,Visitante,E,2.0,2.0,Brest,44.0,4.0,4,82.1,10,4,40.0,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
17,Montpellier,2020-12-23,Em casa,D,2.0,3.0,Lille,47.0,5.0,6,79.5,17,6,35.3,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
18,Montpellier,2021-01-06,Visitante,D,1.0,3.0,Marseille,44.0,4.0,1,78.8,13,6,46.2,17,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
19,Montpellier,2021-01-09,Em casa,E,1.0,1.0,Nantes,48.0,2.0,1,80.5,8,4,50.0,25,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
20,Montpellier,2021-01-15,Em casa,D,2.0,3.0,Monaco,52.0,5.0,5,75.1,9,3,33.3,67,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
21,Montpellier,2021-01-22,Visitante,D,0.0,4.0,Paris S-G,28.0,4.0,1,70.3,5,1,20.0,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
22,Montpellier,2021-01-30,Em casa,D,1.0,2.0,Lens,56.0,3.0,12,74.9,18,7,38.9,14,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
23,Montpellier,2021-02-03,Visitante,E,1.0,1.0,Metz,55.0,2.0,7,80.5,15,3,20.0,33,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
24,Montpellier,2021-02-07,Em casa,V,4.0,2.0,Dijon,58.0,6.0,9,84.6,24,11,45.8,36,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
25,Montpellier,2021-02-13,Visitante,V,2.0,1.0,Lyon,45.0,3.0,1,74.8,13,5,38.5,40,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
26,Montpellier,2021-02-21,Em casa,V,2.0,1.0,Rennes,35.0,3.0,3,76.5,11,7,63.6,29,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
27,Montpellier,2021-02-28,Visitante,E,0.0,0.0,Reims,43.0,0.0,1,76.4,10,2,20.0,0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
28,Montpellier,2021-03-03,Em casa,E,1.0,1.0,Lorient,54.0,2.0,5,82.5,10,4,40.0,25,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/281b0e73.png
1,Rennes,2020-08-22,Visitante,E,1.0,1.0,Lille,48.0,2.0,2,85.1,16.0,3.0,18.8,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
2,Rennes,2020-08-29,Em casa,V,2.0,1.0,Montpellier,65.0,3.0,2,87.2,16.0,7.0,43.8,14.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
3,Rennes,2020-09-13,Visitante,V,4.0,2.0,Nîmes,55.0,6.0,4,78.9,10.0,6.0,60.0,67.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
4,Rennes,2020-09-19,Em casa,V,2.0,1.0,Monaco,58.0,3.0,9,86.7,15.0,3.0,20.0,67.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
5,Rennes,2020-09-26,Visitante,V,3.0,0.0,Saint-Étienne,52.0,3.0,4,84.8,10.0,6.0,60.0,50.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
6,Rennes,2020-10-04,Em casa,E,2.0,2.0,Reims,73.0,4.0,10,86.3,19.0,3.0,15.8,67.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
7,Rennes,2020-10-16,Visitante,E,1.0,1.0,Dijon,60.0,2.0,5,80.5,12.0,3.0,25.0,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
8,Rennes,2020-10-23,Em casa,D,1.0,2.0,Angers,63.0,3.0,5,86.4,11.0,1.0,9.1,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
9,Rennes,2020-10-31,Em casa,V,2.0,1.0,Brest,69.0,3.0,8,88.6,24.0,8.0,33.3,25.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
10,Rennes,2020-11-07,Visitante,D,0.0,3.0,Paris S-G,51.0,3.0,7,83.8,15.0,3.0,20.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
11,Rennes,2020-11-20,Em casa,D,0.0,1.0,Bordeaux,58.0,1.0,7,78.1,14.0,2.0,14.3,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
12,Rennes,2020-11-27,Visitante,E,1.0,1.0,Strasbourg,68.0,2.0,7,86.4,21.0,7.0,33.3,14.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
13,Rennes,2020-12-05,Em casa,D,0.0,2.0,Lens,61.0,2.0,8,75.5,9.0,4.0,44.4,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
14,Rennes,2020-12-13,Visitante,V,1.0,0.0,Nice,46.0,1.0,6,82.4,16.0,5.0,31.3,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
15,Rennes,2020-12-16,Em casa,V,2.0,1.0,Marseille,68.0,3.0,9,81.6,15.0,5.0,33.3,40.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
16,Rennes,2020-12-20,Visitante,V,3.0,0.0,Lorient,57.0,3.0,2,84.7,15.0,4.0,26.7,75.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
17,Rennes,2020-12-23,Em casa,V,1.0,0.0,Metz,62.0,1.0,6,84.0,11.0,6.0,54.5,17.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
18,Rennes,2021-01-06,Visitante,E,0.0,0.0,Nantes,72.0,0.0,3,88.6,,,,,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
19,Rennes,2021-01-09,Em casa,E,2.0,2.0,Lyon,54.0,4.0,2,85.2,14.0,6.0,42.9,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
20,Rennes,2021-01-17,Visitante,V,2.0,1.0,Brest,57.0,3.0,3,87.1,6.0,3.0,50.0,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
21,Rennes,2021-01-24,Em casa,D,0.0,1.0,Lille,67.0,1.0,2,84.0,11.0,2.0,18.2,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
23,Rennes,2021-02-03,Em casa,E,1.0,1.0,Lorient,59.0,2.0,5,84.2,10.0,6.0,60.0,17.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
24,Rennes,2021-02-06,Visitante,E,0.0,0.0,Lens,48.0,0.0,4,81.2,11.0,1.0,9.1,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
25,Rennes,2021-02-14,Em casa,D,0.0,2.0,Saint-Étienne,71.0,2.0,7,82.4,13.0,2.0,15.4,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
26,Rennes,2021-02-21,Visitante,D,1.0,2.0,Montpellier,65.0,3.0,6,86.3,14.0,5.0,35.7,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
27,Rennes,2021-02-26,Em casa,D,1.0,2.0,Nice,61.0,3.0,6,86.0,18.0,5.0,27.8,20.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/b3072e00.png
