data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante
12/05/18,Real Madrid,Celta Vigo,6,0,Vitória Mandante,3,0,H,15,5,10,1,4,2,5,10,0,1,0,0
12/05/18,Real Sociedad,Leganes,3,2,Vitória Mandante,2,1,H,11,9,6,3,5,1,8,12,1,2,0,0
13/05/18,Espanol,Malaga,4,1,Vitória Mandante,3,1,H,19,9,7,3,5,3,13,19,0,2,0,0
13/05/18,Levante,Barcelona,5,4,Vitória Mandante,2,1,H,12,18,7,7,3,8,18,12,6,6,0,0
19/05/18,Celta Vigo,Levante,4,2,Vitória Mandante,2,1,H,20,7,9,3,5,3,9,15,1,3,0,1
19/05/18,Las Palmas,Girona,1,2,Vitória Visitante,1,2,A,13,12,7,6,4,3,7,19,1,2,0,0
19/05/18,Leganes,Betis,3,2,Vitória Mandante,1,1,D,8,16,3,8,6,4,9,9,2,0,1,0
19/05/18,Malaga,Getafe,0,1,Vitória Visitante,0,0,D,6,11,2,3,2,9,19,12,4,1,0,0
19/05/18,Sevilla,Alavés,1,0,Vitória Mandante,1,0,H,20,10,8,4,8,3,15,12,2,2,0,0
19/05/18,Villarreal,Real Madrid,2,2,Empate,0,2,A,14,15,5,7,4,5,13,10,4,3,0,0
20/05/18,Athletic Club,Espanol,0,1,Vitória Visitante,0,1,A,12,11,3,4,7,7,4,11,0,1,0,0
20/05/18,Atlético Madrid,Eibar,2,2,Empate,1,1,D,8,14,4,3,2,2,14,14,6,2,1,0
20/05/18,Barcelona,Real Sociedad,1,0,Vitória Mandante,0,0,D,12,13,4,2,3,8,13,13,3,2,0,0
20/05/18,Valencia,La Coruna,2,1,Vitória Mandante,1,0,H,22,12,5,7,8,4,8,11,0,0,0,0
19/08/16,La Coruna,Eibar,2,1,Vitória Mandante,0,0,D,11,12,6,6,1,8,14,17,3,3,0,0
19/08/16,Malaga,Osasuna,1,1,Empate,0,0,D,14,8,4,3,5,3,11,22,2,3,0,0
20/08/16,Barcelona,Betis,6,2,Vitória Mandante,3,1,H,30,6,12,2,10,2,17,13,1,3,0,0
20/08/16,Granada,Villarreal,1,1,Empate,0,0,D,7,12,1,3,7,3,17,11,2,3,0,0
20/08/16,Sevilla,Espanol,6,4,Vitória Mandante,3,3,D,16,10,11,7,8,2,8,15,2,2,0,0
21/08/16,Atlético Madrid,Alavés,1,1,Empate,0,0,D,27,2,6,1,20,2,7,15,0,4,0,0
21/08/16,Real Sociedad,Real Madrid,0,3,Vitória Visitante,0,2,A,8,18,0,8,4,7,22,11,2,3,0,0
21/08/16,Sp Gijon,Athletic Club,2,1,Vitória Mandante,0,0,D,12,13,4,4,2,5,18,15,3,3,0,0
22/08/16,Celta Vigo,Leganes,0,1,Vitória Visitante,0,0,D,10,15,2,6,8,4,5,13,4,1,0,1
22/08/16,Valencia,Las Palmas,2,4,Vitória Visitante,2,3,A,17,6,8,4,12,1,15,18,2,2,0,0
26/08/16,Betis,La Coruna,0,0,Empate,0,0,D,15,12,5,1,13,2,20,15,0,2,0,0
26/08/16,Espanol,Malaga,2,2,Empate,1,0,H,7,9,2,3,3,4,20,17,2,4,0,0
27/08/16,Eibar,Valencia,1,0,Vitória Mandante,0,0,D,13,13,6,3,6,10,13,11,2,2,0,0
27/08/16,Leganes,Atlético Madrid,0,0,Empate,0,0,D,6,10,1,3,1,8,19,5,3,1,0,0
27/08/16,Osasuna,Real Sociedad,0,2,Vitória Visitante,0,1,A,8,5,3,4,10,1,14,14,2,1,0,0
27/08/16,Real Madrid,Celta Vigo,2,1,Vitória Mandante,0,0,D,24,8,10,3,7,2,8,11,0,2,0,0
28/08/16,Alavés,Sp Gijon,0,0,Empate,0,0,D,13,7,2,1,4,6,10,12,1,1,0,0
28/08/16,Athletic Club,Barcelona,0,1,Vitória Visitante,0,1,A,9,12,4,3,4,4,20,13,5,4,0,0
28/08/16,Las Palmas,Granada,5,1,Vitória Mandante,1,1,D,15,13,10,2,6,4,8,16,5,1,0,0
28/08/16,Villarreal,Sevilla,0,0,Empate,0,0,D,12,6,5,0,5,1,16,12,1,3,0,0
09/09/16,Real Sociedad,Espanol,1,1,Empate,0,0,D,9,4,3,1,11,1,10,10,2,2,0,1
10/09/16,Barcelona,Alavés,1,2,Vitória Visitante,0,1,A,16,5,2,4,13,0,12,12,1,1,0,0
10/09/16,Celta Vigo,Atlético Madrid,0,4,Vitória Visitante,0,0,D,9,13,1,6,6,4,13,12,1,2,0,0
10/09/16,Malaga,Villarreal,0,2,Vitória Visitante,0,2,A,15,12,2,6,9,7,8,14,2,1,0,0
10/09/16,Real Madrid,Osasuna,5,2,Vitória Mandante,3,0,H,25,10,11,3,6,7,14,14,2,2,0,1
10/09/16,Sevilla,Las Palmas,2,1,Vitória Mandante,0,1,A,16,7,7,4,10,1,15,13,2,4,0,1
11/09/16,Granada,Eibar,1,2,Vitória Visitante,0,1,A,15,10,5,8,6,7,7,8,2,0,0,1
11/09/16,La Coruna,Athletic Club,0,1,Vitória Visitante,0,1,A,16,7,3,2,7,6,15,15,2,3,0,0
11/09/16,Sp Gijon,Leganes,2,1,Vitória Mandante,2,0,H,7,9,4,2,3,5,12,16,0,2,0,0
11/09/16,Valencia,Betis,2,3,Vitória Visitante,0,1,A,23,12,9,5,5,5,15,21,2,4,1,0
16/09/16,Betis,Granada,2,2,Empate,1,2,A,23,15,7,8,7,3,13,17,4,3,1,1
17/09/16,Atlético Madrid,Sp Gijon,5,0,Vitória Mandante,3,0,H,18,10,7,1,1,4,14,9,0,2,0,0
17/09/16,Eibar,Sevilla,1,1,Empate,0,1,A,10,8,2,4,4,2,19,10,1,1,2,0
17/09/16,Las Palmas,Malaga,1,0,Vitória Mandante,1,0,H,6,10,2,2,2,2,11,18,3,1,0,0
17/09/16,Leganes,Barcelona,1,5,Vitória Visitante,0,3,A,15,10,6,7,2,5,28,7,4,2,0,0
18/09/16,Athletic Club,Valencia,2,1,Vitória Mandante,2,1,H,13,10,4,2,7,1,19,20,4,4,0,0
18/09/16,Espanol,Real Madrid,0,2,Vitória Visitante,0,1,A,11,13,2,7,4,5,19,8,4,2,0,0
18/09/16,Osasuna,Celta Vigo,0,0,Empate,0,0,D,9,13,2,5,3,5,18,13,4,1,0,0
18/09/16,Villarreal,Real Sociedad,2,1,Vitória Mandante,2,1,H,9,15,4,2,3,6,13,16,2,3,0,1
19/09/16,Alavés,La Coruna,0,0,Empate,0,0,D,9,16,1,1,4,5,16,8,3,4,0,0
20/09/16,Malaga,Eibar,2,1,Vitória Mandante,1,1,D,14,12,6,3,7,5,7,13,2,4,0,0
20/09/16,Sevilla,Betis,1,0,Vitória Mandante,0,0,D,12,8,3,3,6,2,24,17,5,4,0,0
21/09/16,Barcelona,Atlético Madrid,1,1,Empate,1,0,H,19,9,7,4,8,2,14,17,2,4,0,0
21/09/16,Celta Vigo,Sp Gijon,2,1,Vitória Mandante,0,0,D,16,4,5,1,8,0,16,8,2,3,0,0
21/09/16,Granada,Athletic Club,1,2,Vitória Visitante,1,1,D,13,13,2,8,6,3,8,9,1,0,0,0
21/09/16,Real Madrid,Villarreal,1,1,Empate,0,1,A,22,8,6,3,17,3,9,9,4,1,0,0
21/09/16,Real Sociedad,Las Palmas,4,1,Vitória Mandante,3,0,H,17,8,7,3,7,4,3,7,1,2,0,1
22/09/16,La Coruna,Leganes,1,2,Vitória Visitante,1,0,H,12,8,5,2,7,1,20,18,0,3,0,0
22/09/16,Osasuna,Espanol,1,2,Vitória Visitante,0,1,A,17,10,11,2,7,1,16,14,2,1,0,0
22/09/16,Valencia,Alavés,2,1,Vitória Mandante,1,1,D,12,8,2,1,7,4,14,13,2,3,0,0
23/09/16,Betis,Malaga,1,0,Vitória Mandante,1,0,H,11,16,4,6,6,5,20,15,4,6,0,0
24/09/16,Athletic Club,Sevilla,3,1,Vitória Mandante,1,0,H,14,5,7,2,4,5,9,9,2,2,0,1
24/09/16,Eibar,Real Sociedad,2,0,Vitória Mandante,0,0,D,17,3,3,0,5,3,15,13,4,2,0,1
24/09/16,Las Palmas,Real Madrid,2,2,Empate,1,1,D,8,27,6,11,0,5,7,19,3,2,0,0
24/09/16,Sp Gijon,Barcelona,0,5,Vitória Visitante,0,2,A,10,13,3,7,4,3,15,10,1,0,1,0
25/09/16,Atlético Madrid,La Coruna,1,0,Vitória Mandante,0,0,D,21,8,5,1,10,0,13,19,1,2,0,1
25/09/16,Espanol,Celta Vigo,0,2,Vitória Visitante,0,0,D,10,12,2,4,4,7,15,13,2,3,0,0
25/09/16,Leganes,Valencia,1,2,Vitória Visitante,1,1,D,7,10,3,4,1,5,19,17,4,4,0,0
25/09/16,Villarreal,Osasuna,3,1,Vitória Mandante,3,1,H,12,11,5,3,5,5,7,16,0,2,0,0
26/09/16,Alavés,Granada,3,1,Vitória Mandante,0,0,D,16,13,6,3,5,6,15,19,3,3,0,0
30/09/16,Real Sociedad,Betis,1,0,Vitória Mandante,0,0,D,16,5,8,2,4,2,17,22,2,3,0,0
01/10/16,Granada,Leganes,0,1,Vitória Visitante,0,0,D,8,9,1,3,6,4,13,20,1,0,0,0
01/10/16,La Coruna,Sp Gijon,2,1,Vitória Mandante,1,0,H,21,7,6,2,11,4,17,26,0,4,0,0
01/10/16,Osasuna,Las Palmas,2,2,Empate,2,0,H,5,17,3,5,1,12,17,7,3,4,0,0
01/10/16,Sevilla,Alavés,2,1,Vitória Mandante,0,0,D,20,6,12,1,9,2,10,13,2,6,0,0
02/10/16,Celta Vigo,Barcelona,4,3,Vitória Mandante,3,0,H,14,13,9,4,3,6,16,11,1,3,0,0
02/10/16,Espanol,Villarreal,0,0,Empate,0,0,D,9,5,1,1,3,1,14,10,2,2,0,0
02/10/16,Malaga,Athletic Club,2,1,Vitória Mandante,0,1,A,15,7,3,1,7,2,19,11,7,3,1,1
02/10/16,Real Madrid,Eibar,1,1,Empate,1,1,D,15,7,3,4,7,5,8,15,4,5,0,0
02/10/16,Valencia,Atlético Madrid,0,2,Vitória Visitante,0,0,D,14,17,5,10,6,5,10,15,1,3,0,0
14/10/16,Las Palmas,Espanol,0,0,Empate,0,0,D,13,5,8,2,8,4,13,21,2,3,0,0
15/10/16,Atlético Madrid,Granada,7,1,Vitória Mandante,2,1,H,17,9,11,2,11,3,14,8,1,1,0,0
15/10/16,Barcelona,La Coruna,4,0,Vitória Mandante,3,0,H,25,7,8,0,8,2,5,15,1,2,0,1
15/10/16,Betis,Real Madrid,1,6,Vitória Visitante,0,4,A,13,22,2,9,2,5,14,8,4,1,0,0
15/10/16,Leganes,Sevilla,2,3,Vitória Visitante,0,1,A,19,5,6,4,5,2,17,20,2,5,0,0
16/10/16,Alavés,Malaga,1,1,Empate,1,0,H,8,12,4,5,6,7,14,14,3,3,1,1
16/10/16,Athletic Club,Real Sociedad,3,2,Vitória Mandante,0,1,A,15,6,11,3,7,4,17,19,3,3,0,0
16/10/16,Sp Gijon,Valencia,1,2,Vitória Visitante,1,1,D,10,7,2,3,4,4,21,11,5,1,0,0
16/10/16,Villarreal,Celta Vigo,5,0,Vitória Mandante,3,0,H,11,4,5,1,3,5,19,12,1,4,0,1
17/10/16,Eibar,Osasuna,2,3,Vitória Visitante,2,2,D,13,8,5,4,5,0,15,12,1,2,0,0
21/10/16,Osasuna,Betis,1,2,Vitória Visitante,0,1,A,13,12,5,6,6,4,20,12,3,2,1,0
22/10/16,Espanol,Eibar,3,3,Empate,0,3,A,11,8,5,3,7,6,11,12,1,6,1,0
22/10/16,Granada,Sp Gijon,0,0,Empate,0,0,D,12,3,1,3,3,3,10,12,4,1,0,0
22/10/16,Real Sociedad,Alavés,3,0,Vitória Mandante,1,0,H,16,10,5,3,4,2,17,20,3,5,0,0
22/10/16,Valencia,Barcelona,2,3,Vitória Visitante,0,1,A,7,15,4,8,3,1,15,13,5,4,0,0
23/10/16,Celta Vigo,La Coruna,4,1,Vitória Mandante,1,1,D,9,11,7,1,5,4,17,15,3,5,0,0
23/10/16,Malaga,Leganes,4,0,Vitória Mandante,2,0,H,24,14,8,5,5,8,12,15,1,3,0,0
23/10/16,Real Madrid,Athletic Club,2,1,Vitória Mandante,1,1,D,24,10,8,3,6,4,10,17,2,3,0,0
23/10/16,Sevilla,Atlético Madrid,1,0,Vitória Mandante,0,0,D,12,9,5,3,4,5,15,11,4,2,0,1
23/10/16,Villarreal,Las Palmas,2,1,Vitória Mandante,0,1,A,14,8,4,4,2,1,16,12,2,3,0,0
28/10/16,Leganes,Real Sociedad,0,2,Vitória Visitante,0,1,A,7,9,4,5,1,4,19,15,5,2,0,0
29/10/16,Alavés,Real Madrid,1,4,Vitória Visitante,1,2,A,8,15,3,5,4,3,15,6,5,1,0,0
29/10/16,Atlético Madrid,Malaga,4,2,Vitória Mandante,3,1,H,16,6,7,3,6,2,10,10,2,4,1,1
29/10/16,Barcelona,Granada,1,0,Vitória Mandante,0,0,D,15,1,5,0,8,1,7,17,1,4,0,0
29/10/16,Sp Gijon,Sevilla,1,1,Empate,1,1,D,9,20,5,6,3,4,17,9,6,2,0,0
30/10/16,Athletic Club,Osasuna,1,1,Empate,1,1,D,18,7,4,3,9,2,10,11,2,1,0,0
30/10/16,Betis,Espanol,0,1,Vitória Visitante,0,0,D,13,10,5,5,8,3,15,15,3,3,0,0
30/10/16,Eibar,Villarreal,2,1,Vitória Mandante,0,1,A,13,6,9,1,3,7,16,16,2,3,0,0
30/10/16,Las Palmas,Celta Vigo,3,3,Empate,0,3,A,17,9,8,6,8,1,13,22,2,6,0,1
31/10/16,La Coruna,Valencia,1,1,Empate,1,0,H,16,10,4,3,5,6,14,21,1,5,0,0
04/11/16,Malaga,Sp Gijon,3,2,Vitória Mandante,1,1,D,22,7,7,4,9,2,12,20,5,4,0,1
05/11/16,Granada,La Coruna,1,1,Empate,0,0,D,14,13,6,5,7,6,11,7,1,2,0,0
05/11/16,Las Palmas,Eibar,1,0,Vitória Mandante,0,0,D,16,13,6,5,7,4,10,20,1,4,0,0
05/11/16,Osasuna,Alavés,0,1,Vitória Visitante,0,0,D,10,12,4,3,3,4,18,10,5,2,0,0
05/11/16,Real Sociedad,Atlético Madrid,2,0,Vitória Mandante,0,0,D,12,9,3,2,6,6,18,20,2,4,0,0
06/11/16,Celta Vigo,Valencia,2,1,Vitória Mandante,1,1,D,7,13,4,4,4,3,19,15,6,1,0,0
06/11/16,Espanol,Athletic Club,0,0,Empate,0,0,D,6,4,3,0,5,3,13,11,1,2,0,0
06/11/16,Real Madrid,Leganes,3,0,Vitória Mandante,2,0,H,17,7,7,3,2,2,7,20,3,5,0,0
06/11/16,Sevilla,Barcelona,1,2,Vitória Visitante,1,1,D,15,14,4,7,3,5,18,12,4,6,0,0
06/11/16,Villarreal,Betis,2,0,Vitória Mandante,1,0,H,15,7,7,3,10,1,16,12,0,2,0,0
18/11/16,Betis,Las Palmas,2,0,Vitória Mandante,2,0,H,10,9,3,3,4,5,22,10,0,1,0,0
19/11/16,Atlético Madrid,Real Madrid,0,3,Vitória Visitante,0,1,A,16,12,5,7,8,6,21,14,4,2,0,0
19/11/16,Barcelona,Malaga,0,0,Empate,0,0,D,28,4,8,1,14,1,13,12,0,2,0,2
19/11/16,Eibar,Celta Vigo,1,0,Vitória Mandante,1,0,H,12,6,5,2,7,0,11,13,2,5,0,2
19/11/16,La Coruna,Sevilla,2,3,Vitória Visitante,2,1,H,4,20,3,7,3,14,15,12,3,2,0,0
20/11/16,Alavés,Espanol,0,1,Vitória Visitante,0,0,D,10,10,4,3,2,5,20,14,5,2,0,0
20/11/16,Athletic Club,Villarreal,1,0,Vitória Mandante,0,0,D,12,6,5,2,6,5,13,17,0,2,0,0
20/11/16,Sp Gijon,Real Sociedad,1,3,Vitória Visitante,1,1,D,4,20,1,9,3,5,17,9,2,1,0,0
20/11/16,Valencia,Granada,1,1,Empate,0,1,A,14,9,7,5,11,2,7,18,1,5,0,0
21/11/16,Leganes,Osasuna,2,0,Vitória Mandante,1,0,H,15,5,5,2,3,2,13,17,2,3,0,0
25/11/16,Eibar,Betis,3,1,Vitória Mandante,2,0,H,16,7,9,2,5,1,11,7,0,1,0,1
26/11/16,Espanol,Leganes,3,0,Vitória Mandante,0,0,D,8,8,4,3,3,4,19,16,1,2,0,0
26/11/16,Malaga,La Coruna,4,3,Vitória Mandante,2,1,H,10,24,4,8,2,5,15,13,3,1,0,0
26/11/16,Real Madrid,Sp Gijon,2,1,Vitória Mandante,2,1,H,19,9,7,3,5,6,19,18,1,3,0,0
26/11/16,Sevilla,Valencia,2,1,Vitória Mandante,0,0,D,6,10,1,4,3,6,19,14,0,1,0,0
27/11/16,Celta Vigo,Granada,3,1,Vitória Mandante,2,0,H,16,7,6,1,5,0,4,15,0,3,0,0
27/11/16,Osasuna,Atlético Madrid,0,3,Vitória Visitante,0,2,A,11,7,1,5,7,4,9,6,2,2,0,0
27/11/16,Real Sociedad,Barcelona,1,1,Empate,0,0,D,17,10,6,2,8,6,16,11,2,4,0,0
27/11/16,Villarreal,Alavés,0,2,Vitória Visitante,0,2,A,23,10,10,7,12,1,11,19,2,3,0,0
28/11/16,Las Palmas,Athletic Club,3,1,Vitória Mandante,1,0,H,10,10,4,3,5,3,19,21,3,4,0,1
03/12/16,Atlético Madrid,Espanol,0,0,Empate,0,0,D,11,5,3,3,9,2,10,19,2,2,0,0
03/12/16,Barcelona,Real Madrid,1,1,Empate,0,0,D,11,14,2,5,5,7,19,16,4,2,0,0
03/12/16,Granada,Sevilla,2,1,Vitória Mandante,1,0,H,11,17,6,6,4,8,18,16,5,2,0,0
03/12/16,Leganes,Villarreal,0,0,Empate,0,0,D,11,9,4,3,2,4,21,16,6,3,0,0
04/12/16,Alavés,Las Palmas,1,1,Empate,1,0,H,9,10,2,3,3,5,15,11,3,3,0,0
04/12/16,Athletic Club,Eibar,3,1,Vitória Mandante,1,0,H,12,10,5,4,2,2,9,16,1,4,0,0
04/12/16,Betis,Celta Vigo,3,3,Empate,1,1,D,16,13,5,6,4,3,22,14,4,1,1,0
04/12/16,Sp Gijon,Osasuna,3,1,Vitória Mandante,1,0,H,9,15,5,2,2,5,17,13,3,1,0,0
04/12/16,Valencia,Malaga,2,2,Empate,2,1,H,8,19,3,6,2,13,16,7,5,1,0,0
05/12/16,La Coruna,Real Sociedad,5,1,Vitória Mandante,3,0,H,15,14,10,3,8,6,15,10,1,4,0,0
09/12/16,Malaga,Granada,1,1,Empate,1,0,H,16,8,7,2,6,2,16,14,3,5,0,0
10/12/16,Las Palmas,Leganes,1,1,Empate,1,0,H,5,11,1,6,6,4,17,18,3,3,0,0
10/12/16,Osasuna,Barcelona,0,3,Vitória Visitante,0,0,D,4,17,1,6,2,5,18,6,3,0,0,0
10/12/16,Real Madrid,La Coruna,3,2,Vitória Mandante,0,0,D,17,4,5,2,10,3,16,17,3,4,0,0
10/12/16,Real Sociedad,Valencia,3,2,Vitória Mandante,2,1,H,14,9,6,3,8,4,17,20,4,4,0,1
11/12/16,Betis,Athletic Club,1,0,Vitória Mandante,1,0,H,6,14,1,4,3,7,14,12,3,2,0,0
11/12/16,Celta Vigo,Sevilla,0,3,Vitória Visitante,0,0,D,14,14,6,5,4,6,13,13,3,3,0,0
11/12/16,Eibar,Alavés,0,0,Empate,0,0,D,8,3,1,3,7,2,14,7,1,1,0,0
11/12/16,Espanol,Sp Gijon,2,1,Vitória Mandante,0,0,D,12,13,6,5,4,3,13,10,1,2,0,0
12/12/16,Villarreal,Atlético Madrid,3,0,Vitória Mandante,2,0,H,9,13,5,3,2,7,13,13,3,3,0,0
16/12/16,Alavés,Betis,1,0,Vitória Mandante,0,0,D,10,6,2,3,6,4,20,6,6,1,0,0
17/12/16,Atlético Madrid,Las Palmas,1,0,Vitória Mandante,0,0,D,16,11,3,3,8,5,15,11,2,1,0,0
17/12/16,Granada,Real Sociedad,0,2,Vitória Visitante,0,0,D,10,18,4,6,5,9,9,11,0,1,0,0
17/12/16,Sevilla,Malaga,4,1,Vitória Mandante,4,0,H,9,16,5,3,3,6,17,12,2,3,1,0
17/12/16,Sp Gijon,Villarreal,1,3,Vitória Visitante,0,2,A,16,14,7,9,12,2,16,14,2,1,0,0
18/12/16,Barcelona,Espanol,4,1,Vitória Mandante,1,0,H,14,4,7,1,5,2,11,16,0,3,0,0
18/12/16,La Coruna,Osasuna,2,0,Vitória Mandante,2,0,H,8,13,4,3,5,1,8,16,1,3,0,0
18/12/16,Leganes,Eibar,1,1,Empate,1,0,H,8,15,2,4,3,6,10,10,2,2,1,0
19/12/16,Athletic Club,Celta Vigo,2,1,Vitória Mandante,0,0,D,10,10,7,4,9,7,16,13,4,2,0,1
06/01/17,Espanol,La Coruna,1,1,Empate,0,0,D,14,13,4,3,2,8,13,14,1,1,0,1
07/01/17,Eibar,Atlético Madrid,0,2,Vitória Visitante,0,0,D,15,8,2,4,5,3,11,10,2,2,0,0
07/01/17,Las Palmas,Sp Gijon,1,0,Vitória Mandante,0,0,D,16,10,10,2,8,3,8,18,2,3,0,0
07/01/17,Real Madrid,Granada,5,0,Vitória Mandante,4,0,H,23,3,13,1,9,1,11,12,1,4,0,0
07/01/17,Real Sociedad,Sevilla,0,4,Vitória Visitante,0,2,A,11,11,5,10,7,4,15,18,2,3,0,0
08/01/17,Athletic Club,Alavés,0,0,Empate,0,0,D,15,10,4,4,13,4,10,13,2,4,0,0
08/01/17,Betis,Leganes,2,0,Vitória Mandante,0,0,D,16,9,3,3,4,2,10,20,2,6,0,0
08/01/17,Celta Vigo,Malaga,3,1,Vitória Mandante,1,0,H,6,13,3,4,2,7,17,15,1,4,0,0
08/01/17,Villarreal,Barcelona,1,1,Empate,0,0,D,6,20,3,7,2,4,16,13,1,2,1,0
09/01/17,Osasuna,Valencia,3,3,Empate,1,2,A,22,7,4,3,7,3,19,13,2,5,0,0
14/01/17,Atlético Madrid,Betis,1,0,Vitória Mandante,1,0,H,6,10,3,6,9,2,15,17,1,3,0,0
14/01/17,Barcelona,Las Palmas,5,0,Vitória Mandante,1,0,H,22,7,10,1,5,1,15,11,3,4,0,0
14/01/17,La Coruna,Villarreal,0,0,Empate,0,0,D,13,4,3,1,10,0,14,8,0,1,0,0
14/01/17,Leganes,Athletic Club,0,0,Empate,0,0,D,15,10,5,2,4,8,20,11,3,3,0,0
15/01/17,Celta Vigo,Alavés,1,0,Vitória Mandante,0,0,D,13,9,4,1,7,4,19,10,4,3,0,1
15/01/17,Granada,Osasuna,1,1,Empate,0,1,A,8,13,4,3,3,5,13,23,2,4,2,0
15/01/17,Sevilla,Real Madrid,2,1,Vitória Mandante,0,0,D,9,10,4,3,6,1,13,10,3,1,0,0
15/01/17,Sp Gijon,Eibar,2,3,Vitória Visitante,1,3,A,10,18,4,7,2,4,13,16,4,0,0,0
15/01/17,Valencia,Espanol,2,1,Vitória Mandante,1,0,H,10,6,5,3,6,3,17,13,5,0,0,0
16/01/17,Malaga,Real Sociedad,0,2,Vitória Visitante,0,0,D,5,11,1,5,8,8,22,12,0,2,0,0
20/01/17,Las Palmas,La Coruna,1,1,Empate,1,0,H,9,7,3,1,4,5,13,8,0,1,1,0
21/01/17,Alavés,Leganes,2,2,Empate,1,1,D,8,13,3,4,4,3,9,20,3,2,0,0
21/01/17,Espanol,Granada,3,1,Vitória Mandante,2,1,H,17,7,8,4,10,5,19,17,0,3,0,0
21/01/17,Real Madrid,Malaga,2,1,Vitória Mandante,2,0,H,14,10,7,6,5,4,7,20,2,3,0,0
21/01/17,Villarreal,Valencia,0,2,Vitória Visitante,0,2,A,20,13,5,5,7,2,14,17,2,2,0,0
22/01/17,Athletic Club,Atlético Madrid,2,2,Empate,1,1,D,8,11,5,5,2,6,12,9,2,3,0,0
22/01/17,Betis,Sp Gijon,0,0,Empate,0,0,D,16,7,4,1,9,5,14,20,2,2,0,0
22/01/17,Eibar,Barcelona,0,4,Vitória Visitante,0,1,A,14,14,6,7,8,5,12,4,3,1,0,0
22/01/17,Osasuna,Sevilla,3,4,Vitória Visitante,1,1,D,14,13,7,9,3,6,14,8,5,3,0,0
22/01/17,Real Sociedad,Celta Vigo,1,0,Vitória Mandante,0,0,D,17,11,6,5,4,3,13,12,2,2,0,0
27/01/17,Osasuna,Malaga,1,1,Empate,0,0,D,14,14,2,5,4,6,9,16,1,0,0,0
28/01/17,Alavés,Atlético Madrid,0,0,Empate,0,0,D,19,8,4,2,7,2,19,18,3,2,0,0
28/01/17,Eibar,La Coruna,3,1,Vitória Mandante,2,1,H,12,20,6,7,9,10,14,7,0,2,0,0
28/01/17,Leganes,Celta Vigo,0,2,Vitória Visitante,0,1,A,6,3,0,3,8,0,20,14,1,1,0,0
28/01/17,Villarreal,Granada,2,0,Vitória Mandante,1,0,H,18,7,6,0,7,4,11,18,3,2,0,0
29/01/17,Athletic Club,Sp Gijon,2,1,Vitória Mandante,0,1,A,11,5,6,3,5,0,11,22,4,3,0,0
29/01/17,Betis,Barcelona,1,1,Empate,0,0,D,17,10,7,4,8,2,17,12,2,3,0,0
29/01/17,Espanol,Sevilla,3,1,Vitória Mandante,2,1,H,16,12,8,5,7,4,18,14,2,2,0,1
29/01/17,Real Madrid,Real Sociedad,3,0,Vitória Mandante,1,0,H,7,9,4,3,0,3,16,11,2,1,0,1
30/01/17,Las Palmas,Valencia,3,1,Vitória Mandante,1,1,D,9,8,4,3,6,3,17,13,1,3,0,1
04/02/17,Atlético Madrid,Leganes,2,0,Vitória Mandante,1,0,H,12,15,4,2,3,6,10,15,1,1,0,0
04/02/17,Barcelona,Athletic Club,3,0,Vitória Mandante,2,0,H,16,10,6,5,7,3,11,18,1,3,0,0
04/02/17,Malaga,Espanol,0,1,Vitória Visitante,0,1,A,19,4,5,3,17,2,9,18,1,4,0,0
04/02/17,Valencia,Eibar,0,4,Vitória Visitante,0,2,A,8,11,1,7,2,6,12,10,2,1,1,0
05/02/17,Sevilla,Villarreal,0,0,Empate,0,0,D,14,11,4,4,9,0,14,16,2,2,0,0
05/02/17,Real Sociedad,Osasuna,3,2,Vitória Mandante,0,1,A,13,11,6,5,3,2,6,22,2,2,0,0
05/02/17,Sp Gijon,Alavés,2,4,Vitória Visitante,0,1,A,12,14,4,7,8,4,20,20,7,3,0,0
06/02/17,Granada,Las Palmas,1,0,Vitória Mandante,1,0,H,12,15,4,5,6,5,27,9,5,3,0,0
10/02/17,Espanol,Real Sociedad,1,2,Vitória Visitante,1,1,D,7,15,2,5,5,6,15,14,3,2,0,0
11/02/17,Alavés,Barcelona,0,6,Vitória Visitante,0,2,A,9,21,4,9,3,9,16,9,1,3,0,0
11/02/17,Athletic Club,La Coruna,2,1,Vitória Mandante,0,1,A,13,8,5,3,3,2,12,11,1,2,0,0
11/02/17,Betis,Valencia,0,0,Empate,0,0,D,16,8,2,4,4,6,15,17,4,3,0,0
11/02/17,Osasuna,Real Madrid,1,3,Vitória Visitante,1,1,D,11,12,8,6,3,2,10,8,3,2,0,0
12/02/17,Atlético Madrid,Celta Vigo,3,2,Vitória Mandante,1,1,D,16,14,5,6,3,3,11,13,1,2,0,0
12/02/17,Las Palmas,Sevilla,0,1,Vitória Visitante,0,0,D,15,12,7,3,1,4,15,16,2,4,0,0
12/02/17,Leganes,Sp Gijon,0,2,Vitória Visitante,0,0,D,9,4,3,2,4,3,16,16,3,6,0,1
12/02/17,Villarreal,Malaga,1,1,Empate,0,1,A,12,11,5,5,9,9,14,12,0,5,1,0
