data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante
13/02/17,Eibar,Granada,4,0,Vitória Mandante,2,0,H,25,13,9,3,7,8,11,14,2,2,0,0
17/02/17,Granada,Betis,4,1,Vitória Mandante,3,0,H,10,6,8,2,4,7,18,9,4,1,1,1
18/02/17,La Coruna,Alavés,0,1,Vitória Visitante,0,0,D,16,6,4,4,10,6,13,13,5,3,0,0
18/02/17,Real Madrid,Espanol,2,0,Vitória Mandante,1,0,H,12,3,3,1,13,2,12,13,3,4,0,0
18/02/17,Sevilla,Eibar,2,0,Vitória Mandante,1,0,H,11,11,5,3,5,2,13,11,2,3,0,0
18/02/17,Sp Gijon,Atlético Madrid,1,4,Vitória Visitante,0,0,D,15,11,2,6,12,3,12,10,1,1,0,0
19/02/17,Barcelona,Leganes,2,1,Vitória Mandante,1,0,H,13,11,6,6,4,4,8,18,1,3,0,0
19/02/17,Celta Vigo,Osasuna,3,0,Vitória Mandante,1,0,H,11,8,4,3,3,5,14,18,1,0,0,0
19/02/17,Real Sociedad,Villarreal,0,1,Vitória Visitante,0,0,D,16,7,0,3,7,4,8,19,2,4,0,0
19/02/17,Valencia,Athletic Club,2,0,Vitória Mandante,2,0,H,15,15,5,5,3,1,17,11,0,1,0,0
20/02/17,Malaga,Las Palmas,2,1,Vitória Mandante,2,1,H,13,13,6,4,2,6,23,14,3,3,1,0
22/02/17,Valencia,Real Madrid,2,1,Vitória Mandante,2,1,H,8,22,5,5,3,11,12,18,5,2,0,0
24/02/17,Las Palmas,Real Sociedad,0,1,Vitória Visitante,0,0,D,18,9,7,2,6,1,14,19,2,2,0,0
25/02/17,Alavés,Valencia,2,1,Vitória Mandante,0,0,D,13,5,5,2,2,1,13,16,4,2,0,1
25/02/17,Betis,Sevilla,1,2,Vitória Visitante,1,0,H,15,13,4,4,4,4,19,17,3,3,0,0
25/02/17,Eibar,Malaga,3,0,Vitória Mandante,1,0,H,8,4,4,2,2,2,11,18,2,4,0,1
25/02/17,Leganes,La Coruna,4,0,Vitória Mandante,2,0,H,7,11,5,3,2,7,18,13,2,5,0,1
26/02/17,Athletic Club,Granada,3,1,Vitória Mandante,2,1,H,14,7,7,2,0,3,14,16,1,5,0,0
26/02/17,Atlético Madrid,Barcelona,1,2,Vitória Visitante,0,0,D,12,15,4,6,6,5,28,14,4,2,0,0
26/02/17,Espanol,Osasuna,3,0,Vitória Mandante,1,0,H,18,4,6,1,10,2,11,10,1,4,0,1
26/02/17,Sp Gijon,Celta Vigo,1,1,Empate,0,0,D,20,16,6,5,7,5,9,17,2,4,1,0
26/02/17,Villarreal,Real Madrid,2,3,Vitória Visitante,0,0,D,11,25,4,6,5,5,15,6,4,1,0,0
28/02/17,Malaga,Betis,1,2,Vitória Visitante,1,0,H,15,11,4,5,7,5,8,16,3,5,0,0
28/02/17,Real Sociedad,Eibar,2,2,Empate,1,1,D,14,13,7,4,3,5,12,20,3,4,1,1
28/02/17,Valencia,Leganes,1,0,Vitória Mandante,1,0,H,16,3,6,0,7,3,12,26,3,2,0,1
01/03/17,Barcelona,Sp Gijon,6,1,Vitória Mandante,3,1,H,25,5,9,2,10,3,14,12,1,3,0,0
01/03/17,Celta Vigo,Espanol,2,2,Empate,2,2,D,8,8,4,2,1,3,16,8,2,2,1,0
01/03/17,Granada,Alavés,2,1,Vitória Mandante,1,0,H,13,11,6,5,4,4,19,15,6,4,0,2
01/03/17,Osasuna,Villarreal,1,4,Vitória Visitante,0,2,A,17,12,3,6,8,2,10,13,3,3,0,0
01/03/17,Real Madrid,Las Palmas,3,3,Empate,1,1,D,20,17,7,8,7,4,15,16,4,3,1,0
02/03/17,La Coruna,Atlético Madrid,1,1,Empate,1,0,H,13,10,2,4,7,2,14,10,2,1,0,0
02/03/17,Sevilla,Athletic Club,1,0,Vitória Mandante,1,0,H,14,14,4,4,6,9,16,10,6,2,0,0
03/03/17,Betis,Real Sociedad,2,3,Vitória Visitante,1,2,A,12,9,5,6,7,6,18,15,4,2,0,0
04/03/17,Barcelona,Celta Vigo,5,0,Vitória Mandante,2,0,H,19,7,9,2,10,1,10,16,1,3,0,0
04/03/17,Eibar,Real Madrid,1,4,Vitória Visitante,0,3,A,12,12,2,7,4,4,13,14,1,1,0,0
04/03/17,Leganes,Granada,1,0,Vitória Mandante,0,0,D,16,1,4,1,7,4,17,19,3,2,0,0
04/03/17,Villarreal,Espanol,2,0,Vitória Mandante,1,0,H,11,8,6,2,1,1,13,18,2,2,0,0
05/03/17,Athletic Club,Malaga,1,0,Vitória Mandante,0,0,D,15,8,3,2,8,2,13,18,3,5,0,0
05/03/17,Atlético Madrid,Valencia,3,0,Vitória Mandante,1,0,H,18,6,8,2,6,2,17,9,1,2,0,0
05/03/17,Las Palmas,Osasuna,5,2,Vitória Mandante,1,2,A,16,10,8,4,5,1,7,21,4,4,0,0
05/03/17,Sp Gijon,La Coruna,0,1,Vitória Visitante,0,1,A,9,7,2,3,6,4,11,13,4,5,0,0
06/03/17,Alavés,Sevilla,1,1,Empate,0,1,A,18,9,4,1,2,2,12,16,2,5,0,0
08/03/17,La Coruna,Betis,1,1,Empate,0,0,D,15,5,5,3,6,4,22,17,4,7,0,0
10/03/17,Espanol,Las Palmas,4,3,Vitória Mandante,2,1,H,12,12,6,5,2,5,18,12,2,4,0,0
11/03/17,Granada,Atlético Madrid,0,1,Vitória Visitante,0,0,D,12,15,2,6,4,9,14,15,3,3,1,0
11/03/17,Malaga,Alavés,1,2,Vitória Visitante,0,1,A,15,4,9,2,5,3,17,13,2,1,0,1
11/03/17,Sevilla,Leganes,1,1,Empate,1,1,D,12,12,4,4,4,1,20,20,2,3,0,0
11/03/17,Valencia,Sp Gijon,1,1,Empate,0,0,D,20,10,7,4,7,9,15,20,3,5,0,0
12/03/17,Celta Vigo,Villarreal,0,1,Vitória Visitante,0,1,A,12,8,1,4,4,3,8,11,4,5,0,0
12/03/17,La Coruna,Barcelona,2,1,Vitória Mandante,1,0,H,14,16,9,5,4,8,7,8,2,0,0,0
12/03/17,Real Madrid,Betis,2,1,Vitória Mandante,1,1,D,14,9,4,4,8,4,8,21,1,0,0,1
12/03/17,Real Sociedad,Athletic Club,0,2,Vitória Visitante,0,1,A,16,9,4,5,8,3,15,22,3,6,0,0
13/03/17,Osasuna,Eibar,1,1,Empate,0,0,D,10,14,6,7,6,6,15,14,4,4,0,0
17/03/17,Las Palmas,Villarreal,1,0,Vitória Mandante,1,0,H,19,8,10,3,8,5,14,14,2,2,0,1
18/03/17,Alavés,Real Sociedad,1,0,Vitória Mandante,1,0,H,10,10,5,2,5,8,14,13,3,3,0,1
18/03/17,Athletic Club,Real Madrid,1,2,Vitória Visitante,0,1,A,12,9,5,4,5,5,1,4,1,4,0,0
18/03/17,Betis,Osasuna,2,0,Vitória Mandante,2,0,H,9,13,5,5,5,0,12,15,0,3,0,0
18/03/17,Eibar,Espanol,1,1,Empate,1,0,H,16,4,4,1,6,2,12,13,2,4,0,0
19/03/17,Atlético Madrid,Sevilla,3,1,Vitória Mandante,1,0,H,15,9,8,2,2,2,16,14,4,3,0,0
19/03/17,Barcelona,Valencia,4,2,Vitória Mandante,2,2,D,28,6,12,5,6,3,4,12,3,4,0,1
19/03/17,La Coruna,Celta Vigo,0,1,Vitória Visitante,0,0,D,9,9,2,2,3,1,21,12,4,4,0,0
19/03/17,Leganes,Malaga,0,0,Empate,0,0,D,14,8,2,1,6,7,11,16,4,2,0,0
19/03/17,Sp Gijon,Granada,3,1,Vitória Mandante,0,0,D,15,12,11,5,6,3,12,14,2,4,0,0
31/03/17,Espanol,Betis,2,1,Vitória Mandante,0,0,D,8,10,5,3,4,4,16,14,3,2,0,0
01/04/17,Malaga,Atlético Madrid,0,2,Vitória Visitante,0,1,A,21,7,5,6,6,0,9,11,2,2,0,0
01/04/17,Osasuna,Athletic Club,1,2,Vitória Visitante,0,2,A,8,9,6,4,6,3,19,9,4,2,0,0
01/04/17,Real Sociedad,Leganes,1,1,Empate,0,1,A,14,6,5,3,7,0,10,16,2,3,0,0
01/04/17,Villarreal,Eibar,2,3,Vitória Visitante,1,0,H,15,14,7,4,11,5,9,10,4,3,0,0
02/04/17,Granada,Barcelona,1,4,Vitória Visitante,0,1,A,7,26,5,13,1,9,15,10,1,3,1,0
02/04/17,Real Madrid,Alavés,3,0,Vitória Mandante,1,0,H,18,12,6,3,3,3,12,16,0,2,0,0
02/04/17,Sevilla,Sp Gijon,0,0,Empate,0,0,D,18,8,6,2,9,5,17,13,3,4,0,0
02/04/17,Valencia,La Coruna,3,0,Vitória Mandante,2,0,H,14,13,8,5,3,6,17,13,3,1,0,0
03/04/17,Celta Vigo,Las Palmas,3,1,Vitória Mandante,2,0,H,13,12,6,5,4,6,15,10,3,3,0,0
04/04/17,Athletic Club,Espanol,2,0,Vitória Mandante,2,0,H,13,5,5,2,5,1,19,16,1,3,0,0
04/04/17,Atlético Madrid,Real Sociedad,1,0,Vitória Mandante,1,0,H,20,10,8,1,6,4,18,13,0,4,0,0
04/04/17,Betis,Villarreal,0,1,Vitória Visitante,0,0,D,15,6,3,2,5,2,12,15,2,2,0,0
05/04/17,Alavés,Osasuna,0,1,Vitória Visitante,0,0,D,15,7,3,6,5,1,20,12,5,1,0,0
05/04/17,Barcelona,Sevilla,3,0,Vitória Mandante,3,0,H,15,7,7,3,4,4,16,13,4,2,0,1
05/04/17,La Coruna,Granada,0,0,Empate,0,0,D,12,10,3,2,6,3,14,10,1,4,0,0
05/04/17,Leganes,Real Madrid,2,4,Vitória Visitante,2,3,A,14,18,3,8,4,4,14,16,2,1,0,0
05/04/17,Sp Gijon,Malaga,0,1,Vitória Visitante,0,1,A,14,11,5,3,7,1,12,18,2,5,0,0
06/04/17,Eibar,Las Palmas,3,1,Vitória Mandante,2,0,H,11,8,6,6,9,2,14,12,2,5,0,0
06/04/17,Valencia,Celta Vigo,3,2,Vitória Mandante,1,1,D,15,12,10,3,6,2,16,9,1,1,0,0
07/04/17,Villarreal,Athletic Club,3,1,Vitória Mandante,1,1,D,10,11,5,5,4,5,16,16,6,3,1,0
08/04/17,Espanol,Alavés,1,0,Vitória Mandante,0,0,D,15,9,6,0,5,3,11,13,3,3,0,0
08/04/17,Malaga,Barcelona,2,0,Vitória Mandante,1,0,H,8,11,4,3,2,3,26,20,4,3,0,1
08/04/17,Real Madrid,Atlético Madrid,1,1,Empate,0,0,D,20,10,6,4,6,2,12,13,2,3,0,0
08/04/17,Sevilla,La Coruna,4,2,Vitória Mandante,3,2,H,19,9,13,4,4,2,19,15,3,3,0,0
09/04/17,Celta Vigo,Eibar,0,2,Vitória Visitante,0,1,A,12,11,3,6,0,3,10,16,1,3,0,0
09/04/17,Granada,Valencia,1,3,Vitória Visitante,0,2,A,21,17,5,8,5,2,9,13,2,2,0,0
09/04/17,Las Palmas,Betis,4,1,Vitória Mandante,1,0,H,9,13,6,5,2,6,16,18,3,4,0,0
09/04/17,Osasuna,Leganes,2,1,Vitória Mandante,1,1,D,11,17,6,2,4,8,14,14,3,4,0,0
10/04/17,Real Sociedad,Sp Gijon,3,1,Vitória Mandante,2,0,H,20,10,7,3,7,4,20,19,1,5,0,0
14/04/17,Athletic Club,Las Palmas,5,1,Vitória Mandante,3,1,H,18,8,7,2,14,5,22,10,1,2,0,0
15/04/17,Atlético Madrid,Osasuna,3,0,Vitória Mandante,1,0,H,19,3,8,0,5,2,11,14,1,5,0,0
15/04/17,Barcelona,Real Sociedad,3,2,Vitória Mandante,3,2,H,16,14,9,7,5,4,15,17,3,2,0,0
15/04/17,La Coruna,Malaga,2,0,Vitória Mandante,0,0,D,11,11,4,3,1,4,15,17,3,4,0,0
15/04/17,Sp Gijon,Real Madrid,2,3,Vitória Visitante,1,1,D,4,18,2,6,4,8,17,12,5,1,0,0
16/04/17,Betis,Eibar,2,0,Vitória Mandante,1,0,H,6,10,4,3,4,6,15,19,4,4,0,0
16/04/17,Granada,Celta Vigo,0,3,Vitória Visitante,0,1,A,17,15,4,4,8,1,17,9,5,2,0,0
16/04/17,Leganes,Espanol,0,1,Vitória Visitante,0,0,D,15,7,5,2,5,1,20,14,1,1,0,0
16/04/17,Valencia,Sevilla,0,0,Empate,0,0,D,14,10,3,2,4,2,19,20,3,2,0,0
17/04/17,Alavés,Villarreal,2,1,Vitória Mandante,2,0,H,11,11,5,5,5,11,8,13,2,4,0,0
21/04/17,Sevilla,Granada,2,0,Vitória Mandante,1,0,H,28,9,12,2,7,2,18,11,1,2,0,0
22/04/17,Espanol,Atlético Madrid,0,1,Vitória Visitante,0,0,D,10,13,2,3,5,3,13,10,3,2,0,0
22/04/17,Malaga,Valencia,2,0,Vitória Mandante,2,0,H,10,13,4,2,7,6,16,13,3,3,0,0
22/04/17,Osasuna,Sp Gijon,2,2,Empate,1,0,H,7,12,1,4,1,5,25,10,3,4,0,0
22/04/17,Villarreal,Leganes,2,1,Vitória Mandante,0,0,D,11,8,5,4,3,8,9,19,1,3,0,0
23/04/17,Celta Vigo,Betis,0,1,Vitória Visitante,0,0,D,8,17,4,6,5,6,16,15,3,5,0,0
23/04/17,Las Palmas,Alavés,1,1,Empate,1,0,H,14,12,3,5,3,9,16,14,4,1,1,0
23/04/17,Real Madrid,Barcelona,2,3,Vitória Visitante,1,1,D,22,16,14,9,7,4,13,8,2,2,1,0
23/04/17,Real Sociedad,La Coruna,1,0,Vitória Mandante,1,0,H,17,5,3,1,11,1,16,16,1,3,0,0
24/04/17,Eibar,Athletic Club,0,1,Vitória Visitante,0,0,D,7,9,2,3,5,5,15,9,4,2,1,0
25/04/17,Atlético Madrid,Villarreal,0,1,Vitória Visitante,0,0,D,23,6,9,2,5,1,15,16,2,6,0,0
25/04/17,Granada,Malaga,0,2,Vitória Visitante,0,0,D,3,17,1,6,2,4,22,13,5,0,0,0
25/04/17,Sp Gijon,Espanol,1,1,Empate,1,0,H,16,14,6,5,7,2,9,11,1,2,0,0
26/04/17,Barcelona,Osasuna,7,1,Vitória Mandante,2,0,H,19,3,9,2,10,1,3,7,0,0,0,0
26/04/17,La Coruna,Real Madrid,2,6,Vitória Visitante,1,3,A,19,22,7,11,4,5,12,5,3,1,0,0
26/04/17,Leganes,Las Palmas,3,0,Vitória Mandante,0,0,D,16,7,5,0,6,3,14,17,1,0,0,0
26/04/17,Valencia,Real Sociedad,2,3,Vitória Visitante,0,2,A,14,8,3,2,2,3,15,21,4,3,0,0
27/04/17,Alavés,Eibar,0,0,Empate,0,0,D,14,6,4,4,3,2,13,14,4,2,0,1
27/04/17,Athletic Club,Betis,2,1,Vitória Mandante,0,0,D,18,9,9,3,11,1,10,17,1,3,0,0
27/04/17,Sevilla,Celta Vigo,2,1,Vitória Mandante,0,0,D,16,10,5,1,5,1,20,18,1,2,0,1
28/04/17,Villarreal,Sp Gijon,3,1,Vitória Mandante,1,0,H,18,14,6,7,4,7,9,10,2,1,0,0
29/04/17,Espanol,Barcelona,0,3,Vitória Visitante,0,0,D,6,15,3,9,4,5,19,18,3,0,0,0
29/04/17,Las Palmas,Atlético Madrid,0,5,Vitória Visitante,0,3,A,15,8,3,7,7,1,6,13,4,4,1,0
29/04/17,Real Madrid,Valencia,2,1,Vitória Mandante,1,0,H,20,9,5,2,2,3,13,10,3,4,0,0
29/04/17,Real Sociedad,Granada,2,1,Vitória Mandante,1,0,H,13,5,5,3,7,1,14,16,0,3,0,0
30/04/17,Betis,Alavés,1,4,Vitória Visitante,1,0,H,11,9,3,5,4,0,14,16,1,5,0,0
30/04/17,Celta Vigo,Athletic Club,0,3,Vitória Visitante,0,1,A,5,22,0,12,0,11,8,11,1,1,0,0
30/04/17,Eibar,Leganes,2,0,Vitória Mandante,0,0,D,9,12,5,1,2,11,12,9,1,1,0,0
30/04/17,Osasuna,La Coruna,2,2,Empate,1,1,D,16,15,5,5,7,7,9,11,2,3,0,0
01/05/17,Malaga,Sevilla,4,2,Vitória Mandante,1,1,D,11,9,5,4,1,3,14,18,3,5,0,0
05/05/17,Sevilla,Real Sociedad,1,1,Empate,1,0,H,11,9,3,3,10,3,20,10,4,3,0,1
06/05/17,Atlético Madrid,Eibar,1,0,Vitória Mandante,0,0,D,14,7,5,3,6,5,6,10,3,3,1,0
06/05/17,Barcelona,Villarreal,4,1,Vitória Mandante,2,1,H,20,8,8,4,4,3,10,13,2,4,0,0
06/05/17,Granada,Real Madrid,0,4,Vitória Visitante,0,4,A,13,16,3,8,6,3,14,8,1,0,0,0
06/05/17,Sp Gijon,Las Palmas,1,0,Vitória Mandante,0,0,D,16,8,3,2,5,4,19,15,4,3,0,0
07/05/17,Alavés,Athletic Club,1,0,Vitória Mandante,0,0,D,9,20,3,6,3,10,14,11,1,4,0,0
07/05/17,La Coruna,Espanol,1,2,Vitória Visitante,0,2,A,21,9,5,3,12,4,10,14,1,2,0,0
07/05/17,Malaga,Celta Vigo,3,0,Vitória Mandante,1,0,H,14,5,8,2,2,1,13,18,2,4,0,0
07/05/17,Valencia,Osasuna,4,1,Vitória Mandante,2,0,H,19,9,8,4,9,2,15,11,3,2,0,0
08/05/17,Leganes,Betis,4,0,Vitória Mandante,2,0,H,6,13,4,3,2,2,18,13,3,0,0,0
13/05/17,Espanol,Valencia,0,1,Vitória Visitante,0,0,D,15,9,3,3,7,2,19,14,0,4,0,0
13/05/17,Osasuna,Granada,2,1,Vitória Mandante,1,1,D,19,9,7,3,8,3,11,9,1,3,0,0
14/05/17,Alavés,Celta Vigo,3,1,Vitória Mandante,3,0,H,11,15,4,4,4,4,11,13,1,3,0,0
14/05/17,Athletic Club,Leganes,1,1,Empate,1,0,H,15,5,6,2,10,1,12,8,2,7,0,0
14/05/17,Betis,Atlético Madrid,1,1,Empate,0,0,D,13,5,5,2,3,5,7,16,4,4,0,0
14/05/17,Eibar,Sp Gijon,0,1,Vitória Visitante,0,1,A,10,11,2,4,5,6,9,10,2,2,0,0
14/05/17,Las Palmas,Barcelona,1,4,Vitória Visitante,0,2,A,11,11,5,5,3,6,13,15,0,1,0,0
14/05/17,Real Madrid,Sevilla,4,1,Vitória Mandante,2,0,H,14,11,7,6,4,5,14,19,4,2,0,0
14/05/17,Real Sociedad,Malaga,2,2,Empate,1,1,D,15,9,5,4,9,3,10,16,1,2,0,0
14/05/17,Villarreal,La Coruna,0,0,Empate,0,0,D,21,3,4,1,11,3,15,21,2,4,0,0
17/05/17,Celta Vigo,Real Madrid,1,4,Vitória Visitante,0,1,A,17,13,6,8,4,6,17,9,4,2,1,0
19/05/17,Granada,Espanol,1,2,Vitória Visitante,1,2,A,16,5,7,3,3,3,12,9,0,3,0,0
20/05/17,La Coruna,Las Palmas,3,0,Vitória Mandante,3,0,H,9,13,5,4,0,9,25,14,4,2,0,1
20/05/17,Leganes,Alavés,1,1,Empate,0,0,D,15,17,4,5,8,4,9,14,0,1,0,0
20/05/17,Sevilla,Osasuna,5,0,Vitória Mandante,3,0,H,17,5,7,2,1,1,11,8,3,1,0,0
20/05/17,Sp Gijon,Betis,2,2,Empate,1,1,D,11,21,5,9,2,3,15,14,0,2,0,0
21/05/17,Atlético Madrid,Athletic Club,3,1,Vitória Mandante,2,0,H,12,16,4,1,2,5,13,11,2,0,0,0
21/05/17,Barcelona,Eibar,4,2,Vitória Mandante,0,1,A,18,6,11,4,10,4,3,16,1,2,0,1
21/05/17,Celta Vigo,Real Sociedad,2,2,Empate,0,0,D,13,18,5,8,3,7,8,17,2,1,0,0
21/05/17,Malaga,Real Madrid,0,2,Vitória Visitante,0,1,A,22,16,6,8,9,7,6,9,2,0,0,0
21/05/17,Valencia,Villarreal,1,3,Vitória Visitante,0,1,A,16,14,5,6,9,0,15,10,2,2,0,0
21/08/15,Malaga,Sevilla,0,0,Empate,0,0,D,25,10,5,2,7,2,19,11,3,3,0,1
22/08/15,Atlético Madrid,Las Palmas,1,0,Vitória Mandante,1,0,H,14,8,3,1,4,4,11,16,2,0,0,0
22/08/15,Espanol,Getafe,1,0,Vitória Mandante,1,0,H,4,14,2,3,5,6,19,14,2,3,0,1
22/08/15,La Coruna,Real Sociedad,0,0,Empate,0,0,D,15,9,5,2,5,4,16,10,3,2,0,0
22/08/15,Vallecano,Valencia,0,0,Empate,0,0,D,8,10,3,4,3,3,19,11,3,1,0,0
23/08/15,Athletic Club,Barcelona,0,1,Vitória Visitante,0,0,D,8,10,2,4,2,4,16,11,3,3,0,0
23/08/15,Betis,Villarreal,1,1,Empate,0,1,A,22,8,6,4,7,5,11,26,3,1,0,1
23/08/15,Levante,Celta Vigo,1,2,Vitória Visitante,0,1,A,11,15,2,6,4,6,12,17,1,3,1,0
23/08/15,Sp Gijon,Real Madrid,0,0,Empate,0,0,D,6,27,0,8,2,5,20,4,4,0,0,0
24/08/15,Granada,Eibar,1,3,Vitória Visitante,0,2,A,12,10,6,4,6,5,5,23,1,6,1,0
28/08/15,Villarreal,Espanol,3,1,Vitória Mandante,0,1,A,14,4,4,2,2,3,10,20,1,6,0,0
29/08/15,Barcelona,Malaga,1,0,Vitória Mandante,0,0,D,22,4,13,1,15,2,4,21,0,3,0,0
29/08/15,Celta Vigo,Vallecano,3,0,Vitória Mandante,1,0,H,11,3,7,0,5,4,7,11,2,2,0,1
29/08/15,Real Madrid,Betis,5,0,Vitória Mandante,2,0,H,21,7,11,1,11,4,12,14,3,3,0,0
29/08/15,Real Sociedad,Sp Gijon,0,0,Empate,0,0,D,12,7,1,2,6,4,10,15,4,5,0,0
30/08/15,Eibar,Athletic Club,2,0,Vitória Mandante,1,0,H,9,9,8,1,11,4,14,13,2,2,0,0
30/08/15,Getafe,Granada,1,2,Vitória Visitante,0,2,A,16,9,4,4,6,6,16,15,5,3,0,0
30/08/15,Las Palmas,Levante,0,0,Empate,0,0,D,16,3,2,2,3,0,14,21,2,4,0,0
30/08/15,Sevilla,Atlético Madrid,0,3,Vitória Visitante,0,1,A,25,17,7,7,11,1,17,13,3,4,0,0
30/08/15,Valencia,La Coruna,1,1,Empate,1,1,D,12,12,5,3,5,7,13,15,2,1,1,0
11/09/15,Levante,Sevilla,1,1,Empate,0,1,A,14,8,4,3,5,4,12,8,3,3,0,0
12/09/15,Atlético Madrid,Barcelona,1,2,Vitória Visitante,0,0,D,11,13,3,5,1,10,17,5,3,1,0,0
12/09/15,Betis,Real Sociedad,1,0,Vitória Mandante,1,0,H,9,15,2,3,2,4,12,9,4,3,1,0
12/09/15,Espanol,Real Madrid,0,6,Vitória Visitante,0,4,A,14,15,3,8,5,6,19,10,2,2,0,0
12/09/15,Sp Gijon,Valencia,0,1,Vitória Visitante,0,0,D,16,17,8,3,5,6,16,11,3,3,0,0
13/09/15,Athletic Club,Getafe,3,1,Vitória Mandante,2,0,H,14,11,6,3,12,5,12,15,1,4,0,0
13/09/15,Celta Vigo,Las Palmas,3,3,Empate,2,1,H,26,9,12,5,7,2,19,14,0,3,0,1
13/09/15,Granada,Villarreal,1,3,Vitória Visitante,0,0,D,13,8,2,5,8,6,16,21,2,4,0,0
13/09/15,Malaga,Eibar,0,0,Empate,0,0,D,10,7,4,0,7,3,11,13,2,4,0,0
14/09/15,Vallecano,La Coruna,1,3,Vitória Visitante,1,2,A,8,14,2,8,5,4,12,10,2,2,1,0
18/09/15,Getafe,Malaga,1,0,Vitória Mandante,1,0,H,10,13,4,3,4,7,18,11,5,2,0,0
19/09/15,Eibar,Atlético Madrid,0,2,Vitória Visitante,0,0,D,9,14,3,6,1,4,13,7,2,1,0,0
19/09/15,Real Madrid,Granada,1,0,Vitória Mandante,0,0,D,20,12,10,3,10,1,9,15,1,3,0,0
19/09/15,Real Sociedad,Espanol,2,3,Vitória Visitante,1,1,D,10,18,3,6,7,6,15,16,2,3,1,0
19/09/15,Valencia,Betis,0,0,Empate,0,0,D,22,3,5,1,7,1,17,15,4,2,0,1
20/09/15,Barcelona,Levante,4,1,Vitória Mandante,0,0,D,21,11,8,4,4,4,8,16,0,1,0,0
20/09/15,La Coruna,Sp Gijon,2,3,Vitória Visitante,2,3,A,19,4,9,4,8,3,11,16,3,3,0,0
20/09/15,Las Palmas,Vallecano,0,1,Vitória Visitante,0,1,A,8,17,2,6,3,5,13,19,3,5,0,0
20/09/15,Sevilla,Celta Vigo,1,2,Vitória Visitante,0,2,A,13,15,5,5,5,5,16,16,3,5,0,1
20/09/15,Villarreal,Athletic Club,3,1,Vitória Mandante,1,0,H,14,11,7,2,9,4,17,6,4,4,0,0
22/09/15,Atlético Madrid,Getafe,2,0,Vitória Mandante,1,0,H,12,6,3,2,6,1,14,10,3,2,0,0
22/09/15,Espanol,Valencia,1,0,Vitória Mandante,1,0,H,17,10,5,4,7,6,22,14,5,7,0,0
22/09/15,Granada,Real Sociedad,0,3,Vitória Visitante,0,2,A,11,8,1,5,4,3,20,18,5,4,0,0
23/09/15,Athletic Club,Real Madrid,1,2,Vitória Visitante,0,1,A,11,22,5,6,6,8,17,10,4,3,0,0
23/09/15,Celta Vigo,Barcelona,4,1,Vitória Mandante,2,0,H,18,18,5,7,5,10,19,4,2,2,0,0
23/09/15,Las Palmas,Sevilla,2,0,Vitória Mandante,1,0,H,12,17,4,3,5,5,9,13,3,4,0,0
23/09/15,Levante,Eibar,2,2,Empate,0,1,A,12,10,2,4,4,7,13,23,2,5,0,0
23/09/15,Malaga,Villarreal,0,1,Vitória Visitante,0,0,D,15,9,4,3,8,5,18,14,2,3,0,0
23/09/15,Vallecano,Sp Gijon,2,1,Vitória Mandante,1,0,H,18,5,6,2,4,4,14,17,2,1,0,1
24/09/15,Betis,La Coruna,1,2,Vitória Visitante,0,0,D,9,8,2,3,3,4,11,22,3,5,0,0
25/09/15,Valencia,Granada,1,0,Vitória Mandante,1,0,H,12,18,5,3,11,3,19,20,3,3,0,0
26/09/15,Barcelona,Las Palmas,2,1,Vitória Mandante,1,0,H,18,10,6,6,3,4,12,23,2,4,0,0
26/09/15,Eibar,Celta Vigo,1,1,Empate,1,0,H,10,9,3,2,4,4,25,16,5,4,0,0
26/09/15,Real Madrid,Malaga,0,0,Empate,0,0,D,31,12,9,3,12,6,11,10,4,4,0,1
26/09/15,Sevilla,Vallecano,3,2,Vitória Mandante,2,0,H,17,18,8,5,6,5,9,18,1,2,0,1
26/09/15,Villarreal,Atlético Madrid,1,0,Vitória Mandante,1,0,H,5,9,2,4,1,5,11,15,2,2,0,0
27/09/15,Getafe,Levante,3,0,Vitória Mandante,0,0,D,15,10,8,3,4,4,11,10,2,3,0,0
27/09/15,La Coruna,Espanol,3,0,Vitória Mandante,2,0,H,14,7,5,3,7,5,11,11,4,3,0,1
27/09/15,Real Sociedad,Athletic Club,0,0,Empate,0,0,D,14,9,4,2,4,2,15,19,3,4,0,0
27/09/15,Sp Gijon,Betis,1,2,Vitória Visitante,1,0,H,19,13,10,5,10,4,11,9,1,1,0,0
02/10/15,Celta Vigo,Getafe,0,0,Empate,0,0,D,18,8,7,2,9,1,11,18,1,5,0,0
03/10/15,Espanol,Sp Gijon,1,2,Vitória Visitante,0,1,A,13,12,9,2,9,1,17,16,3,3,0,0
03/10/15,Granada,La Coruna,1,1,Empate,0,1,A,10,14,3,3,2,5,13,21,1,3,0,0
03/10/15,Las Palmas,Eibar,0,2,Vitória Visitante,0,1,A,18,9,4,4,3,2,5,16,2,2,0,0
03/10/15,Malaga,Real Sociedad,3,1,Vitória Mandante,2,1,H,11,13,7,5,2,4,15,16,3,2,1,0
