data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
12/09/2020,Eibar,Celta Vigo,0,0,D,0,0,D,8,6,1,3,3,3,17,13,4,4,1,0,6,0,5,4,9
12/09/2020,Granada,Athletic Club,2,0,H,0,0,D,4,9,2,2,1,2,8,10,3,4,0,0,3,2,3,4,7
12/09/2020,Cádiz,Osasuna,0,2,A,0,1,A,12,6,3,4,6,2,14,21,2,2,0,0,8,2,2,2,4
13/09/2020,Alavés,Betis,0,1,A,0,0,D,7,11,2,4,6,4,19,17,3,3,0,0,10,1,3,3,6
13/09/2020,Valladolid,Real Sociedad,1,1,D,1,0,H,8,8,3,2,5,3,15,17,4,1,0,0,8,2,4,1,5
13/09/2020,Villarreal,Huesca,1,1,D,0,1,A,15,10,4,3,6,6,10,22,1,1,0,0,12,2,1,1,2
13/09/2020,Valencia,Levante,4,2,H,2,2,D,14,19,8,8,3,4,9,14,1,3,0,0,7,6,1,3,4
19/09/2020,Villarreal,Eibar,2,1,H,0,0,D,14,12,8,4,4,3,5,12,1,1,0,0,7,3,1,1,2
19/09/2020,Getafe,Osasuna,1,0,H,0,0,D,7,10,1,3,4,1,19,13,4,2,0,0,5,1,4,2,6
19/09/2020,Celta Vigo,Valencia,2,1,H,1,0,H,23,9,6,3,6,6,12,13,3,1,0,0,12,3,3,1,4
20/09/2020,Huesca,Cádiz,0,2,A,0,1,A,4,6,0,4,2,1,18,23,3,3,0,0,3,2,3,3,6
20/09/2020,Betis,Valladolid,2,0,H,2,0,H,16,9,6,2,5,3,18,10,3,0,0,0,8,2,3,0,3
20/09/2020,Granada,Alavés,2,1,H,1,1,D,10,5,3,3,4,4,9,12,0,3,0,0,8,3,0,3,3
