data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
2021-05-23,Bologna,Juventus,1,4,Vitória Visitante,0,3,A,18,19,5,11,3,0,7,16,1,2,0,0,3,5,1,2,3
2021-05-23,Atalanta,Milan,0,2,Vitória Visitante,0,1,A,11,7,1,3,3,0,17,11,3,3,1,0,3,2,4,3,7
2021-05-23,Inter,Udinese,5,1,Vitória Mandante,2,0,H,14,8,9,2,3,2,13,16,1,0,0,0,5,6,1,0,1
2021-05-22,Sampdoria,Parma,3,0,Vitória Mandante,2,0,H,12,11,4,1,2,4,10,12,1,1,0,0,6,3,1,1,2
2021-05-22,Crotone,Fiorentina,0,0,Empate,0,0,D,12,11,4,3,6,5,11,10,2,2,0,0,11,0,2,2,4
2021-05-22,Cagliari,Genoa,0,1,Vitória Visitante,0,1,A,16,11,7,5,8,4,9,13,1,4,0,1,12,1,1,5,6
2021-05-18,Lazio,Torino,0,0,Empate,0,0,D,21,6,11,4,4,0,11,13,4,0,0,0,4,0,4,0,4
2021-05-17,Hellas Verona,Bologna,2,2,Empate,1,1,D,11,13,5,5,4,4,19,17,3,3,0,0,8,4,3,3,6
2021-05-16,Udinese,Sampdoria,0,1,Vitória Visitante,0,0,D,9,15,2,6,6,3,12,13,3,1,0,0,9,1,3,1,4
2021-05-16,Milan,Cagliari,0,0,Empate,0,0,D,20,6,4,2,9,7,8,8,2,2,0,0,16,0,2,2,4
2021-05-16,Benevento,Crotone,1,1,Empate,1,0,H,19,6,11,2,8,4,12,19,2,2,0,1,12,2,2,3,5
2021-05-16,Parma,Sassuolo,1,3,Vitória Visitante,1,1,D,16,15,8,12,2,12,13,13,1,0,0,0,14,4,1,0,1
2021-05-16,Fiorentina,Napoli,0,2,Vitória Visitante,0,0,D,7,18,3,8,3,6,15,9,5,1,1,0,9,2,6,1,7
2021-05-15,Genoa,Atalanta,3,4,Vitória Visitante,0,3,A,10,14,7,7,2,4,13,8,1,2,0,0,6,7,1,2,3
2021-05-15,Spezia,Torino,4,1,Vitória Mandante,2,0,H,14,6,11,3,3,6,25,17,3,5,0,0,9,5,3,5,8
2021-05-15,Juventus,Inter,3,2,Vitória Mandante,2,1,H,13,7,7,3,4,3,10,18,5,5,1,1,7,5,6,6,12
2021-05-15,Roma,Lazio,2,0,Vitória Mandante,1,0,H,13,10,2,5,4,4,8,8,2,2,0,1,8,2,2,3,5
2021-05-13,Crotone,Hellas Verona,2,1,Vitória Mandante,1,0,H,9,11,4,2,0,9,20,11,3,1,0,0,9,3,3,1,4
2021-05-02,Fiorentina,Inter,0,2,Vitória Visitante,0,1,A,15,14,3,7,7,7,9,10,3,1,0,0,14,2,3,1,4
2021-04-26,Torino,Napoli,0,2,Vitória Visitante,0,2,A,15,25,6,10,8,11,16,15,3,1,1,0,19,2,4,1,5
2021-04-26,Lazio,Milan,3,0,Vitória Mandante,1,0,H,14,15,6,6,1,9,10,11,2,0,0,0,10,3,2,0,2
2021-04-25,Atalanta,Bologna,5,0,Vitória Mandante,2,0,H,26,9,12,3,8,3,11,8,0,1,0,1,11,5,0,2,2
2021-04-25,Benevento,Udinese,2,4,Vitória Visitante,1,2,A,22,10,9,7,11,2,18,20,2,2,0,0,13,6,2,2,4
2021-04-25,Fiorentina,Juventus,1,1,Empate,1,0,H,11,7,6,1,7,2,13,16,3,1,0,0,9,2,3,1,4
2021-04-25,Inter,Hellas Verona,1,0,Vitória Mandante,0,0,D,10,12,4,1,3,8,7,13,0,3,0,0,11,1,0,3,3
2021-04-25,Cagliari,Roma,3,2,Vitória Mandante,1,1,D,10,12,6,7,4,10,14,17,3,1,0,0,14,5,3,1,4
2021-04-24,Parma,Crotone,3,4,Vitória Visitante,1,3,A,15,13,4,5,7,5,15,11,3,2,0,0,12,7,3,2,5
2021-04-24,Sassuolo,Sampdoria,1,0,Vitória Mandante,0,0,D,14,9,8,3,8,3,15,10,0,0,0,0,11,1,0,0,0
2021-04-24,Genoa,Spezia,2,0,Vitória Mandante,0,0,D,11,7,6,1,0,3,18,14,2,2,0,0,3,2,2,2,4
2021-04-22,Napoli,Lazio,5,2,Vitória Mandante,2,0,H,10,14,8,4,2,3,7,18,4,4,0,0,5,7,4,4,8
2021-04-22,Roma,Atalanta,1,1,Empate,0,1,A,14,22,3,9,4,8,16,7,4,2,1,1,12,2,5,3,8
2021-04-21,Udinese,Cagliari,0,1,Vitória Visitante,0,0,D,14,13,4,5,2,5,11,14,0,2,0,0,7,1,0,2,2
2021-04-21,Spezia,Inter,1,1,Empate,1,1,D,1,15,1,6,0,8,9,7,2,0,0,0,8,2,2,0,2
2021-04-21,Juventus,Parma,3,1,Vitória Mandante,1,1,D,14,10,8,4,6,6,12,18,2,2,0,0,12,4,2,2,4
2021-04-21,Genoa,Benevento,2,2,Empate,2,2,D,10,8,5,2,3,0,14,18,2,0,0,0,3,4,2,0,2
2021-04-21,Crotone,Sampdoria,0,1,Vitória Visitante,0,0,D,7,11,4,5,2,6,13,7,1,1,0,0,8,1,1,1,2
2021-04-21,Milan,Sassuolo,1,2,Vitória Visitante,1,0,H,18,15,7,7,3,7,18,13,0,1,0,0,10,3,0,1,1
2021-04-21,Bologna,Torino,1,1,Empate,1,0,H,9,18,2,5,3,7,25,15,4,2,0,0,10,2,4,2,6
2021-04-20,Hellas Verona,Fiorentina,1,2,Vitória Visitante,0,1,A,11,7,7,5,5,3,16,20,2,3,0,0,8,3,2,3,5
2021-04-18,Milan,Genoa,2,1,Vitória Mandante,1,1,D,18,11,5,6,5,4,10,13,0,1,0,0,9,3,0,1,1
2021-04-18,Napoli,Inter,1,1,Empate,1,0,H,12,10,3,5,3,3,12,12,5,2,0,0,6,2,5,2,7
2021-04-18,Torino,Roma,3,1,Vitória Mandante,0,1,A,23,9,11,4,11,3,13,13,2,2,0,1,14,4,2,3,5
2021-04-18,Lazio,Benevento,5,3,Vitória Mandante,3,1,H,12,16,8,8,5,4,14,11,2,3,0,0,9,8,2,3,5
2021-04-18,Bologna,Spezia,4,1,Vitória Mandante,2,1,H,10,9,7,5,4,8,15,12,1,1,0,0,12,5,1,1,2
2021-04-18,Atalanta,Juventus,1,0,Vitória Mandante,0,0,D,12,12,2,3,3,8,18,15,3,2,0,0,11,1,3,2,5
2021-04-17,Cagliari,Parma,4,3,Vitória Mandante,1,2,A,23,11,9,6,0,4,14,12,4,2,0,0,4,7,4,2,6
2021-04-17,Crotone,Udinese,1,2,Vitória Visitante,0,1,A,7,14,3,7,5,7,12,19,0,2,0,1,12,3,0,3,3
2021-04-17,Sampdoria,Hellas Verona,3,1,Vitória Mandante,0,1,A,12,18,5,8,5,7,16,14,3,3,0,0,12,4,3,3,6
2021-04-17,Sassuolo,Fiorentina,3,1,Vitória Mandante,0,1,A,11,7,6,6,3,4,8,16,3,5,0,0,7,4,3,5,8
2021-04-03,Parma,Inter,1,2,Vitória Visitante,0,0,D,11,12,3,8,2,2,8,12,0,1,0,0,4,3,0,1,1
2021-03-21,Hellas Verona,Atalanta,0,2,Vitória Visitante,0,2,A,3,14,1,8,4,7,23,20,3,2,0,0,11,2,3,2,5
2021-03-21,Juventus,Benevento,0,1,Vitória Visitante,0,0,D,23,7,9,1,9,1,12,13,2,4,0,0,10,1,2,4,6
2021-03-21,Sampdoria,Torino,1,0,Vitória Mandante,1,0,H,7,9,5,1,1,7,15,18,0,1,0,0,8,1,0,1,1
2021-03-21,Fiorentina,Milan,2,3,Vitória Visitante,1,1,D,9,14,4,6,8,8,6,11,1,3,0,0,16,5,1,3,4
2021-03-21,Roma,Napoli,0,2,Vitória Visitante,0,2,A,7,10,5,5,6,4,18,13,5,3,0,0,10,2,5,3,8
2021-03-21,Udinese,Lazio,0,1,Vitória Visitante,0,1,A,14,16,6,8,6,11,9,13,1,3,0,0,17,1,1,3,4
2021-03-20,Spezia,Cagliari,2,1,Vitória Mandante,0,0,D,12,11,6,7,4,4,13,16,1,2,0,0,8,3,1,2,3
2021-03-20,Crotone,Bologna,2,3,Vitória Visitante,2,0,H,15,19,7,10,10,3,11,16,4,7,0,0,13,5,4,7,11
2021-03-19,Parma,Genoa,1,2,Vitória Visitante,1,0,H,12,7,9,3,1,3,22,8,5,2,0,0,4,3,5,2,7
2021-03-17,Torino,Sassuolo,3,2,Vitória Mandante,0,2,A,23,12,15,5,6,3,10,16,1,2,0,0,9,5,1,2,3
2021-03-14,Parma,Roma,2,0,Vitória Mandante,1,0,H,5,20,4,6,0,12,18,16,3,3,0,0,12,2,3,3,6
2021-03-14,Milan,Napoli,0,1,Vitória Visitante,0,0,D,12,14,4,5,5,4,12,10,1,3,1,0,9,1,2,3,5
2021-03-14,Torino,Inter,1,2,Vitória Visitante,0,0,D,6,13,4,4,1,8,11,12,0,1,0,0,9,3,0,1,1
2021-03-14,Bologna,Sampdoria,3,1,Vitória Mandante,2,1,H,10,20,7,9,2,6,16,11,2,2,0,0,8,4,2,2,4
2021-03-14,Cagliari,Juventus,1,3,Vitória Visitante,0,3,A,15,9,7,7,8,5,12,16,0,2,0,0,13,4,0,2,2
2021-03-13,Sassuolo,Hellas Verona,3,2,Vitória Mandante,1,1,D,14,12,8,7,6,5,15,18,3,2,0,0,11,5,3,2,5
2021-03-13,Benevento,Fiorentina,1,4,Vitória Visitante,0,3,A,16,11,6,7,8,3,15,18,3,1,0,0,11,5,3,1,4
2021-03-13,Genoa,Udinese,1,1,Empate,1,1,D,10,9,3,3,6,3,14,6,3,1,0,0,9,2,3,1,4
2021-03-05,Torino,Parma,1,0,Vitória Mandante,0,0,D,13,8,5,1,5,2,10,17,0,3,0,0,7,1,0,3,3
2021-03-04,Genoa,Fiorentina,1,1,Empate,1,1,D,8,11,2,3,4,2,17,10,2,1,0,1,6,2,2,2,4
2021-03-04,Cagliari,Hellas Verona,0,2,Vitória Visitante,0,0,D,15,9,4,5,6,5,17,18,1,3,0,0,11,2,1,3,4
2021-03-04,Benevento,Parma,2,2,Empate,1,0,H,4,15,4,7,3,3,21,18,2,1,0,0,6,4,2,1,3
2021-03-04,Lazio,Spezia,2,1,Vitória Mandante,0,0,D,11,7,5,3,3,4,18,21,3,3,2,0,7,3,5,3,8
2021-03-04,Milan,Sampdoria,1,1,Empate,0,0,D,14,5,5,4,5,5,15,16,2,5,0,1,10,2,2,6,8
2021-03-04,Bologna,Inter,0,1,Vitória Visitante,0,1,A,12,12,3,5,4,4,17,15,4,4,0,0,8,1,4,4,8
2021-03-04,Torino,Juventus,2,2,Empate,1,1,D,10,18,7,9,5,6,16,15,3,2,0,0,11,4,3,2,5
2021-03-04,Sassuolo,Roma,2,2,Empate,0,1,A,12,12,6,9,3,4,15,15,4,3,0,0,7,4,4,3,7
2021-03-04,Napoli,Crotone,4,3,Vitória Mandante,3,1,H,28,8,11,4,4,6,5,17,0,4,0,0,10,7,0,4,4
2021-03-04,Atalanta,Udinese,3,2,Vitória Mandante,2,1,H,22,8,11,4,4,1,15,9,0,2,0,0,5,5,0,2,2
2021-03-03,Sassuolo,Napoli,3,3,Empate,2,1,H,15,15,8,8,6,4,16,13,2,2,0,0,10,6,2,2,4
2021-03-03,Fiorentina,Roma,1,2,Vitória Visitante,0,0,D,6,12,2,6,2,3,10,15,1,2,0,0,5,3,1,2,3
2021-03-03,Cagliari,Bologna,1,0,Vitória Mandante,1,0,H,8,11,5,6,10,4,15,18,2,2,0,0,14,1,2,2,4
2021-03-03,Milan,Udinese,1,1,Empate,0,0,D,11,6,7,2,7,2,21,11,4,1,0,0,9,2,4,1,5
2021-03-03,Genoa,Sampdoria,1,1,Empate,0,0,D,8,10,2,6,2,4,16,16,1,0,0,0,6,2,1,0,1
