data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
28/04/18,Bayern Munich,Eint Frankfurt,4,1,Vitória Mandante,1,0,H,12,12,6,3,1,2,6,9,0,0,0,0,3,5,0,0,0
28/04/18,Freiburg,Köln,3,2,Vitória Mandante,1,0,H,12,13,6,3,2,5,16,13,2,4,0,0,7,5,2,4,6
28/04/18,Hertha BSC,Augsburg,2,2,Empate,0,1,A,8,12,5,3,6,3,9,14,0,2,0,1,9,4,0,3,3
28/04/18,Leverkusen,Stuttgart,0,1,Vitória Visitante,0,0,D,24,4,7,1,6,2,13,12,2,0,0,0,8,1,2,0,2
28/04/18,Schalke 04,M'Gladbach,1,1,Empate,1,1,D,10,10,4,4,1,1,11,11,2,4,1,0,2,2,3,4,7
28/04/18,Wolfsburg,Hamburg,1,3,Vitória Visitante,0,2,A,10,14,1,5,2,6,14,17,3,2,0,0,8,4,3,2,5
29/04/18,Mainz 05,RB Leipzig,3,0,Vitória Mandante,1,0,H,16,6,9,1,7,8,24,9,2,4,0,1,15,3,2,5,7
29/04/18,Werder Bremen,Dortmund,1,1,Empate,1,1,D,19,17,6,6,7,5,8,9,1,2,0,0,12,2,1,2,3
05/05/18,Augsburg,Schalke 04,1,2,Vitória Visitante,1,2,A,12,15,5,7,4,4,13,9,2,3,0,0,8,3,2,3,5
05/05/18,Dortmund,Mainz 05,1,2,Vitória Visitante,1,2,A,12,7,4,5,4,2,16,17,3,3,0,0,6,3,3,3,6
05/05/18,Eint Frankfurt,Hamburg,3,0,Vitória Mandante,1,0,H,14,14,10,4,3,7,14,5,2,0,0,0,10,3,2,0,2
05/05/18,Köln,Bayern Munich,1,3,Vitória Visitante,1,0,H,10,16,3,9,4,7,11,8,1,0,0,0,11,4,1,0,1
05/05/18,Hannover,Hertha BSC,3,1,Vitória Mandante,3,0,H,11,16,5,2,4,6,11,15,2,4,0,0,10,4,2,4,6
05/05/18,M'Gladbach,Freiburg,3,1,Vitória Mandante,1,0,H,18,18,5,6,7,3,6,8,0,3,0,0,10,4,0,3,3
05/05/18,RB Leipzig,Wolfsburg,4,1,Vitória Mandante,2,0,H,13,10,7,5,2,5,11,10,0,1,0,0,7,5,0,1,1
05/05/18,Stuttgart,Hoffenheim,2,0,Vitória Mandante,1,0,H,5,21,2,7,1,9,15,10,6,1,1,0,10,2,7,1,8
05/05/18,Werder Bremen,Leverkusen,0,0,Empate,0,0,D,3,9,0,1,3,1,14,18,3,5,0,0,4,0,3,5,8
12/05/18,Bayern Munich,Stuttgart,1,4,Vitória Visitante,1,2,A,18,7,8,7,10,0,10,8,1,0,0,0,10,5,1,0,1
12/05/18,Freiburg,Augsburg,2,0,Vitória Mandante,0,0,D,12,5,3,2,5,4,13,17,1,2,0,0,9,2,1,2,3
12/05/18,Hamburg,M'Gladbach,2,1,Vitória Mandante,1,1,D,17,8,8,3,8,3,10,7,3,1,1,0,11,3,4,1,5
12/05/18,Hertha BSC,RB Leipzig,2,6,Vitória Visitante,1,3,A,8,17,4,10,3,6,12,11,1,1,0,0,9,8,1,1,2
12/05/18,Hoffenheim,Dortmund,3,1,Vitória Mandante,1,0,H,12,10,8,4,2,3,4,7,0,0,0,0,5,4,0,0,0
12/05/18,Leverkusen,Hannover,3,2,Vitória Mandante,2,0,H,27,11,8,4,5,2,9,11,2,2,0,0,7,5,2,2,4
12/05/18,Mainz 05,Werder Bremen,1,2,Vitória Visitante,1,1,D,13,14,1,3,3,7,10,6,0,1,0,0,10,3,0,1,1
12/05/18,Schalke 04,Eint Frankfurt,1,0,Vitória Mandante,1,0,H,11,6,5,2,4,3,10,12,0,2,0,0,7,1,0,2,2
12/05/18,Wolfsburg,Köln,4,1,Vitória Mandante,1,1,D,16,6,8,1,5,10,12,17,2,3,0,0,15,5,2,3,5
26/08/16,Bayern Munich,Werder Bremen,6,0,Vitória Mandante,2,0,H,27,4,14,2,8,1,7,8,0,1,0,0,9,6,0,1,1
27/08/16,Augsburg,Wolfsburg,0,2,Vitória Visitante,0,1,A,13,12,2,6,2,3,15,17,1,2,0,0,5,2,1,2,3
27/08/16,Dortmund,Mainz 05,2,1,Vitória Mandante,1,0,H,17,12,8,4,7,2,3,20,0,3,0,0,9,3,0,3,3
27/08/16,Eint Frankfurt,Schalke 04,1,0,Vitória Mandante,1,0,H,11,11,4,3,7,5,11,15,2,2,1,0,12,1,3,2,5
27/08/16,Köln,Darmstadt,2,0,Vitória Mandante,1,0,H,21,12,8,3,6,5,11,15,3,3,0,0,11,2,3,3,6
27/08/16,Hamburg,Ingolstadt,1,1,Empate,1,0,H,8,13,1,5,4,5,17,15,2,2,0,0,9,2,2,2,4
27/08/16,M'Gladbach,Leverkusen,2,1,Vitória Mandante,1,0,H,14,12,9,6,7,3,11,16,3,3,0,0,10,3,3,3,6
28/08/16,Hertha BSC,Freiburg,2,1,Vitória Mandante,0,0,D,15,8,5,2,5,2,10,10,0,3,0,0,7,3,0,3,3
28/08/16,Hoffenheim,RB Leipzig,2,2,Empate,0,0,D,11,23,5,9,2,9,12,14,2,4,0,0,11,4,2,4,6
09/09/16,Schalke 04,Bayern Munich,0,2,Vitória Visitante,0,0,D,9,18,2,2,2,7,13,12,2,4,0,0,9,2,2,4,6
10/09/16,Darmstadt,Eint Frankfurt,1,0,Vitória Mandante,0,0,D,8,14,1,3,1,4,16,13,1,2,0,0,5,1,1,2,3
10/09/16,Freiburg,M'Gladbach,3,1,Vitória Mandante,0,1,A,17,5,7,2,3,4,17,11,2,2,0,0,7,4,2,2,4
10/09/16,Ingolstadt,Hertha BSC,0,2,Vitória Visitante,0,1,A,12,7,5,6,6,1,13,20,3,1,0,0,7,2,3,1,4
10/09/16,Leverkusen,Hamburg,3,1,Vitória Mandante,0,0,D,15,6,5,2,4,1,13,20,2,1,0,0,5,4,2,1,3
10/09/16,RB Leipzig,Dortmund,1,0,Vitória Mandante,0,0,D,10,8,4,1,5,7,16,10,2,2,0,0,12,1,2,2,4
10/09/16,Wolfsburg,Köln,0,0,Empate,0,0,D,18,16,4,9,8,4,13,14,2,3,0,0,12,0,2,3,5
11/09/16,Mainz 05,Hoffenheim,4,4,Empate,4,1,H,12,20,6,5,8,5,19,16,1,3,1,0,13,8,2,3,5
11/09/16,Werder Bremen,Augsburg,1,2,Vitória Visitante,1,0,H,10,18,1,5,0,4,14,28,2,3,0,0,4,3,2,3,5
16/09/16,Köln,Freiburg,3,0,Vitória Mandante,3,0,H,9,17,3,8,4,6,12,10,1,1,0,0,10,3,1,1,2
17/09/16,Bayern Munich,Ingolstadt,3,1,Vitória Mandante,1,1,D,10,13,5,5,5,5,18,17,1,2,0,0,10,4,1,2,3
17/09/16,Dortmund,Darmstadt,6,0,Vitória Mandante,1,0,H,22,5,14,1,12,2,8,16,0,4,0,1,14,6,0,5,5
17/09/16,Eint Frankfurt,Leverkusen,2,1,Vitória Mandante,0,0,D,17,7,8,3,1,3,22,14,3,0,0,0,4,3,3,0,3
17/09/16,Hamburg,RB Leipzig,0,4,Vitória Visitante,0,0,D,14,12,2,6,8,3,17,13,5,1,0,0,11,4,5,1,6
17/09/16,Hoffenheim,Wolfsburg,0,0,Empate,0,0,D,20,20,5,9,3,11,17,18,2,1,0,0,14,0,2,1,3
17/09/16,M'Gladbach,Werder Bremen,4,1,Vitória Mandante,4,0,H,15,9,7,5,10,4,9,19,0,3,0,1,14,5,0,4,4
18/09/16,Augsburg,Mainz 05,1,3,Vitória Visitante,0,1,A,12,11,5,6,2,7,15,16,1,2,0,1,9,4,1,3,4
18/09/16,Hertha BSC,Schalke 04,2,0,Vitória Mandante,0,0,D,8,11,2,4,4,6,12,17,1,1,0,0,10,2,1,1,2
20/09/16,Darmstadt,Hoffenheim,1,1,Empate,0,0,D,12,15,3,4,2,6,16,18,1,1,0,0,8,2,1,1,2
20/09/16,Freiburg,Hamburg,1,0,Vitória Mandante,0,0,D,19,7,4,0,7,0,17,17,1,0,0,0,7,1,1,0,1
20/09/16,Ingolstadt,Eint Frankfurt,0,2,Vitória Visitante,0,1,A,13,9,3,5,6,4,20,19,0,1,0,0,10,2,0,1,1
20/09/16,Wolfsburg,Dortmund,1,5,Vitória Visitante,0,2,A,15,10,9,9,2,3,15,12,2,0,0,0,5,6,2,0,2
21/09/16,Bayern Munich,Hertha BSC,3,0,Vitória Mandante,1,0,H,16,2,7,2,6,2,9,9,1,0,0,0,8,3,1,0,1
