data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
18/09/2020,Bayern Munich,Schalke 04,8,0,H,3,0,H,22,5,12,1,9,2,11,12,1,2,0,0,11,8,1,2,3
19/09/2020,Eint Frankfurt,Bielefeld,1,1,D,0,0,D,18,14,6,4,14,3,14,13,2,2,0,0,17,2,2,2,4
19/09/2020,Köln,Hoffenheim,2,3,A,1,2,A,13,13,6,7,1,6,12,13,0,0,0,0,7,5,0,0,0
19/09/2020,Stuttgart,Freiburg,2,3,A,0,2,A,22,7,7,6,7,2,12,16,2,2,0,0,9,5,2,2,4
19/09/2020,Union Berlin,Augsburg,1,3,A,0,1,A,13,9,3,5,8,1,9,9,2,0,0,0,9,4,2,0,2
19/09/2020,Werder Bremen,Hertha BSC,1,4,A,0,2,A,17,13,7,6,7,4,13,17,2,0,0,0,11,5,2,0,2
19/09/2020,Dortmund,M'Gladbach,3,0,H,1,0,H,9,8,4,2,1,3,10,9,1,1,0,0,4,3,1,1,2
20/09/2020,RB Leipzig,Mainz 05,3,1,H,2,0,H,23,8,10,1,7,5,5,11,1,2,0,0,12,4,1,2,3
20/09/2020,Wolfsburg,Leverkusen,0,0,D,0,0,D,9,6,1,2,4,4,13,12,1,2,0,0,8,0,1,2,3
25/09/2020,Hertha BSC,Eint Frankfurt,1,3,A,0,2,A,12,10,6,3,4,3,13,16,3,4,0,0,7,4,3,4,7
26/09/2020,Augsburg,Dortmund,2,0,H,1,0,H,6,16,4,7,3,11,7,8,3,4,0,0,14,2,3,4,7
26/09/2020,Bielefeld,Köln,1,0,H,0,0,D,7,12,3,2,4,7,12,15,3,3,0,0,11,1,3,3,6
26/09/2020,Leverkusen,RB Leipzig,1,1,D,1,1,D,11,7,4,2,4,1,16,10,1,3,0,0,5,2,1,3,4
26/09/2020,Mainz 05,Stuttgart,1,4,A,1,1,D,11,15,3,7,3,9,10,17,2,4,1,1,12,5,3,5,8
26/09/2020,M'Gladbach,Union Berlin,1,1,D,0,0,D,14,15,5,2,7,5,11,15,1,2,0,0,12,2,1,2,3
26/09/2020,Schalke 04,Werder Bremen,1,3,A,0,2,A,17,17,4,8,8,3,20,14,7,2,1,0,11,4,8,2,10
27/09/2020,Hoffenheim,Bayern Munich,4,1,H,2,1,H,17,14,8,2,3,5,15,11,3,2,0,0,8,5,3,2,5
