,clube,data,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escanteios,passes_certos_%,total_chutes,chutes_a_gol,chutes_ao_gol_%,gols_por_chute_ao_gol_%,escudo
16,Werder Bremen,2021-01-16,Em casa,V,2.0,0.0,Augsburg,48.0,2.0,4,77.9,11,5,45.5,40,
17,Werder Bremen,2021-01-19,Visitante,D,0.0,1.0,M'Gladbach,40.0,1.0,5,79.8,13,2,15.4,0,
18,Werder Bremen,2021-01-23,Visitante,V,4.0,1.0,Hertha BSC,33.0,5.0,1,69.9,6,4,66.7,75,
19,Werder Bremen,2021-01-30,Em casa,E,1.0,1.0,Schalke 04,49.0,2.0,6,77.3,15,5,33.3,20,
21,Werder Bremen,2021-02-13,Em casa,E,0.0,0.0,Freiburg,47.0,0.0,4,82.4,12,4,33.3,0,
22,Werder Bremen,2021-02-21,Visitante,D,0.0,4.0,Hoffenheim,48.0,4.0,3,80.5,2,1,50.0,0,
23,Werder Bremen,2021-02-26,Em casa,V,2.0,1.0,Eint Frankfurt,31.0,3.0,2,67.8,9,5,55.6,40,
1,Augsburg,2020-09-19,Visitante,V,3.0,1.0,Union Berlin,41.0,4.0,1,77.5,9.0,5.0,55.6,60.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/0cdc4311.png
2,Augsburg,2020-09-26,Em casa,V,2.0,0.0,Dortmund,21.0,2.0,3,66.4,6.0,4.0,66.7,50.0,
3,Augsburg,2020-10-04,Visitante,E,0.0,0.0,Wolfsburg,37.0,0.0,2,70.9,9.0,1.0,11.1,0.0,
4,Augsburg,2020-10-17,Em casa,D,0.0,2.0,RB Leipzig,32.0,2.0,5,70.9,6.0,2.0,33.3,0.0,
5,Augsburg,2020-10-26,Visitante,D,1.0,3.0,Leverkusen,34.0,4.0,3,73.9,7.0,3.0,42.9,33.0,
6,Augsburg,2020-10-31,Em casa,V,3.0,1.0,Mainz 05,50.0,4.0,4,81.6,12.0,6.0,50.0,50.0,
7,Augsburg,2020-11-07,Em casa,D,0.0,3.0,Hertha BSC,47.0,3.0,2,80.6,9.0,1.0,11.1,0.0,
8,Augsburg,2020-11-21,Visitante,E,1.0,1.0,M'Gladbach,47.0,2.0,1,79.8,9.0,5.0,55.6,20.0,
9,Augsburg,2020-11-28,Em casa,E,1.0,1.0,Freiburg,58.0,2.0,4,82.1,10.0,2.0,20.0,50.0,
10,Augsburg,2020-12-07,Visitante,D,1.0,3.0,Hoffenheim,46.0,4.0,3,77.0,12.0,2.0,16.7,50.0,
11,Augsburg,2020-12-13,Em casa,E,2.0,2.0,Schalke 04,40.0,4.0,2,67.0,9.0,4.0,44.4,25.0,
12,Augsburg,2020-12-16,Visitante,V,1.0,0.0,Arminia,51.0,1.0,3,70.5,9.0,2.0,22.2,50.0,
13,Augsburg,2020-12-19,Em casa,D,0.0,2.0,Eint Frankfurt,46.0,2.0,2,73.1,15.0,4.0,26.7,0.0,
14,Augsburg,2021-01-02,Visitante,V,1.0,0.0,Köln,53.0,1.0,3,83.5,11.0,5.0,45.5,20.0,
15,Augsburg,2021-01-10,Em casa,D,1.0,4.0,Stuttgart,43.0,5.0,4,78.7,12.0,3.0,25.0,33.0,
16,Augsburg,2021-01-16,Visitante,D,0.0,2.0,Werder Bremen,52.0,2.0,4,79.8,6.0,1.0,16.7,0.0,
17,Augsburg,2021-01-20,Em casa,D,0.0,1.0,Bayern Munich,39.0,1.0,5,73.8,,,,,
18,Augsburg,2021-01-23,Em casa,V,2.0,1.0,Union Berlin,36.0,3.0,2,70.5,8.0,4.0,50.0,50.0,
19,Augsburg,2021-01-30,Visitante,D,1.0,3.0,Dortmund,34.0,4.0,1,73.8,6.0,1.0,16.7,100.0,
20,Augsburg,2021-02-06,Em casa,D,0.0,2.0,Wolfsburg,46.0,2.0,7,73.0,9.0,1.0,11.1,0.0,
21,Augsburg,2021-02-12,Visitante,D,1.0,2.0,RB Leipzig,40.0,3.0,4,70.0,3.0,1.0,33.3,0.0,
22,Augsburg,2021-02-21,Em casa,E,1.0,1.0,Leverkusen,27.0,2.0,1,61.7,6.0,3.0,50.0,33.0,
23,Augsburg,2021-02-28,Visitante,V,1.0,0.0,Mainz 05,39.0,1.0,3,58.9,9.0,2.0,22.2,50.0,
1,Köln,2020-09-19,Em casa,D,2.0,3.0,Hoffenheim,49.0,5.0,1,80.5,13.0,6.0,46.2,33.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/bc357bf7.png
2,Köln,2020-09-26,Visitante,D,0.0,1.0,Arminia,53.0,1.0,7,78.2,10.0,2.0,20.0,0.0,
3,Köln,2020-10-03,Em casa,D,1.0,3.0,M'Gladbach,41.0,4.0,4,76.0,8.0,2.0,25.0,50.0,
4,Köln,2020-10-18,Em casa,E,1.0,1.0,Eint Frankfurt,41.0,2.0,2,68.6,9.0,5.0,55.6,20.0,
5,Köln,2020-10-23,Visitante,E,1.0,1.0,Stuttgart,42.0,2.0,5,76.4,14.0,3.0,21.4,0.0,
6,Köln,2020-10-31,Em casa,D,1.0,2.0,Bayern Munich,38.0,3.0,5,74.9,9.0,2.0,22.2,50.0,
7,Köln,2020-11-06,Visitante,E,1.0,1.0,Werder Bremen,34.0,2.0,3,76.0,7.0,1.0,14.3,0.0,
8,Köln,2020-11-22,Em casa,D,1.0,2.0,Union Berlin,49.0,3.0,5,77.1,10.0,3.0,30.0,33.0,
9,Köln,2020-11-28,Visitante,V,2.0,1.0,Dortmund,31.0,3.0,2,72.2,6.0,5.0,83.3,40.0,
10,Köln,2020-12-05,Em casa,E,2.0,2.0,Wolfsburg,40.0,4.0,3,72.4,6.0,3.0,50.0,67.0,
11,Köln,2020-12-12,Visitante,V,1.0,0.0,Mainz 05,40.0,1.0,3,73.3,9.0,6.0,66.7,17.0,
12,Köln,2020-12-16,Em casa,D,0.0,4.0,Leverkusen,33.0,4.0,2,70.8,7.0,1.0,14.3,0.0,
13,Köln,2020-12-19,Visitante,E,0.0,0.0,RB Leipzig,37.0,0.0,2,73.5,4.0,1.0,25.0,0.0,
14,Köln,2021-01-02,Em casa,D,0.0,1.0,Augsburg,47.0,1.0,8,73.8,12.0,2.0,16.7,0.0,
15,Köln,2021-01-09,Visitante,D,0.0,5.0,Freiburg,50.0,5.0,3,76.2,5.0,2.0,40.0,0.0,
16,Köln,2021-01-16,Em casa,E,0.0,0.0,Hertha BSC,50.0,0.0,5,75.5,8.0,1.0,12.5,0.0,
17,Köln,2021-01-20,Visitante,V,2.0,1.0,Schalke 04,35.0,3.0,8,73.4,13.0,3.0,23.1,67.0,
18,Köln,2021-01-24,Visitante,D,0.0,3.0,Hoffenheim,55.0,3.0,9,76.6,14.0,2.0,14.3,0.0,
19,Köln,2021-01-31,Em casa,V,3.0,1.0,Arminia,44.0,4.0,3,70.3,14.0,5.0,35.7,60.0,
20,Köln,2021-02-06,Visitante,V,2.0,1.0,M'Gladbach,36.0,3.0,1,74.2,7.0,3.0,42.9,67.0,
21,Köln,2021-02-14,Visitante,D,0.0,2.0,Eint Frankfurt,40.0,2.0,2,72.2,6.0,1.0,16.7,0.0,
22,Köln,2021-02-20,Em casa,D,0.0,1.0,Stuttgart,52.0,1.0,0,81.9,,,,,
23,Köln,2021-02-27,Visitante,D,1.0,5.0,Bayern Munich,45.0,6.0,4,78.7,6.0,3.0,50.0,33.0,
1,Hertha BSC,2020-09-19,Visitante,V,4.0,1.0,Werder Bremen,54.0,5.0,4,81.7,13.0,6.0,46.2,67.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/2818f8bc.png
2,Hertha BSC,2020-09-25,Em casa,D,1.0,3.0,Eint Frankfurt,56.0,4.0,4,81.4,12.0,6.0,50.0,0.0,
3,Hertha BSC,2020-10-04,Visitante,D,3.0,4.0,Bayern Munich,35.0,7.0,1,70.3,10.0,5.0,50.0,60.0,
4,Hertha BSC,2020-10-17,Em casa,D,0.0,2.0,Stuttgart,63.0,2.0,6,83.1,15.0,4.0,26.7,0.0,
5,Hertha BSC,2020-10-24,Visitante,D,1.0,2.0,RB Leipzig,33.0,3.0,3,67.2,9.0,2.0,22.2,50.0,
6,Hertha BSC,2020-11-01,Em casa,E,1.0,1.0,Wolfsburg,53.0,2.0,8,76.3,20.0,5.0,25.0,20.0,
7,Hertha BSC,2020-11-07,Visitante,V,3.0,0.0,Augsburg,53.0,3.0,6,82.1,11.0,5.0,45.5,40.0,
8,Hertha BSC,2020-11-21,Em casa,D,2.0,5.0,Dortmund,41.0,7.0,4,82.4,8.0,2.0,25.0,50.0,
9,Hertha BSC,2020-11-29,Visitante,E,0.0,0.0,Leverkusen,42.0,0.0,1,72.9,5.0,3.0,60.0,0.0,
10,Hertha BSC,2020-12-04,Em casa,V,3.0,1.0,Union Berlin,68.0,4.0,9,85.5,10.0,7.0,70.0,43.0,
11,Hertha BSC,2020-12-12,Visitante,E,1.0,1.0,M'Gladbach,44.0,2.0,2,75.6,7.0,2.0,28.6,50.0,
12,Hertha BSC,2020-12-15,Em casa,E,0.0,0.0,Mainz 05,64.0,0.0,5,83.0,,,,,
13,Hertha BSC,2020-12-20,Visitante,D,1.0,4.0,Freiburg,57.0,5.0,3,81.5,9.0,3.0,33.3,33.0,
14,Hertha BSC,2021-01-02,Em casa,V,3.0,0.0,Schalke 04,61.0,3.0,9,83.1,23.0,10.0,43.5,30.0,
15,Hertha BSC,2021-01-10,Visitante,D,0.0,1.0,Arminia,51.0,1.0,3,75.2,11.0,5.0,45.5,0.0,
16,Hertha BSC,2021-01-16,Visitante,E,0.0,0.0,Köln,50.0,0.0,4,79.1,14.0,3.0,21.4,0.0,
17,Hertha BSC,2021-01-19,Em casa,D,0.0,3.0,Hoffenheim,58.0,3.0,3,80.2,,,,,
18,Hertha BSC,2021-01-23,Em casa,D,1.0,4.0,Werder Bremen,67.0,5.0,7,80.5,17.0,9.0,52.9,11.0,
19,Hertha BSC,2021-01-30,Visitante,D,1.0,3.0,Eint Frankfurt,39.0,4.0,7,70.1,9.0,3.0,33.3,33.0,
20,Hertha BSC,2021-02-05,Em casa,D,0.0,1.0,Bayern Munich,38.0,1.0,3,75.9,10.0,7.0,70.0,0.0,
21,Hertha BSC,2021-02-13,Visitante,E,1.0,1.0,Stuttgart,48.0,2.0,5,77.7,10.0,1.0,10.0,100.0,
22,Hertha BSC,2021-02-21,Em casa,D,0.0,3.0,RB Leipzig,48.0,3.0,3,76.7,9.0,4.0,44.4,0.0,
23,Hertha BSC,2021-02-27,Visitante,D,0.0,2.0,Wolfsburg,43.0,2.0,5,70.4,9.0,2.0,22.2,0.0,
1,Arminia,2020-09-19,Visitante,E,1.0,1.0,Eint Frankfurt,37.0,2.0,3,69.5,12.0,4.0,33.3,25.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/247c4b67.png
2,Arminia,2020-09-26,Em casa,V,1.0,0.0,Köln,47.0,1.0,3,80.0,7.0,3.0,42.9,33.0,
3,Arminia,2020-10-03,Visitante,D,0.0,1.0,Werder Bremen,62.0,1.0,1,81.5,9.0,4.0,44.4,0.0,
4,Arminia,2020-10-17,Em casa,D,1.0,4.0,Bayern Munich,35.0,5.0,6,75.1,11.0,5.0,45.5,20.0,
5,Arminia,2020-10-25,Visitante,D,1.0,2.0,Wolfsburg,52.0,3.0,3,78.0,9.0,1.0,11.1,100.0,
6,Arminia,2020-10-31,Em casa,D,0.0,2.0,Dortmund,27.0,2.0,0,66.1,5.0,2.0,40.0,0.0,
7,Arminia,2020-11-07,Visitante,D,0.0,5.0,Union Berlin,49.0,5.0,1,85.2,6.0,1.0,16.7,0.0,
8,Arminia,2020-11-21,Em casa,D,1.0,2.0,Leverkusen,31.0,3.0,0,68.6,,,,,
9,Arminia,2020-11-28,Visitante,D,1.0,2.0,RB Leipzig,43.0,3.0,7,72.2,13.0,3.0,23.1,33.0,
10,Arminia,2020-12-05,Em casa,V,2.0,1.0,Mainz 05,47.0,3.0,2,72.9,12.0,5.0,41.7,40.0,
11,Arminia,2020-12-12,Visitante,D,0.0,2.0,Freiburg,53.0,2.0,4,76.9,5.0,3.0,60.0,0.0,
12,Arminia,2020-12-16,Em casa,D,0.0,1.0,Augsburg,49.0,1.0,1,68.9,12.0,2.0,16.7,0.0,
13,Arminia,2020-12-19,Visitante,V,1.0,0.0,Schalke 04,54.0,1.0,6,69.6,9.0,3.0,33.3,33.0,
14,Arminia,2021-01-02,Em casa,D,0.0,1.0,M'Gladbach,41.0,1.0,3,73.5,,,,,
15,Arminia,2021-01-10,Em casa,V,1.0,0.0,Hertha BSC,49.0,1.0,8,76.3,12.0,2.0,16.7,50.0,
16,Arminia,2021-01-16,Visitante,E,0.0,0.0,Hoffenheim,46.0,0.0,3,78.7,8.0,2.0,25.0,0.0,
17,Arminia,2021-01-20,Em casa,V,3.0,0.0,Stuttgart,34.0,3.0,2,72.1,10.0,4.0,40.0,50.0,
18,Arminia,2021-01-23,Em casa,D,1.0,5.0,Eint Frankfurt,44.0,6.0,0,77.4,8.0,4.0,50.0,25.0,
19,Arminia,2021-01-31,Visitante,D,1.0,3.0,Köln,56.0,4.0,5,74.5,9.0,3.0,33.3,33.0,
21,Arminia,2021-02-15,Visitante,E,3.0,3.0,Bayern Munich,36.0,6.0,2,74.4,7.0,3.0,42.9,100.0,
22,Arminia,2021-02-19,Em casa,D,0.0,3.0,Wolfsburg,44.0,3.0,3,78.0,7.0,2.0,28.6,0.0,
23,Arminia,2021-02-27,Visitante,D,0.0,3.0,Dortmund,38.0,3.0,2,79.6,8.0,2.0,25.0,0.0,
1,Mainz 05,2020-09-20,Visitante,D,1.0,3.0,RB Leipzig,28.0,4.0,5,73.4,8.0,1.0,12.5,100.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/a224b06a.png
2,Mainz 05,2020-09-26,Em casa,D,1.0,4.0,Stuttgart,49.0,5.0,3,77.4,11.0,2.0,18.2,50.0,
3,Mainz 05,2020-10-02,Visitante,D,0.0,4.0,Union Berlin,50.0,4.0,2,77.3,,,,,
4,Mainz 05,2020-10-17,Em casa,D,0.0,1.0,Leverkusen,40.0,1.0,6,72.9,,,,,
5,Mainz 05,2020-10-24,Em casa,D,2.0,3.0,M'Gladbach,41.0,5.0,3,72.5,15.0,6.0,40.0,33.0,
6,Mainz 05,2020-10-31,Visitante,D,1.0,3.0,Augsburg,50.0,4.0,1,80.4,9.0,4.0,44.4,25.0,
7,Mainz 05,2020-11-07,Em casa,E,2.0,2.0,Schalke 04,33.0,4.0,4,67.2,11.0,5.0,45.5,0.0,
8,Mainz 05,2020-11-22,Visitante,V,3.0,1.0,Freiburg,30.0,4.0,4,68.1,20.0,8.0,40.0,38.0,
9,Mainz 05,2020-11-29,Em casa,E,1.0,1.0,Hoffenheim,36.0,2.0,11,70.8,10.0,4.0,40.0,25.0,
10,Mainz 05,2020-12-05,Visitante,D,1.0,2.0,Arminia,53.0,3.0,3,74.6,15.0,5.0,33.3,20.0,
11,Mainz 05,2020-12-12,Em casa,D,0.0,1.0,Köln,60.0,1.0,5,79.5,15.0,4.0,26.7,0.0,
12,Mainz 05,2020-12-15,Visitante,E,0.0,0.0,Hertha BSC,36.0,0.0,4,66.6,,,,,
13,Mainz 05,2020-12-19,Em casa,D,0.0,1.0,Werder Bremen,44.0,1.0,2,79.5,10.0,1.0,10.0,0.0,
14,Mainz 05,2021-01-03,Visitante,D,2.0,5.0,Bayern Munich,27.0,7.0,2,73.4,12.0,6.0,50.0,33.0,
15,Mainz 05,2021-01-09,Em casa,D,0.0,2.0,Eint Frankfurt,41.0,2.0,3,63.8,9.0,1.0,11.1,0.0,
16,Mainz 05,2021-01-16,Visitante,E,1.0,1.0,Dortmund,28.0,2.0,2,69.1,9.0,3.0,33.3,33.0,
17,Mainz 05,2021-01-19,Em casa,D,0.0,2.0,Wolfsburg,38.0,2.0,2,56.8,,,,,
18,Mainz 05,2021-01-23,Em casa,V,3.0,2.0,RB Leipzig,33.0,5.0,3,62.3,9.0,4.0,44.4,75.0,
19,Mainz 05,2021-01-29,Visitante,D,0.0,2.0,Stuttgart,47.0,2.0,4,70.9,10.0,2.0,20.0,0.0,
20,Mainz 05,2021-02-06,Em casa,V,1.0,0.0,Union Berlin,42.0,1.0,3,65.3,10.0,4.0,40.0,0.0,
21,Mainz 05,2021-02-13,Visitante,E,2.0,2.0,Leverkusen,33.0,4.0,2,62.9,18.0,5.0,27.8,40.0,
22,Mainz 05,2021-02-20,Visitante,V,2.0,1.0,M'Gladbach,31.0,3.0,4,61.7,8.0,6.0,75.0,33.0,
23,Mainz 05,2021-02-28,Em casa,D,0.0,1.0,Augsburg,61.0,1.0,5,69.2,11.0,6.0,54.5,0.0,
24,Mainz 05,2021-03-05,Visitante,E,0.0,0.0,Schalke 04,50.0,0.0,6,67.2,19.0,2.0,10.5,0.0,
1,Schalke 04,2020-09-18,Visitante,D,0.0,8.0,Bayern Munich,37.0,8.0,2,74.9,4.0,1.0,25.0,0.0,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/c539e393.png
2,Schalke 04,2020-09-26,Em casa,D,1.0,3.0,Werder Bremen,65.0,4.0,8,75.8,18.0,4.0,22.2,25.0,
3,Schalke 04,2020-10-03,Visitante,D,0.0,4.0,RB Leipzig,33.0,4.0,1,76.0,5.0,1.0,20.0,0.0,
4,Schalke 04,2020-10-18,Em casa,E,1.0,1.0,Union Berlin,52.0,2.0,5,80.0,8.0,4.0,50.0,25.0,
5,Schalke 04,2020-10-24,Visitante,D,0.0,3.0,Dortmund,27.0,3.0,2,70.6,,,,,
6,Schalke 04,2020-10-30,Em casa,E,1.0,1.0,Stuttgart,47.0,2.0,3,81.4,9.0,2.0,22.2,50.0,
7,Schalke 04,2020-11-07,Visitante,E,2.0,2.0,Mainz 05,67.0,4.0,9,81.3,21.0,3.0,14.3,33.0,
8,Schalke 04,2020-11-21,Em casa,D,0.0,2.0,Wolfsburg,43.0,2.0,6,71.5,13.0,6.0,46.2,0.0,
9,Schalke 04,2020-11-28,Visitante,D,1.0,4.0,M'Gladbach,43.0,5.0,4,78.1,13.0,2.0,15.4,50.0,
10,Schalke 04,2020-12-06,Em casa,D,0.0,3.0,Leverkusen,37.0,3.0,2,70.9,14.0,3.0,21.4,0.0,
11,Schalke 04,2020-12-13,Visitante,E,2.0,2.0,Augsburg,60.0,4.0,3,77.8,16.0,4.0,25.0,50.0,
12,Schalke 04,2020-12-16,Em casa,D,0.0,2.0,Freiburg,54.0,2.0,2,82.3,10.0,2.0,20.0,0.0,
13,Schalke 04,2020-12-19,Em casa,D,0.0,1.0,Arminia,46.0,1.0,1,70.9,10.0,2.0,20.0,0.0,
14,Schalke 04,2021-01-02,Visitante,D,0.0,3.0,Hertha BSC,39.0,3.0,5,76.1,11.0,4.0,36.4,0.0,
15,Schalke 04,2021-01-09,Em casa,V,4.0,0.0,Hoffenheim,40.0,4.0,5,74.7,12.0,5.0,41.7,80.0,
16,Schalke 04,2021-01-17,Visitante,D,1.0,3.0,Eint Frankfurt,32.0,4.0,2,69.3,4.0,1.0,25.0,100.0,
17,Schalke 04,2021-01-20,Em casa,D,1.0,2.0,Köln,65.0,3.0,5,83.5,15.0,6.0,40.0,17.0,
18,Schalke 04,2021-01-24,Em casa,D,0.0,4.0,Bayern Munich,41.0,4.0,3,77.2,13.0,4.0,30.8,0.0,
19,Schalke 04,2021-01-30,Visitante,E,1.0,1.0,Werder Bremen,51.0,2.0,1,81.6,6.0,1.0,16.7,100.0,
20,Schalke 04,2021-02-06,Em casa,D,0.0,3.0,RB Leipzig,35.0,3.0,1,71.2,3.0,1.0,33.3,0.0,
21,Schalke 04,2021-02-13,Visitante,E,0.0,0.0,Union Berlin,62.0,0.0,6,79.9,5.0,1.0,20.0,0.0,
22,Schalke 04,2021-02-20,Em casa,D,0.0,4.0,Dortmund,38.0,4.0,4,78.9,13.0,2.0,15.4,0.0,
23,Schalke 04,2021-02-27,Visitante,D,1.0,5.0,Stuttgart,52.0,6.0,9,78.6,10.0,4.0,40.0,25.0,
24,Schalke 04,2021-03-05,Em casa,E,0.0,0.0,Mainz 05,50.0,0.0,2,70.2,2.0,2.0,100.0,0.0,
