clube,data,rodada,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escudo
Juventus,2021-03-14,27,Visitante,V,3,1,Cagliari,49,4,
Juventus,2021-03-06,26,Em casa,V,3,1,Lazio,53,4,
Juventus,2021-03-02,25,Em casa,V,3,0,Spezia,47,3,
Juventus,2021-02-27,24,Visitante,E,1,1,Hellas Verona,56,2,
Juventus,2021-02-22,23,Em casa,V,3,0,Crotone,59,3,
Juventus,2021-02-13,22,Visitante,D,0,1,Napoli,62,1,
Juventus,2021-02-06,21,Em casa,V,2,0,Roma,48,2,
Juventus,2021-01-30,20,Visitante,V,2,0,Sampdoria,61,2,
Juventus,2021-01-24,19,Em casa,V,2,0,Bologna,53,2,
Juventus,2021-01-17,18,Visitante,D,0,2,Inter,50,2,
Juventus,2021-01-10,17,Em casa,V,3,1,Sassuolo,56,4,
Juventus,2021-01-06,16,Visitante,V,3,1,Milan,57,4,
Juventus,2021-01-03,15,Em casa,V,4,1,Udinese,62,5,
Juventus,2020-12-22,14,Em casa,D,0,3,Fiorentina,53,3,
Juventus,2020-12-19,13,Visitante,V,4,0,Parma,62,4,
Juventus,2020-12-16,12,Em casa,E,1,1,Atalanta,54,2,
Juventus,2020-12-13,11,Visitante,V,3,1,Genoa,70,4,
Juventus,2020-12-05,10,Em casa,V,2,1,Torino,65,3,
Juventus,2020-11-28, 9,Visitante,E,1,1,Benevento,63,2,
Juventus,2020-11-21, 8,Em casa,V,2,0,Cagliari,66,2,
Juventus,2020-11-08, 7,Visitante,E,1,1,Lazio,46,2,
Juventus,2020-11-01, 6,Visitante,V,4,1,Spezia,56,5,
Juventus,2020-10-25, 5,Em casa,E,1,1,Hellas Verona,61,2,
Juventus,2020-10-17, 4,Visitante,E,1,1,Crotone,54,2,
Juventus,2020-09-27, 2,Visitante,E,2,2,Roma,60,4,
Juventus,2020-09-20, 1,Em casa,V,3,0,Sampdoria,66,3,
Napoli,2021-05-23,38,Em casa,E,1,1,Hellas Verona,54,2,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/d48ad4ff.png
Napoli,2021-05-16,37,Visitante,V,2,0,Fiorentina,59,2,
Napoli,2021-05-11,36,Em casa,V,5,1,Udinese,51,6,
Napoli,2021-05-08,35,Visitante,V,4,1,Spezia,52,5,
Napoli,2021-05-02,34,Em casa,E,1,1,Cagliari,54,2,
Napoli,2021-04-26,33,Visitante,V,2,0,Torino,53,2,
Napoli,2021-04-22,32,Em casa,V,5,2,Lazio,50,7,
Napoli,2021-04-18,31,Em casa,E,1,1,Inter,56,2,
Napoli,2021-04-11,30,Visitante,V,2,0,Sampdoria,56,2,
Napoli,2021-04-07, 3,Visitante,D,1,2,Juventus,53,3,
Napoli,2021-04-03,29,Em casa,V,4,3,Crotone,64,7,
